C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1     22-Sep-20  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	Ga	Ge	Br	Rb	Sr	Y	Zr	Pd	Cd	I	Cs	Ba	Ce	Nd	Ta	W	Pb	Bi	Fe a*2	Fe a+b	S1	S2	S3	Mo inc	Mo coh	Dt	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000011.spe	42.54	6.51	1	0.010266	-0.008542	0.009780	0.078770	37415	2.25	91	418	0	127	1477	482	2746	167449	665	2476	124	234	664	44095	147	159	215	139	150	549	240	9701	153	605	100	119	131	0	0	96	0	921	2823	0	209	179	0	0	174	1240	27659	9864	0.105	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000012.spe	43.54	6.53	1	0.010265	-0.008542	0.009689	0.078770	37547	2.19	128	583	0	118	1452	495	3255	164495	620	3015	58	296	810	48277	177	89	257	121	179	431	227	9278	164	654	120	116	113	0	44	46	0	1031	2807	0	95	39	36	96	186	1116	27867	9649	0.104	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000013.spe	44.54	6.54	1	0.010262	-0.008542	0.009735	0.078770	36164	2.10	97	555	0	94	1497	510	3294	147979	506	2909	103	269	803	47898	176	174	250	110	180	514	278	9052	140	717	97	98	138	0	0	88	0	883	2784	54	74	0	0	0	164	1377	27653	9709	0.105	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000014.spe	45.54	6.55	1	0.010264	-0.008542	0.009735	0.078770	35070	2.09	87	511	0	88	1491	564	3127	146792	610	2476	120	274	660	44126	197	201	266	131	257	508	150	9120	69	512	40	110	128	0	7	58	0	955	2785	0	62	58	78	0	207	1336	27350	9254	0.104	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000015.spe	46.54	6.57	1	0.010264	-0.008542	0.009659	0.078770	34793	2.09	91	410	0	122	1395	618	2520	165535	635	2296	132	192	503	39141	188	160	306	43	159	431	209	9142	138	448	86	119	138	0	0	25	0	812	2607	50	127	39	0	0	205	1264	24880	9140	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000016.spe	47.54	6.59	1	0.010262	-0.008542	0.009659	0.078770	37560	2.61	90	385	0	140	1499	580	2362	196662	729	2338	117	193	375	37668	122	79	185	65	186	342	179	9968	65	379	131	112	185	0	0	88	0	844	2713	82	65	0	0	0	192	1286	25848	9523	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000017.spe	48.54	6.61	1	0.010265	-0.008542	0.009659	0.078770	38255	2.18	81	348	0	126	1477	610	2116	210669	809	2154	100	224	369	35646	144	60	165	34	217	430	80	10184	86	473	105	112	83	0	0	68	0	870	2651	0	123	173	128	0	137	918	25367	9517	0.099	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000018.spe	49.54	6.62	1	0.010266	-0.008542	0.009659	0.078770	39109	2.50	87	374	0	90	1524	619	2249	214142	903	2396	29	214	352	37090	149	72	199	105	253	464	48	10635	118	438	71	107	55	0	0	82	0	888	2707	73	161	0	150	49	205	908	25763	9390	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000019.spe	50.54	6.64	1	0.010261	-0.008542	0.009659	0.078770	39627	2.26	93	446	0	110	1680	594	2367	217231	862	2264	33	264	347	37873	217	159	209	113	292	386	216	10592	111	450	105	133	127	0	0	83	0	827	2830	50	206	43	0	0	246	1197	25885	9675	0.101	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000020.spe	51.54	6.65	1	0.010264	-0.008542	0.009659	0.078770	40457	2.33	79	416	0	109	1701	624	2506	218987	654	2485	113	226	415	41447	186	115	136	70	192	462	201	10916	50	515	95	79	173	0	0	51	0	818	2801	23	143	109	0	0	204	1146	26046	9460	0.101	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000021.spe	52.54	6.66	1	0.010265	-0.008542	0.009659	0.078770	39518	2.23	87	350	0	96	1697	573	2315	215362	1023	2146	90	220	369	37831	215	27	182	17	164	381	171	10803	129	390	146	137	77	0	0	39	0	869	2834	79	185	124	115	0	200	1133	25982	9735	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000022.spe	53.54	6.67	1	0.010266	-0.008542	0.009659	0.078770	40252	2.37	121	387	0	158	1719	649	2439	219252	914	2340	113	254	375	40013	184	42	168	45	283	438	74	10695	119	352	81	119	83	0	0	60	0	941	2794	93	186	103	106	0	126	1035	26280	9749	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000023.spe	54.54	6.67	1	0.010262	-0.008542	0.009659	0.078770	38964	2.25	76	352	0	139	1680	589	2083	212243	658	2248	100	227	362	38459	165	65	170	45	200	374	280	10647	182	356	125	145	170	0	0	66	0	838	2777	28	197	0	0	0	179	1339	25790	9327	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000024.spe	55.54	6.68	1	0.010264	-0.008542	0.009659	0.078770	39979	2.34	108	370	0	147	1767	609	2191	218738	919	2317	70	271	416	38888	182	164	179	148	131	539	14	10800	87	339	85	143	128	0	0	37	0	842	2999	20	197	0	49	0	179	1128	26049	9815	0.101	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000025.spe	56.54	6.69	1	0.010265	-0.008542	0.009659	0.078770	40231	2.27	93	397	0	96	1775	654	2388	217926	883	2447	122	246	431	40269	241	147	171	110	230	438	137	10896	58	520	106	138	56	0	0	78	0	860	2839	51	182	66	0	45	201	970	26029	9666	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000026.spe	57.54	6.70	1	0.010266	-0.008542	0.009659	0.078770	40919	2.36	101	427	0	134	1767	613	2395	226072	744	2448	138	235	374	39963	176	45	225	18	133	421	199	10937	229	417	122	137	90	0	0	72	0	892	2784	0	94	95	0	0	203	1162	26006	10056	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000027.spe	58.54	6.71	1	0.010267	-0.008542	0.009659	0.078770	41229	2.60	128	384	0	136	1721	605	2320	230461	1143	2370	146	245	405	39396	187	102	247	94	267	429	124	10900	57	344	117	141	113	0	0	103	0	818	2877	39	220	86	0	0	138	1093	26501	9695	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000028.spe	59.54	6.71	1	0.010262	-0.008542	0.009659	0.078770	40616	2.36	121	411	0	110	1852	608	2289	225081	665	2225	83	204	404	39377	172	83	188	17	303	491	136	10903	26	441	105	149	213	0	0	61	0	961	2833	0	73	230	0	0	189	1203	25712	9743	0.101	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000029.spe	60.54	6.72	1	0.010263	-0.008542	0.009659	0.078770	40947	2.34	105	383	0	132	1787	607	2369	226658	735	2288	87	223	434	39928	202	98	292	169	318	556	188	11066	51	414	133	139	134	0	0	39	0	825	2790	142	230	9	0	0	218	1100	26373	9765	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000030.spe	61.54	6.73	1	0.010264	-0.008542	0.009584	0.078770	41535	2.26	93	421	0	108	1715	526	2542	231022	866	2397	103	319	457	41349	236	136	193	86	136	421	69	11091	66	474	165	108	102	0	0	31	0	899	2881	0	107	66	0	101	226	1041	26453	9542	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000031.spe	62.54	6.74	1	0.010263	-0.008542	0.009606	0.078770	42231	2.57	103	433	0	158	1829	572	2431	234041	801	2720	77	255	405	42507	201	97	178	53	193	446	91	11186	60	480	136	158	221	0	0	64	0	950	3011	69	167	68	144	0	212	1240	26690	9980	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000032.spe	63.54	6.74	1	0.010262	-0.008542	0.009606	0.078770	42044	2.50	108	444	0	125	1664	644	2510	233773	526	2510	118	264	478	42621	217	110	220	91	256	448	159	11113	0	501	99	145	138	0	0	35	0	909	2972	41	0	0	97	0	77	1299	26500	9936	0.101	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000033.spe	64.54	6.75	1	0.010262	-0.008542	0.009621	0.078770	42262	2.50	126	399	0	124	1555	586	2313	242226	552	2468	110	230	491	40153	237	154	259	26	215	490	34	11168	220	517	86	153	191	0	0	24	0	733	2942	122	252	93	207	0	246	1299	26740	10050	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000034.spe	65.54	6.75	1	0.010265	-0.008542	0.009621	0.078770	42822	2.38	131	509	0	179	1502	702	2631	244195	901	2524	128	219	465	41839	205	159	252	16	218	426	194	11321	62	329	157	166	112	0	0	76	0	971	2853	0	169	0	0	51	250	1060	26461	10028	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000035.spe	66.54	6.75	1	0.010265	-0.008542	0.009572	0.078770	43571	2.38	125	515	0	176	1612	641	2481	251387	1159	2514	131	282	501	43115	237	82	197	80	382	479	92	11409	84	478	136	163	98	0	0	43	0	828	2840	65	165	247	166	9	161	1269	26521	9706	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000036.spe	67.54	6.75	1	0.010266	-0.008542	0.009572	0.078770	43560	2.52	111	469	0	149	1482	637	2477	257749	973	2367	125	249	477	39716	238	168	220	64	192	395	166	11383	120	440	130	139	64	0	0	66	0	796	3006	61	199	0	102	0	167	1104	25689	10120	0.099	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000037.spe	68.54	6.75	1	0.010263	-0.008542	0.009522	0.078770	42902	2.30	117	430	0	71	1754	659	2418	250730	840	2249	104	225	551	39360	277	175	214	180	308	325	197	11311	0	555	115	168	140	0	0	40	0	708	2868	49	151	29	0	0	168	1182	26954	10001	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000038.spe	69.54	6.75	1	0.010264	-0.008542	0.009477	0.078770	43611	2.40	115	448	0	103	1531	607	2425	263286	853	2243	59	269	570	37799	237	98	137	65	177	421	8	11178	191	403	137	176	85	0	0	55	0	775	2995	28	151	58	175	0	191	996	26106	10018	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000039.spe	70.54	6.75	1	0.010264	-0.008542	0.009490	0.078770	43119	2.41	120	457	0	84	1509	629	2429	260030	932	2065	116	242	468	37343	216	198	220	26	174	312	184	11018	93	456	136	172	83	0	0	56	0	738	2919	0	317	62	0	0	209	1111	26531	9740	0.099	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000040.spe	71.54	6.75	1	0.010265	-0.008542	0.009490	0.078770	43941	2.34	113	415	0	130	1544	626	2436	263293	995	2403	38	232	489	39285	260	179	240	46	191	359	200	11335	84	386	101	98	60	0	0	44	0	729	2835	0	57	126	0	0	180	1158	26337	10169	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000041.spe	72.54	6.75	1	0.010265	-0.008542	0.009490	0.078770	43607	2.46	97	435	0	143	1530	673	2356	259632	913	2243	104	227	546	38890	250	147	143	75	247	391	174	11187	13	380	135	182	97	0	0	53	0	743	2925	0	81	178	0	0	163	1178	26336	10034	0.099	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000042.spe	73.54	6.76	1	0.010263	-0.008542	0.009509	0.078770	44412	2.25	58	467	0	121	1536	675	2521	261398	863	2464	66	265	560	40676	228	251	200	68	206	403	312	11538	104	427	122	160	154	0	0	37	0	773	3084	0	148	115	0	17	204	1159	27367	10665	0.102	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000043.spe	74.54	6.75	1	0.010265	-0.008542	0.009509	0.078770	44695	2.52	101	463	0	102	1666	686	2516	268193	1172	2532	109	261	586	41818	220	166	125	56	177	550	163	11215	41	337	88	162	105	0	0	108	0	784	2967	59	140	110	49	0	224	1161	26226	9968	0.099	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000044.spe	75.54	6.75	1	0.010267	-0.008542	0.009509	0.078770	40552	2.32	103	396	0	125	1408	646	2247	233202	1126	2153	84	217	546	36794	234	98	136	6	154	325	89	10744	30	350	137	115	109	0	0	74	0	871	2854	132	112	97	115	23	130	914	25530	9685	0.099	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000045.spe	76.54	6.75	1	0.010267	-0.008542	0.009509	0.078770	43312	2.45	120	433	0	123	1569	609	2222	259580	1190	2198	123	237	653	38030	234	71	147	4	194	389	117	11072	31	306	138	142	85	0	0	80	0	792	2947	116	105	0	223	28	182	803	26143	9879	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000046.spe	77.54	6.75	1	0.010268	-0.008542	0.009509	0.078770	44328	2.73	104	456	0	133	1622	627	2268	268431	1245	2411	86	235	636	38299	204	197	185	8	163	414	14	11194	9	373	167	170	168	0	0	135	0	689	2962	56	61	81	198	33	223	908	26312	9969	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000047.spe	78.54	6.75	1	0.010263	-0.008542	0.009509	0.078770	43368	2.32	84	401	0	80	1579	603	2303	258383	653	2249	57	294	639	38851	281	153	265	41	212	382	199	11207	71	395	106	170	136	0	0	81	0	810	2869	0	164	146	8	0	172	1232	25982	9896	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000048.spe	79.54	6.75	1	0.010264	-0.008542	0.009552	0.078770	43874	2.41	134	481	0	165	1679	686	2432	255109	996	2496	189	287	805	42507	200	163	176	0	286	410	159	11307	61	515	82	182	50	0	0	37	0	883	3029	20	173	57	0	34	158	1231	26401	9938	0.101	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000049.spe	80.54	6.75	1	0.010264	-0.008542	0.009592	0.078770	44402	2.40	62	422	0	86	1681	683	2409	260249	888	2546	70	246	741	42593	219	141	227	72	178	362	105	11553	139	457	140	154	172	0	0	48	0	865	3114	96	129	0	0	0	190	1262	26381	10239	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000050.spe	81.54	6.75	1	0.010263	-0.008542	0.009616	0.078770	43649	2.58	155	459	0	115	1698	659	2579	251267	751	2625	116	246	752	43203	239	175	218	13	168	418	182	11471	63	343	108	149	129	0	0	76	0	829	3006	47	184	0	49	36	159	1231	26824	10256	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000051.spe	82.54	6.75	1	0.010262	-0.008542	0.009616	0.078770	44389	2.49	105	471	0	113	1742	692	2625	257739	784	2545	107	245	747	42444	249	155	184	83	234	360	55	11397	129	525	120	107	14	0	0	9	0	737	3069	0	115	0	168	0	197	1339	27466	10260	0.101	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000052.spe	83.54	6.74	1	0.010261	-0.008542	0.009616	0.078770	43716	2.64	115	486	0	117	1765	625	2500	252195	653	2371	57	269	773	41057	285	83	250	7	251	356	50	11398	116	343	162	144	107	0	0	36	0	1005	3125	0	165	125	150	0	186	1198	27600	10194	0.101	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000053.spe	84.54	6.74	1	0.010266	-0.008542	0.009616	0.078770	43451	2.40	75	453	0	136	1752	738	2517	248501	1009	2393	97	263	703	41680	241	150	179	11	218	476	180	11278	97	443	114	129	116	0	0	74	0	879	3089	160	210	0	0	22	133	1103	26652	10059	0.101	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000054.spe	85.54	6.74	1	0.010265	-0.008542	0.009616	0.078770	43124	2.37	82	485	0	190	1901	647	2782	233025	958	2702	108	241	936	45616	220	152	238	70	200	531	36	11542	68	420	117	143	151	0	0	83	0	848	3094	37	221	0	258	92	192	1097	27909	9990	0.101	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000055.spe	86.54	6.73	1	0.010262	-0.008542	0.009616	0.078770	43515	2.30	93	486	0	161	1849	674	2521	240663	751	2670	107	236	793	44525	243	224	236	137	258	518	186	11587	161	496	135	168	48	0	0	22	0	841	3062	63	240	100	0	0	177	1134	26914	10256	0.103	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000056.spe	87.54	6.74	1	0.010264	-0.008542	0.009616	0.078770	44035	2.34	104	516	0	129	1839	628	2490	247100	1017	2651	152	219	737	43730	221	186	228	77	258	457	228	11373	71	466	139	144	139	0	0	55	0	821	3077	0	95	15	0	0	164	1087	27661	10396	0.102	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000057.spe	88.54	6.74	1	0.010263	-0.008542	0.009616	0.078770	43513	2.46	106	374	0	167	1811	726	2387	249792	832	2559	107	217	772	41335	230	147	176	62	244	454	168	11026	90	555	123	140	156	0	0	74	0	905	2919	23	141	0	0	5	167	1215	27234	10052	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000058.spe	89.54	6.73	1	0.010263	-0.008542	0.009540	0.078770	43927	2.46	102	413	0	182	1847	673	2375	252283	1073	2666	141	242	796	43255	256	174	177	44	140	516	19	11090	67	456	169	169	144	0	0	61	0	892	3136	44	146	0	135	0	242	1258	26896	9776	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000059.spe	90.54	6.73	1	0.010262	-0.008542	0.009540	0.078770	44006	2.44	108	449	0	95	1801	673	2356	254458	818	2432	96	270	734	41262	224	175	265	134	259	399	81	11209	131	463	123	130	54	0	0	94	0	926	3012	44	207	7	98	0	202	1120	27276	10061	0.101	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000060.spe	91.54	6.73	1	0.010262	-0.008542	0.009540	0.078770	44707	2.57	104	429	0	134	1837	677	2283	263442	658	2628	84	179	701	41223	245	130	228	78	158	352	85	11247	15	477	107	141	183	0	0	17	0	884	3012	44	107	170	85	0	171	1118	27299	10037	0.101	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000061.spe	92.54	6.72	1	0.010266	-0.008542	0.009540	0.078770	43660	2.40	89	356	0	167	1664	596	2214	255656	938	2371	61	212	743	38996	253	146	170	90	207	425	71	11251	76	352	164	154	117	0	0	93	0	819	3008	45	135	43	0	25	227	1101	26707	9965	0.101	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000062.spe	93.54	6.72	1	0.010266	-0.008542	0.009540	0.078770	44446	2.41	133	441	0	150	1753	610	2249	260434	1054	2564	104	234	794	40780	236	109	127	0	169	385	116	11557	135	461	157	100	203	0	0	89	0	792	2978	5	162	141	36	0	170	1100	27414	10229	0.101	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000063.spe	94.54	6.72	1	0.010264	-0.008542	0.009540	0.078770	43532	2.43	101	417	0	111	1643	627	2197	256494	784	2473	82	161	746	38552	230	79	181	93	216	499	61	11132	152	328	131	147	139	0	0	55	0	878	2996	91	187	0	31	0	180	1048	26700	10265	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000064.spe	95.54	6.72	1	0.010264	-0.008542	0.009556	0.078770	44092	2.47	84	433	0	131	1706	762	1940	268696	1041	2259	53	269	777	37027	263	105	176	96	259	421	71	10844	44	354	136	151	111	0	0	56	0	865	2874	52	159	0	0	35	175	1103	25399	9934	0.099	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000065.spe	96.54	6.71	1	0.010265	-0.008542	0.009556	0.078770	42928	2.43	84	396	0	129	1666	677	2018	252218	1044	2272	110	282	655	37796	231	99	177	90	186	441	126	11068	120	363	147	156	100	0	0	21	0	877	3106	9	295	108	47	0	156	1202	26393	10155	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000066.spe	97.54	6.71	1	0.010265	-0.008542	0.009499	0.078770	44145	2.43	88	410	0	164	1733	717	2182	261298	1072	2352	81	249	722	38958	211	151	237	125	215	383	0	11340	141	217	100	169	120	0	0	75	0	830	2913	0	137	86	256	12	187	1110	27132	10122	0.101	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000067.spe	98.54	6.71	1	0.010266	-0.008542	0.009499	0.078770	44286	2.54	114	409	0	149	1772	675	1991	263308	935	2252	156	271	742	38770	250	173	213	171	189	389	147	11267	11	355	123	200	217	0	0	59	0	819	3106	72	146	30	35	24	162	966	27105	10162	0.101	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000068.spe	99.54	6.71	1	0.010266	-0.008542	0.009351	0.078770	43388	2.51	91	413	0	133	1822	737	2266	248459	904	2541	127	292	838	41102	251	104	176	41	200	385	104	11374	103	320	122	151	101	0	0	110	0	841	2951	70	149	147	118	0	160	1121	26838	9570	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000069.spe	100.54	6.70	1	0.010261	-0.008542	0.009351	0.078770	43024	2.32	129	431	0	111	1722	729	2091	245542	851	2607	52	205	770	40667	239	147	123	45	133	356	154	11170	71	399	102	142	140	0	0	20	0	864	2990	24	126	16	0	0	153	1445	27287	9806	0.100	
C:\Data\CD166_19_(2020)\CD166_19_S1\CD166_19_S1_REP1\XRF data\L000070.spe	101.54	6.70	1	0.010263	-0.008542	0.009351	0.078770	44221	2.37	106	446	0	158	1800	774	2340	258071	861	2455	143	223	789	40280	311	127	150	0	243	485	45	11615	167	277	97	133	62	0	0	52	0	903	2946	0	175	99	122	0	175	1231	27612	9853	0.102	
