C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data     06-Oct-20  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	Ga	Ge	Br	Rb	Sr	Y	Zr	Pd	Cd	I	Cs	Ba	Nd	Sm	Yb	Ta	W	Pb	Bi	Fe a*2	Fe a+b	S1	S2	S3	Mo inc	Mo coh	Dt	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000010.spe	39.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	49614	1.58	97	1052	0	13	1026	682	6781	40250	0	7785	288	827	3740	155524	308	494	447	130	76	407	1047	3973	154	915	0	0	61	0	328	182	197	116	981	2159	131	264	334	188	1198	680	1116	31432	9505	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000011.spe	40.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	49424	1.72	121	977	0	0	1175	738	6611	45739	0	7641	323	825	3294	152949	319	554	398	60	51	368	891	3812	278	874	0	0	28	0	425	140	144	240	942	2238	168	326	229	302	972	527	1391	30942	9536	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000012.spe	41.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	49269	1.59	127	1001	0	33	1205	702	6863	49111	0	7669	268	759	3644	148072	318	504	391	137	20	411	972	4675	185	806	0	0	8	0	363	130	204	165	925	2183	167	259	251	85	1073	626	1170	30780	9968	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000013.spe	42.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	49059	1.64	105	994	0	17	1268	605	6671	65868	19	6719	204	689	2823	134391	257	431	350	156	0	591	931	5780	195	627	11	0	7	0	298	141	112	171	943	2314	82	271	340	14	857	541	1093	30986	10149	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000014.spe	43.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	48508	1.69	121	931	0	19	1361	627	6687	65023	0	6571	303	675	3217	133260	344	488	409	177	29	500	820	5694	346	614	0	10	23	0	310	150	116	85	919	2449	239	251	157	291	949	541	998	30598	9877	0.108	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000015.spe	44.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	49263	1.57	115	881	0	16	1432	717	6708	70565	0	6378	163	784	11337	129329	439	455	358	60	11	455	683	5593	204	613	0	37	23	0	331	141	182	52	1061	2439	139	244	224	480	924	528	1139	29539	9842	0.108	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000016.spe	45.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	49876	1.67	120	938	0	16	1301	581	7079	65782	73	7030	183	752	5178	137345	227	459	396	119	64	496	993	5713	217	739	0	0	0	0	233	177	139	253	989	2278	148	188	320	164	896	672	854	31151	9912	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000017.spe	46.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	52991	1.70	135	1104	0	6	1290	658	7506	44280	0	8684	341	846	4805	168722	412	536	456	175	43	462	973	4747	248	715	0	0	13	0	395	134	245	131	1073	2468	171	217	396	221	1251	628	1421	31961	9989	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000018.spe	47.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	51124	1.61	118	1045	0	34	1331	538	7029	52732	0	7820	376	784	4765	152887	424	481	346	141	35	420	911	4726	100	729	53	0	48	0	326	145	153	61	997	2389	74	236	223	157	1149	617	1088	31833	9951	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000019.spe	48.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	49520	1.61	115	942	0	25	1336	677	6827	66376	0	6789	287	780	3734	137439	391	536	361	106	0	465	658	5437	247	635	0	0	49	0	303	155	172	127	984	2361	109	284	281	337	1044	543	817	30358	9996	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000020.spe	49.75	8.03	1	0.010267	-0.009931	0.009900	0.077115	51207	1.71	176	1094	0	20	1319	551	7165	46929	0	8387	288	907	4272	161456	324	488	398	102	0	450	990	4589	250	898	5	0	53	0	391	140	196	145	959	2351	127	100	352	291	1200	660	1205	30209	10052	0.108	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000021.spe	50.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	55194	1.66	129	1053	0	29	1399	595	7705	44106	0	9188	283	997	4768	178728	405	596	445	134	41	514	1160	4358	237	837	0	0	20	0	406	149	212	179	1003	2565	211	259	434	101	1357	723	974	33142	10367	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000022.spe	51.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	55024	1.70	114	1077	0	0	1439	678	7626	37033	0	9309	353	1037	7066	181905	422	613	509	118	111	509	1011	4166	232	948	0	0	21	0	337	139	232	157	1099	2268	98	184	355	66	1304	701	1132	32292	10420	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000023.spe	52.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	55455	1.73	150	1053	0	22	1365	640	7613	32702	0	9647	344	944	8407	186620	449	614	552	156	131	514	1088	4025	152	907	0	0	0	0	433	155	272	119	1111	2505	168	178	433	171	1451	721	1209	32225	10246	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000024.spe	53.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	55061	1.64	170	1064	0	0	1441	645	7949	31472	0	9729	426	989	4097	188094	390	549	423	116	66	562	1042	4168	154	832	0	0	8	0	438	185	191	115	1105	2414	198	198	517	262	1552	682	861	32589	9922	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000025.spe	54.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	55062	1.80	147	978	0	14	1448	638	7475	36927	0	9445	333	979	4419	184392	324	512	489	154	41	529	1053	5040	162	683	0	0	0	0	462	174	236	180	1078	2556	180	188	499	97	1468	656	1064	32289	10268	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000026.spe	55.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	56851	1.69	151	1093	0	55	1425	564	7673	34843	0	9852	489	978	4324	193139	383	547	527	90	52	546	1108	3996	180	930	5	0	58	0	462	206	265	154	1180	2426	232	259	471	55	1390	802	1254	32949	10600	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000027.spe	56.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	57515	1.73	116	1079	0	30	1459	607	7706	31424	29	10066	441	1062	4667	199268	392	593	490	140	0	526	971	3614	207	890	0	0	0	0	507	175	295	139	1160	2522	196	227	485	429	1287	885	1757	33563	10040	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000028.spe	57.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	55541	1.68	128	988	0	31	1528	625	7286	36377	0	9595	287	1043	7271	181437	452	626	442	75	0	436	968	4083	254	1012	0	0	21	0	361	187	202	156	1145	2430	71	204	357	200	1340	691	1554	33178	10483	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000029.spe	58.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	55157	1.77	131	1060	0	24	1451	570	7576	34291	8	9748	432	1038	5349	179650	393	472	391	7	0	472	1262	4647	240	972	22	0	49	0	460	190	215	143	1112	2453	26	230	408	57	1301	674	1158	33096	10625	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000030.spe	59.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	56246	1.77	151	1103	0	4	1409	606	7928	31800	0	10090	332	1058	3988	188182	420	635	539	189	0	619	1133	4508	236	897	0	0	0	0	394	221	229	0	1008	2700	168	329	457	25	1419	707	1052	33920	10727	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000031.spe	60.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	58086	1.72	147	1109	0	53	1423	673	7891	26760	0	10280	473	1008	6071	200409	413	629	504	193	62	419	1060	3524	121	1087	0	0	20	0	538	185	280	218	1136	2298	113	222	617	424	1420	767	1749	34699	10396	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000032.spe	61.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	59227	1.88	141	1172	0	27	1499	654	7859	29578	0	10413	307	1031	4904	202573	414	611	468	213	50	613	1255	3553	330	1080	0	0	58	0	489	210	243	216	1117	2463	211	247	437	147	1327	805	1468	35416	10815	0.116	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000033.spe	62.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	62844	1.80	174	1340	0	15	1539	632	8626	33824	0	11050	380	1063	4489	216078	406	614	454	124	75	619	1238	4099	206	1103	0	0	0	0	553	180	262	256	1156	2532	236	291	385	362	1659	781	1097	37100	11460	0.118	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000034.spe	63.75	8.02	1	0.010267	-0.009931	0.009900	0.077115	63077	1.81	163	1330	0	36	1594	639	8853	42399	0	10725	382	1041	5626	210544	422	668	483	114	97	609	1262	4240	220	991	0	0	0	0	546	158	263	212	1224	2666	153	267	533	252	1476	733	1481	37525	11232	0.117	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000035.spe	64.75	8.01	1	0.010267	-0.009931	0.009900	0.077115	58665	1.83	105	1121	0	34	1504	601	7792	40294	0	9811	475	1017	5030	197093	337	596	418	294	74	530	1014	3542	144	988	0	0	0	0	488	198	210	203	1083	2398	125	268	518	223	1343	752	1288	34103	10484	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000036.spe	65.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	56955	1.74	140	1110	0	17	1381	610	7700	37810	0	9713	462	1020	4584	191824	327	567	487	83	0	589	962	3718	115	966	32	0	25	0	389	155	216	165	1082	2419	132	206	309	559	1375	710	1278	33817	10279	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000037.spe	66.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	55802	1.69	126	953	0	14	1454	603	6980	45561	0	9130	527	1024	5888	179232	377	642	400	90	0	557	1074	4224	274	857	0	0	11	0	336	188	218	233	1129	2513	159	230	376	135	1230	748	1427	33587	10408	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000038.spe	67.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	55783	1.73	132	1055	0	8	1440	608	7413	32004	0	9320	437	986	6344	186452	316	643	491	117	54	486	876	4421	185	905	0	0	0	0	452	184	272	268	1154	2518	157	218	352	421	1404	705	1183	33315	10149	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000039.spe	68.75	7.97	1	0.010267	-0.009931	0.009900	0.077115	55601	1.73	164	1069	0	32	1399	533	7344	37910	0	9532	331	948	6124	181154	443	572	435	134	86	539	938	4934	228	1034	9	0	44	0	419	170	236	101	1049	2574	98	194	334	372	1414	778	1047	32134	10343	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000040.spe	69.75	7.97	1	0.010267	-0.009931	0.009900	0.077115	56477	1.82	123	1100	0	26	1489	538	7263	43976	0	9321	358	1039	11673	176269	713	630	501	37	87	573	906	5415	161	880	0	0	70	0	377	179	226	43	1081	2487	144	223	507	313	1401	619	1007	33406	10382	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000041.spe	70.75	7.97	1	0.010267	-0.009931	0.009900	0.077115	55796	1.61	156	970	0	5	1499	590	6910	67047	0	8368	261	915	4989	166192	371	571	449	149	101	507	979	5824	171	860	0	8	35	0	384	182	178	155	1061	2537	191	141	304	78	1108	702	1276	32144	10729	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000042.spe	71.75	7.96	1	0.010267	-0.009931	0.009900	0.077115	53898	1.73	140	1027	0	39	1474	517	6687	63207	0	7881	383	847	8850	156379	551	543	346	97	65	546	821	5771	280	771	40	0	12	0	238	141	164	54	1148	2468	96	190	356	367	1278	656	1138	31946	10674	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000043.spe	72.75	7.97	1	0.010267	-0.009931	0.009900	0.077115	54586	1.65	122	953	0	30	1442	548	7005	48741	0	8588	358	844	4554	171459	424	532	477	180	29	592	861	5213	129	879	16	0	12	0	357	170	183	197	1109	2454	213	245	416	294	1282	756	1139	32818	10471	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000044.spe	73.75	7.97	1	0.010267	-0.009931	0.009900	0.077115	57412	1.75	149	1055	0	40	1398	548	7461	29144	0	10185	429	980	6220	196626	426	588	548	279	0	515	1236	3830	131	948	0	0	33	0	414	202	233	149	1161	2499	94	225	460	0	1461	763	1240	33993	10610	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000045.spe	74.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	57232	1.73	148	1169	0	34	1422	492	7464	24572	0	10516	551	1128	4801	198698	427	643	503	203	38	504	1041	3451	281	918	12	0	37	0	479	180	242	36	978	2497	176	199	441	373	1420	722	1748	34409	10508	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000046.spe	75.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	57526	1.64	141	1139	0	35	1412	622	7518	21136	0	10977	479	1029	4371	202832	403	568	400	213	0	572	1057	3412	274	1061	0	0	0	0	496	238	189	107	1078	2484	195	249	442	384	1379	847	1566	34494	10730	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000047.spe	76.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	56568	1.79	144	1119	0	37	1394	517	7397	26998	0	10116	416	1013	3767	194059	452	628	524	171	93	597	990	3637	213	991	17	0	31	0	435	209	253	54	1077	2634	149	278	459	357	1424	709	1188	34092	10221	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000048.spe	77.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	56686	1.74	123	1129	0	0	1407	478	7256	27734	0	9854	414	1062	3584	194862	373	633	557	108	0	569	1091	3764	205	954	0	0	34	0	441	194	215	151	1080	2530	200	224	345	149	1371	845	1294	34688	10577	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000049.spe	78.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	56525	1.83	112	1078	0	15	1449	635	7400	28366	0	10191	400	1036	3617	194609	397	563	444	68	107	511	1084	4041	161	1015	0	0	0	0	425	136	239	85	1198	2458	184	230	499	298	1318	761	1333	33299	10308	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000050.spe	79.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	54591	1.76	143	962	0	18	1519	575	7228	56654	16	8627	315	871	2828	164520	359	520	490	54	54	542	830	5173	318	697	9	0	21	0	374	161	143	120	1117	2503	46	194	498	386	1114	661	1184	33505	10377	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000051.spe	80.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	54399	1.73	136	1028	0	39	1435	588	7236	59049	0	8432	347	902	2869	162211	401	572	503	167	17	565	841	5413	197	834	21	0	21	0	316	175	173	43	1042	2522	130	287	323	322	1229	629	960	32946	10298	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000052.spe	81.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	54870	1.63	134	1098	0	14	1412	583	6983	55468	0	8694	364	886	4139	165178	456	588	383	128	0	608	1018	4912	111	841	22	0	55	0	379	161	206	0	1079	2580	107	140	339	267	1093	638	1176	33528	10609	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000053.spe	82.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	55823	1.77	151	1087	0	22	1430	607	7047	38242	0	9907	380	1087	3305	184440	354	580	456	51	0	596	1046	4406	141	764	0	0	48	0	444	195	220	174	1161	2446	179	263	327	99	1209	772	1328	33631	10068	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000054.spe	83.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	54925	1.64	121	1151	0	40	1478	545	6925	50621	0	9457	355	882	3212	172933	395	479	394	151	0	526	939	5205	273	787	0	6	46	0	365	148	185	75	1069	2532	62	169	417	190	1109	669	1349	32975	10600	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000055.spe	84.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	53993	1.65	142	1034	0	7	1470	618	6551	63739	0	8663	266	923	2851	158613	309	482	443	127	15	606	916	5450	149	866	5	0	39	0	305	136	160	144	1161	2517	81	284	313	145	1099	676	1219	32894	10475	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000056.spe	85.75	7.99	1	0.010267	-0.009931	0.009900	0.077115	55019	1.69	169	1133	0	10	1406	575	6942	54531	0	9218	348	1000	3182	170902	418	646	524	186	0	578	867	5255	171	638	14	0	68	0	374	178	228	170	1114	2477	288	276	104	214	1321	702	963	33098	10269	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000057.spe	86.75	7.99	1	0.010267	-0.009931	0.009900	0.077115	54290	1.68	148	1071	0	16	1389	557	6776	51648	0	9572	319	975	3191	169632	381	626	456	131	25	613	696	5262	266	807	0	0	18	0	330	172	151	175	1024	2455	118	217	379	358	1267	596	1161	32339	10438	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000058.spe	87.75	7.99	1	0.010267	-0.009931	0.009900	0.077115	53561	1.69	90	1016	0	10	1403	598	6635	57825	0	8785	298	909	2833	162694	353	514	485	102	0	448	861	5108	236	838	0	0	40	0	370	111	219	164	1197	2508	108	258	427	256	1196	783	1244	32434	10133	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000059.spe	88.75	7.99	1	0.010267	-0.009931	0.009900	0.077115	53495	1.68	143	980	0	0	1415	599	6553	47746	0	9234	393	858	2944	173275	296	517	334	120	69	485	965	4496	163	797	0	0	0	0	323	152	137	233	1127	2357	198	198	475	70	1218	713	1177	31398	9773	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000060.spe	89.75	7.99	1	0.010267	-0.009931	0.009900	0.077115	53819	1.70	125	978	0	0	1279	537	6764	38270	0	9530	300	929	3273	176909	367	629	433	137	36	515	897	4618	149	864	47	0	0	0	362	161	218	154	1165	2440	108	227	451	248	1084	709	1537	32810	10027	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000061.spe	90.75	8.00	1	0.010267	-0.009931	0.009900	0.077115	54696	1.75	159	1032	0	0	1441	506	7071	38109	0	9478	380	887	3494	180498	427	589	486	193	32	561	830	4507	203	919	28	0	23	0	394	170	199	85	1039	2410	159	289	320	338	1116	782	1315	33208	10293	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000062.spe	91.75	8.01	1	0.010267	-0.009931	0.009900	0.077115	53181	1.72	113	967	0	4	1346	667	6623	39509	42	9542	394	1034	4986	172756	397	663	332	105	0	506	908	4640	222	861	16	9	70	0	373	169	249	217	1030	2279	231	223	327	201	1384	689	1014	31878	10166	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000063.spe	92.75	8.01	1	0.010267	-0.009931	0.009900	0.077115	54985	1.72	83	959	0	22	1444	578	6682	48096	0	9179	381	875	9355	171472	445	616	378	96	0	495	926	5170	147	799	9	0	9	0	390	125	275	176	1094	2566	228	216	301	78	1297	654	1349	32333	10318	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000064.spe	93.75	8.01	1	0.010267	-0.009931	0.009900	0.077115	52816	1.63	117	959	0	18	1543	557	6869	60932	0	8409	316	834	3496	156847	317	526	442	154	62	519	877	5905	312	753	23	0	71	0	315	195	162	127	1056	2551	115	283	452	203	1188	652	1085	31431	10177	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000065.spe	94.75	8.02	1	0.010267	-0.009931	0.009900	0.077115	53490	1.59	150	895	0	40	1587	676	6434	71188	0	8149	396	851	3288	152578	329	457	399	63	0	484	919	6341	285	771	0	0	61	0	315	131	207	141	994	2414	100	168	347	98	1030	700	1307	32719	10538	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000066.spe	95.75	8.02	1	0.010267	-0.009931	0.009900	0.077115	53956	1.65	135	936	0	0	1692	630	6573	59415	0	8465	368	872	3212	161123	296	521	399	172	0	645	963	5622	248	817	0	18	38	0	301	95	236	203	1043	2516	142	185	341	45	875	650	1551	32881	10312	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP2\XRF data\L000067.spe	96.75	8.02	1	0.010267	-0.009931	0.009900	0.077115	53882	1.62	104	926	0	30	1608	601	6662	60027	0	8587	360	817	2850	160974	243	403	329	0	85	536	703	5855	41	562	13	0	72	0	329	172	192	218	1169	2460	80	228	406	275	1129	647	1090	32515	10422	0.112	
