C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2     17-Sep-20  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	Ga	Ge	Br	Rb	Sr	Y	Zr	Pd	Cd	I	Cs	Ba	Ce	Nd	Ta	W	Pb	Bi	Fe a*2	Fe a+b	S1	S2	S3	Mo inc	Mo coh	Dt	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000021.spe	45.22	6.94	1	0.010266	-0.008542	0.009670	0.078770	40212	1.77	145	1331	0	79	842	569	9829	50632	105	9208	397	306	3334	109737	81	73	576	309	209	356	899	5876	248	3036	19	0	5	0	0	235	0	1173	3301	94	223	218	0	0	331	2395	32115	10404	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000022.spe	46.22	6.94	1	0.010266	-0.008542	0.009568	0.078770	40446	1.76	147	1279	0	41	902	501	9583	59995	263	8696	355	287	3440	104825	130	125	430	337	222	325	923	6438	77	3009	41	0	0	0	0	235	0	1079	3235	36	278	93	95	104	367	2102	32894	10459	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000023.spe	47.22	6.93	1	0.010266	-0.008542	0.009568	0.078770	40290	1.87	192	1273	0	47	868	479	9647	54337	111	8547	356	351	4186	106052	77	56	614	327	261	343	901	5502	241	3232	16	0	0	0	0	187	0	1258	3210	0	143	171	95	16	253	2191	32778	10338	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000024.spe	48.22	6.93	1	0.010263	-0.008542	0.009568	0.078770	41208	1.80	183	1389	0	85	839	474	9814	49294	83	10123	342	427	3779	117871	69	98	549	337	207	326	1025	5792	304	3376	41	0	73	0	29	224	0	1159	3213	71	298	332	0	0	359	2980	32941	10558	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000025.spe	49.22	6.93	1	0.010264	-0.008542	0.009531	0.078770	42069	1.81	139	1349	0	37	971	594	9630	49161	63	10255	371	352	3549	123494	58	70	610	217	291	372	1122	5933	268	3100	0	27	76	0	62	176	0	1096	3156	0	199	307	0	0	300	2945	32623	10702	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000026.spe	50.22	6.93	1	0.010263	-0.008542	0.009544	0.078770	40757	1.85	116	1170	0	67	979	562	9737	47971	130	8728	330	361	3394	111702	108	178	574	323	216	291	973	5714	314	3460	0	13	57	0	0	231	0	1046	3257	50	231	125	52	0	347	2695	34304	10747	0.115	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000027.spe	51.22	6.92	1	0.010263	-0.008542	0.009544	0.078770	40828	1.82	186	1266	0	76	986	495	10580	46326	0	8619	219	387	3803	109933	112	130	634	328	240	368	1205	5424	231	3441	27	0	19	0	74	141	0	1123	3219	0	156	193	0	0	377	2862	34563	10619	0.116	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000028.spe	52.22	6.92	1	0.010262	-0.008542	0.009544	0.078770	40581	1.96	140	1229	0	15	951	563	10352	45279	41	8481	266	339	3689	108374	81	35	626	323	312	420	1090	5462	200	3801	0	0	81	0	0	191	0	1230	3268	77	290	0	0	0	319	2852	34408	10618	0.116	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000029.spe	53.22	6.92	1	0.010266	-0.008542	0.009544	0.078770	41483	1.87	167	1251	0	59	930	588	10155	48432	127	9051	346	338	3486	113851	8	0	595	278	278	375	959	5366	276	3530	0	0	0	0	0	171	0	1227	3279	0	175	267	159	0	419	2829	34042	10737	0.116	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000030.spe	54.22	6.92	1	0.010266	-0.008542	0.009544	0.078770	41302	1.81	176	1254	0	63	907	513	9840	48223	138	9337	393	415	3575	113716	56	71	511	346	216	361	1089	5256	185	3689	14	0	39	0	0	214	0	1145	3322	0	307	270	34	0	320	2573	34248	10553	0.116	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000031.spe	55.22	6.91	1	0.010267	-0.008542	0.009544	0.078770	40867	1.91	173	1291	0	36	861	518	10124	40359	110	10032	394	416	3523	116673	112	77	603	321	306	294	977	5395	245	3481	0	0	0	0	0	174	13	1251	3342	59	158	183	270	30	375	2464	33934	10356	0.115	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000032.spe	56.22	6.92	1	0.010262	-0.008542	0.009544	0.078770	41539	1.77	143	1307	8	69	929	565	10202	43242	61	9461	415	397	3210	118484	38	0	582	306	266	388	1109	6006	208	3534	22	0	0	0	37	207	0	1222	3226	51	249	118	78	0	274	2992	33755	10481	0.115	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000033.spe	57.22	6.90	1	0.010265	-0.008542	0.009544	0.078770	41631	1.84	167	1110	5	65	1113	465	9568	57682	239	8286	351	357	3314	108168	141	130	605	277	185	380	1038	5831	206	3506	33	26	74	0	46	154	25	1271	3375	8	245	244	16	0	321	2715	35504	10831	0.116	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000034.spe	58.22	6.90	1	0.010266	-0.008542	0.009544	0.078770	41302	1.77	149	1163	0	49	1134	584	9623	60887	235	8122	366	308	3319	105439	92	99	622	260	330	431	1064	5773	346	3180	19	13	76	0	0	129	7	1271	3293	18	231	110	0	0	367	2383	34174	10451	0.116	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000035.spe	59.22	6.90	1	0.010266	-0.008542	0.009544	0.078770	40720	1.92	159	1072	0	44	1072	546	8928	66580	249	7981	298	327	2991	103288	107	88	546	263	229	439	819	5967	249	2862	0	0	0	0	0	187	0	1140	3233	44	257	191	69	17	302	2345	33917	10641	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000036.spe	60.22	6.90	1	0.010267	-0.008542	0.009544	0.078770	41283	2.01	178	1131	12	51	1157	627	8921	63310	283	9396	355	359	3135	111205	86	16	507	190	213	407	953	5678	334	3039	13	27	67	0	0	202	0	1204	3163	6	238	185	64	0	388	2428	33241	10041	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000037.spe	61.22	6.90	1	0.010262	-0.008542	0.009544	0.078770	39963	1.85	140	1195	0	69	849	571	9294	57531	40	8984	319	378	2893	110807	66	93	536	297	311	394	836	5746	293	3208	27	14	30	0	0	216	0	1115	2991	0	203	0	159	0	239	2864	31327	10175	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000038.spe	62.22	6.91	1	0.010262	-0.008542	0.009544	0.078770	42217	1.82	180	1286	6	38	867	605	9523	55267	106	10274	404	429	3338	125023	48	8	631	290	216	324	1067	5797	196	3262	0	19	14	0	62	182	0	1164	3165	6	131	317	0	0	369	3219	31763	10515	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000039.spe	63.22	6.91	1	0.010262	-0.008542	0.009544	0.078770	42317	1.87	129	1225	0	63	866	610	9413	54252	28	10860	443	440	3505	129732	123	120	526	385	203	281	940	5852	236	3177	11	0	54	0	24	219	0	1013	3067	64	162	271	76	0	429	3551	31146	10116	0.110	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000040.spe	64.22	6.90	1	0.010261	-0.008542	0.009544	0.078770	41940	1.96	168	1161	0	71	892	556	8963	68387	98	9800	460	313	3037	114946	116	164	521	288	329	283	940	5851	322	3154	28	0	0	0	0	154	4	998	3068	0	179	197	0	0	339	3239	32538	10652	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000041.spe	65.22	6.89	1	0.010261	-0.008542	0.009544	0.078770	41851	2.08	109	1199	0	40	836	510	9139	64069	23	10268	389	373	3108	117487	140	50	493	314	203	347	809	5660	222	2940	0	6	111	0	47	121	0	1088	3169	49	205	194	5	0	310	3095	32171	10533	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000042.spe	66.22	6.90	1	0.010266	-0.008542	0.009544	0.078770	41636	1.85	166	1238	0	27	964	568	9191	66728	142	9967	479	315	3304	115412	143	68	527	236	275	286	775	5715	240	2838	10	0	53	0	0	206	0	1091	3257	49	226	168	87	0	269	2749	32154	10446	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000043.spe	67.22	6.90	1	0.010264	-0.008542	0.009544	0.078770	42513	1.88	175	1270	0	61	944	582	9387	68055	83	10635	455	369	3463	127259	67	24	590	290	276	406	879	5613	165	2844	8	0	29	0	60	237	0	1049	3068	80	184	219	56	0	363	3409	30218	9948	0.108	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000044.spe	68.22	6.89	1	0.010265	-0.008542	0.009522	0.078770	43187	1.97	181	1353	0	48	846	605	9385	64545	149	11521	484	462	3361	137480	134	18	591	192	206	229	891	5849	259	2772	0	0	50	0	0	184	0	1141	3176	116	100	169	0	0	351	3534	29795	10037	0.107	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000045.spe	69.22	6.89	1	0.010265	-0.008542	0.009557	0.078770	43236	1.99	193	1262	0	51	812	577	9134	58670	20	11787	611	632	3238	143750	58	114	576	242	241	284	802	5515	122	2857	17	0	101	0	0	191	0	1014	3020	16	182	104	0	0	445	3656	28819	9731	0.106	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000046.spe	70.22	6.88	1	0.010266	-0.008542	0.009557	0.078770	42293	1.90	161	1247	0	62	781	537	8744	60529	87	11352	450	421	3159	130720	75	38	525	237	186	297	799	5953	246	2804	21	0	24	0	0	228	0	971	2909	40	259	162	75	0	385	3030	30075	10251	0.108	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000047.spe	71.22	6.87	1	0.010266	-0.008542	0.009597	0.078770	41165	1.92	215	1278	0	45	909	563	8948	58347	97	10537	378	401	3049	117742	79	62	505	284	224	259	934	5742	227	3024	9	7	0	0	0	234	0	1169	3070	0	178	201	0	0	312	2753	31441	10085	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000048.spe	72.22	6.88	1	0.010262	-0.008542	0.009597	0.078770	40672	1.84	163	1309	0	38	829	480	9185	57223	46	10104	316	422	2935	114478	28	100	537	320	279	362	699	5603	312	2941	29	0	108	0	27	162	9	1077	3066	11	188	107	232	24	321	2777	31782	10346	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000049.spe	73.22	6.88	1	0.010262	-0.008542	0.009662	0.078770	41263	1.82	141	1249	0	81	899	543	8986	59351	125	10321	403	356	3027	116622	162	97	593	257	141	239	960	5811	206	3172	24	23	60	0	29	207	0	1064	3228	0	133	184	0	0	330	3249	31850	10246	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000050.spe	74.22	6.88	1	0.010264	-0.008542	0.009662	0.078770	41394	1.83	176	1250	9	44	815	601	9546	53353	117	10659	379	370	3093	119951	67	61	669	292	314	352	1046	5751	258	3416	0	0	63	0	0	279	0	1144	3121	47	246	245	62	0	263	2925	31584	10536	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000051.spe	75.22	6.89	1	0.010266	-0.008542	0.009684	0.078770	41340	1.79	218	1269	43	39	855	600	9793	50069	137	10358	443	417	3136	119835	47	115	578	253	203	420	1015	5705	340	3291	6	0	28	0	31	167	46	1149	3181	67	288	182	161	0	367	2700	32613	10505	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000052.spe	76.22	6.88	1	0.010264	-0.008542	0.009684	0.078770	41731	1.88	162	1342	0	31	753	573	9580	48232	123	11079	420	438	3312	124887	93	60	557	398	252	345	818	5889	279	3268	11	0	58	0	16	183	0	1118	3212	83	247	154	206	0	340	3105	31848	10470	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000053.spe	77.22	6.89	1	0.010264	-0.008542	0.009657	0.078770	41017	1.89	150	1320	0	84	810	560	9629	50726	174	10398	384	350	3172	119932	98	89	505	320	156	286	872	5707	226	3291	20	0	0	0	25	175	0	1100	3189	10	191	11	97	0	372	2988	31369	10364	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000054.spe	78.22	6.89	1	0.010263	-0.008542	0.009657	0.078770	41644	1.86	131	1324	0	62	783	633	9327	48129	0	11886	443	461	3277	131185	96	40	494	272	287	316	826	6160	316	3106	0	0	88	0	0	323	0	1023	2980	0	215	364	31	0	338	3571	30778	10047	0.109	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000055.spe	79.22	6.89	1	0.010263	-0.008542	0.009657	0.078770	42745	1.96	146	1319	19	13	743	580	9443	42501	0	13106	513	433	3313	145048	126	134	598	293	255	322	1020	6548	204	3012	0	0	87	0	0	333	0	1086	3172	0	193	341	0	13	397	3544	29781	10025	0.108	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000056.spe	80.22	6.88	1	0.010262	-0.008542	0.009657	0.078770	43469	2.06	210	1313	0	21	724	678	9296	40349	42	14461	684	511	3898	155596	154	167	513	377	203	274	750	6307	191	3112	0	0	92	0	102	206	22	960	3059	85	228	245	154	0	433	4032	28675	9771	0.106	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000057.spe	81.22	6.88	1	0.010262	-0.008542	0.009684	0.078770	47074	2.08	197	1409	24	32	749	587	8927	40730	15	18283	781	615	3401	184325	43	179	585	220	283	213	671	6283	210	2903	0	0	41	0	42	251	4	999	2936	0	254	291	243	0	520	4665	28301	9889	0.106	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000058.spe	82.22	6.87	1	0.010262	-0.008542	0.009684	0.078770	47215	2.13	128	1269	0	68	769	566	8546	60689	72	15410	634	570	3563	168173	103	94	649	271	252	219	980	6388	133	3002	7	8	83	0	150	193	0	1105	3025	108	194	215	0	0	458	4382	30276	10353	0.108	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000059.spe	83.22	6.86	1	0.010267	-0.008542	0.009684	0.078770	40836	1.99	167	1068	0	83	851	551	8442	81469	335	8937	405	321	3611	107002	112	77	606	273	311	328	794	5452	248	2711	76	0	0	0	0	198	0	1093	3068	4	152	96	38	155	270	2018	31165	10026	0.108	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000060.spe	84.22	6.87	1	0.010267	-0.008542	0.009684	0.078770	41457	1.94	170	1187	0	58	724	574	8183	68267	335	11888	494	379	3185	126818	122	99	514	268	234	382	607	5800	193	2501	0	10	20	0	0	183	7	938	3022	0	114	265	139	121	401	2424	28759	9724	0.105	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000061.spe	85.22	6.87	1	0.010267	-0.008542	0.009684	0.078770	42881	2.04	129	1307	0	27	691	605	8612	57064	73	13111	554	550	2825	143887	109	76	545	296	231	305	652	6511	280	2876	0	0	0	0	0	190	0	941	3023	32	239	239	77	81	480	2854	28476	10030	0.106	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000062.spe	86.22	6.87	1	0.010263	-0.008542	0.009684	0.078770	43485	1.91	164	1294	0	57	769	616	8618	54984	24	13946	574	556	2971	148944	128	147	551	298	258	215	639	6506	224	2738	0	0	60	0	171	187	0	943	3010	12	170	71	176	0	420	3875	28157	9798	0.105	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000063.spe	87.22	6.87	1	0.010265	-0.008542	0.009684	0.078770	43890	1.91	148	1369	0	16	643	588	8363	53178	98	13989	583	653	3140	154560	90	118	565	283	172	273	697	6709	235	2806	0	0	63	0	44	168	0	934	3033	105	194	144	113	47	457	3504	28717	9662	0.105	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000064.spe	88.22	6.87	1	0.010264	-0.008542	0.009703	0.078770	44102	1.98	137	1346	0	49	689	601	8949	49026	84	14461	697	564	3802	158272	111	151	544	195	226	271	887	6668	268	2699	0	0	69	0	117	206	33	945	2927	31	193	258	0	0	491	3919	28207	9790	0.105	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000065.spe	89.22	6.86	1	0.010265	-0.008542	0.009703	0.078770	45677	2.05	190	1403	0	22	647	595	8317	51373	60	15877	752	550	3852	172441	149	160	596	345	295	216	647	6483	338	2767	0	0	20	0	120	225	0	922	2878	0	158	163	224	25	556	3963	27376	9652	0.104	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000066.spe	90.22	6.86	1	0.010265	-0.008542	0.009732	0.078770	47034	2.04	190	1380	24	58	684	655	7803	52471	156	18089	778	649	3410	183888	146	48	563	213	219	319	616	6641	355	2629	0	0	75	0	0	278	0	955	2846	0	210	356	164	56	492	4205	27627	9736	0.103	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000067.spe	91.22	6.86	1	0.010265	-0.008542	0.009732	0.078770	47587	2.02	214	1259	44	62	671	623	7714	51934	176	18178	940	647	3382	188273	94	89	596	257	195	197	680	6680	279	2723	0	0	28	0	117	244	0	941	2856	15	251	379	69	164	540	4153	27190	9717	0.104	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000068.spe	92.22	6.86	1	0.010265	-0.008542	0.009753	0.078770	47510	2.04	150	1283	0	43	670	598	7961	52831	223	18418	701	581	3656	183468	112	149	555	339	206	261	700	6794	282	2710	0	0	37	0	123	217	0	826	2896	91	146	264	92	130	548	3907	28163	9764	0.105	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000069.spe	93.22	6.85	1	0.010263	-0.008542	0.009753	0.078770	44802	1.91	209	1367	0	55	643	586	8325	59499	56	14421	648	563	3035	156922	156	35	586	287	208	334	806	7127	197	2725	0	19	95	0	47	173	0	935	3058	0	171	252	0	0	431	3822	28303	10028	0.105	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000070.spe	94.22	6.84	1	0.010263	-0.008542	0.009753	0.078770	44012	1.95	194	1346	0	53	665	590	8467	62487	0	13482	668	477	3117	146786	151	36	560	348	319	287	678	6956	298	2658	12	7	55	0	87	163	28	967	2952	132	267	223	196	60	452	3364	29674	10114	0.107	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2\XRF data\L000071.spe	95.22	6.83	1	0.010265	-0.008542	0.009753	0.078770	43214	1.93	215	1359	0	49	687	659	8624	60368	174	13220	548	497	2997	143390	41	125	544	324	257	184	833	6850	271	2558	0	0	7	0	0	216	0	946	2937	0	206	157	0	6	486	3172	29159	10105	0.106	
