x Distance [mm]	Height [cm]
 56.925 	 6.899 
 57.115 	 6.896 
 57.305 	 6.898 
 57.490 	 6.895 
 57.680 	 6.898 
 57.865 	 6.896 
 58.055 	 6.900 
 58.245 	 6.902 
 58.430 	 6.897 
 58.620 	 6.890 
 58.805 	 6.898 
 58.995 	 6.903 
 59.185 	 6.900 
 59.370 	 6.904 
 59.560 	 6.903 
 59.745 	 6.899 
 59.935 	 6.899 
 60.125 	 6.901 
 60.310 	 6.904 
 60.500 	 6.904 
 60.685 	 6.903 
 60.875 	 6.899 
 61.065 	 6.903 
 61.250 	 6.906 
 61.440 	 6.903 
 61.625 	 6.914 
 61.815 	 6.916 
 62.005 	 6.917 
 62.190 	 6.914 
 62.380 	 6.912 
 62.565 	 6.909 
 62.755 	 6.909 
 62.945 	 6.911 
 63.130 	 6.910 
 63.320 	 6.904 
 63.505 	 6.907 
 63.695 	 6.907 
 63.885 	 6.901 
 64.070 	 6.895 
 64.260 	 6.892 
 64.445 	 6.890 
 64.635 	 6.891 
 64.825 	 6.893 
 65.010 	 6.890 
 65.200 	 6.890 
 65.385 	 6.891 
 65.575 	 6.895 
 65.765 	 6.895 
 65.950 	 6.897 
 66.140 	 6.897 
 66.325 	 6.891 
 66.515 	 6.897 
 66.705 	 6.897 
 66.890 	 6.896 
 67.080 	 6.900 
 67.265 	 6.902 
 67.455 	 6.898 
 67.645 	 6.893 
 67.830 	 6.892 
 68.020 	 6.893 
 68.205 	 6.891 
 68.395 	 6.890 
 68.585 	 6.886 
 68.770 	 6.890 
 68.960 	 6.888 
 69.145 	 6.885 
 69.335 	 6.886 
 69.525 	 6.888 
 69.710 	 6.883 
 69.900 	 6.887 
 70.085 	 6.881 
 70.275 	 6.883 
 70.465 	 6.877 
 70.650 	 6.878 
 70.840 	 6.874 
 71.025 	 6.869 
 71.215 	 6.879 
 71.405 	 6.875 
 71.590 	 6.875 
 71.780 	 6.875 
 71.965 	 6.877 
 72.155 	 6.878 
 72.345 	 6.877 
 72.530 	 6.880 
 72.720 	 6.881 
 72.905 	 6.883 
 73.095 	 6.881 
 73.285 	 6.885 
 73.470 	 6.887 
 73.660 	 6.887 
 73.845 	 6.881 
 74.035 	 6.885 
 74.225 	 6.886 
 74.410 	 6.888 
 74.600 	 6.881 
 74.785 	 6.878 
 74.975 	 6.888 
 75.165 	 6.890 
 75.350 	 6.883 
 75.540 	 6.888 
 75.725 	 6.883 
 75.915 	 6.880 
 76.105 	 6.881 
 76.290 	 6.885 
 76.480 	 6.886 
 76.665 	 6.888 
 76.855 	 6.885 
 77.045 	 6.887 
 77.230 	 6.886 
 77.420 	 6.880 
 77.605 	 6.882 
 77.795 	 6.885 
 77.985 	 6.886 
 78.170 	 6.890 
 78.360 	 6.890 
 78.545 	 6.890 
 78.735 	 6.891 
 78.925 	 6.895 
 79.110 	 6.892 
 79.300 	 6.885 
 79.485 	 6.883 
 79.675 	 6.882 
 79.865 	 6.879 
 80.050 	 6.877 
 80.240 	 6.887 
 80.425 	 6.882 
 80.615 	 6.885 
 80.805 	 6.885 
 80.990 	 6.882 
 81.180 	 6.877 
 81.365 	 6.880 
 81.555 	 6.878 
 81.745 	 6.873 
 81.930 	 6.866 
 82.120 	 6.869 
 82.305 	 6.864 
 82.495 	 6.860 
 82.685 	 6.860 
 82.870 	 6.860 
 83.060 	 6.862 
 83.245 	 6.868 
 83.435 	 6.872 
 83.625 	 6.877 
 83.810 	 6.877 
 84.000 	 6.873 
 84.185 	 6.876 
 84.375 	 6.872 
 84.565 	 6.874 
 84.750 	 6.873 
 84.940 	 6.877 
 85.125 	 6.871 
 85.315 	 6.875 
 85.505 	 6.875 
 85.690 	 6.873 
 85.880 	 6.872 
 86.065 	 6.875 
 86.255 	 6.875 
 86.445 	 6.875 
 86.630 	 6.877 
 86.820 	 6.878 
 87.005 	 6.873 
 87.195 	 6.868 
 87.385 	 6.867 
 87.570 	 6.870 
 87.760 	 6.869 
 87.945 	 6.865 
 88.135 	 6.863 
 88.325 	 6.860 
 88.510 	 6.857 
 88.700 	 6.853 
 88.885 	 6.859 
 89.075 	 6.864 
 89.265 	 6.860 
 89.450 	 6.862 
 89.640 	 6.862 
 89.825 	 6.860 
 90.015 	 6.865 
 90.205 	 6.865 
 90.390 	 6.863 
 90.580 	 6.858 
 90.765 	 6.855 
 90.955 	 6.858 
 91.145 	 6.858 
 91.330 	 6.854 
 91.520 	 6.856 
 91.705 	 6.860 
 91.895 	 6.860 
 92.085 	 6.860 
 92.270 	 6.857 
 92.460 	 6.854 
 92.645 	 6.858 
 92.835 	 6.851 
 93.025 	 6.841 
 93.210 	 6.838 
 93.400 	 6.846 
 93.585 	 6.844 
 93.775 	 6.838 
 93.965 	 6.834 
 94.150 	 6.834 
 94.340 	 6.839 
 94.525 	 6.836 
 94.715 	 6.833 
 94.905 	 6.826 
 95.090 	 6.830 
 95.280 	 6.834 
 95.465 	 6.833 
 95.655 	 6.838 
 95.845 	 6.837 
 96.030 	 6.831 
 96.220 	 6.831 
 96.405 	 6.834 
 96.595 	 6.841 
 96.785 	 6.841 
 96.970 	 6.839 
 97.160 	 6.836 
 97.345 	 6.836 
 97.535 	 6.836 
 97.725 	 6.836 
 97.910 	 6.836 
 98.100 	 6.834 
 98.285 	 6.831 
 98.475 	 6.831 
 98.665 	 6.825 
 98.850 	 6.824 
 99.040 	 6.824 
 99.225 	 6.819 
 99.415 	 6.813 
 99.605 	 6.812 
 99.790 	 6.810 
 99.980 	 6.800 
 100.165 	 6.800 
 100.355 	 6.800 
 100.545 	 6.792 
 100.730 	 6.790 
 100.920 	 6.792 
 101.105 	 6.792 
 101.295 	 6.792 
 101.485 	 6.792 
 101.670 	 6.792 
 101.860 	 6.792 
 102.045 	 6.790 
 102.235 	 6.787 
 102.425 	 6.787 
 102.610 	 6.789 
 102.800 	 6.790 
 102.985 	 6.789 
 103.175 	 6.792 
 103.365 	 6.790 
 103.550 	 6.789 
 103.740 	 6.792 
 103.925 	 6.792 
 104.115 	 6.794 
 104.305 	 6.795 
 104.490 	 6.792 
 104.680 	 6.792 
 104.865 	 6.794 
 105.055 	 6.796 
 105.245 	 6.790 
 105.430 	 6.787 
 105.620 	 6.789 
 105.805 	 6.792 
 105.995 	 6.792 
 106.185 	 6.790 
 106.370 	 6.783 
 106.560 	 6.777 
 106.745 	 6.777 
 106.935 	 6.775 
 107.125 	 6.771 
 107.310 	 6.764 
 107.500 	 6.756 
 107.685 	 6.753 
 107.875 	 6.751 
 108.065 	 6.748 
 108.250 	 6.746 
 108.440 	 6.741 
 108.625 	 6.738 
 108.815 	 6.738 
 109.005 	 6.738 
 109.190 	 6.738 
 109.380 	 6.740 
 109.565 	 6.740 
 109.755 	 6.735 
 109.945 	 6.738 
 110.130 	 6.740 
 110.320 	 6.741 
 110.505 	 6.740 
 110.695 	 6.741 
 110.885 	 6.741 
 111.070 	 6.743 
 111.260 	 6.743 
 111.445 	 6.741 
 111.635 	 6.740 
 111.825 	 6.743 
 112.010 	 6.740 
 112.200 	 6.738 
 112.385 	 6.737 
 112.575 	 6.737 
 112.765 	 6.738 
 112.950 	 6.733 
 113.140 	 6.725 
 113.325 	 6.725 
 113.515 	 6.722 
 113.705 	 6.727 
 113.890 	 6.724 
 114.080 	 6.727 
 114.265 	 6.731 
 114.455 	 6.729 
 114.645 	 6.730 
 114.830 	 6.733 
 115.020 	 6.738 
 115.205 	 6.743 
 115.395 	 6.745 
 115.585 	 6.748 
 115.770 	 6.748 
 115.960 	 6.748 
 116.145 	 6.746 
 116.335 	 6.743 
 116.525 	 6.741 
 116.710 	 6.738 
 116.900 	 6.743 
 117.085 	 6.750 
 117.275 	 6.750 
 117.465 	 6.745 
 117.650 	 6.744 
 117.840 	 6.736 
 118.025 	 6.724 
 118.215 	 6.704 
 118.405 	 6.692 
 118.590 	 6.684 
 118.780 	 6.673 
 118.965 	 6.666 
 119.155 	 6.662 
 119.345 	 6.665 
 119.530 	 6.668 
 119.720 	 6.670 
 119.905 	 6.670 
 120.095 	 6.674 
 120.285 	 6.681 
 120.470 	 6.687 
 120.660 	 6.694 
 120.845 	 6.701 
 121.035 	 6.706 
 121.225 	 6.711 
 121.410 	 6.712 
 121.600 	 6.707 
 121.785 	 6.708 
 121.975 	 6.712 
 122.165 	 6.709 
 122.350 	 6.707 
 122.540 	 6.702 
 122.725 	 6.702 
 122.915 	 6.704 
 123.105 	 6.707 
 123.290 	 6.709 
 123.480 	 6.712 
 123.665 	 6.711 
 123.855 	 6.703 
 124.045 	 6.702 
 124.230 	 6.701 
 124.420 	 6.699 
 124.605 	 6.702 
 124.795 	 6.707 
 124.985 	 6.712 
 125.170 	 6.714 
 125.360 	 6.714 
 125.545 	 6.714 
 125.735 	 6.725 
 125.925 	 6.733 
 126.110 	 6.742 
 126.300 	 6.751 
 126.485 	 6.753 
 126.675 	 6.753 
 126.865 	 6.762 
 127.050 	 6.770 
 127.240 	 6.775 
 127.425 	 6.780 
 127.615 	 6.779 
 127.805 	 6.785 
 127.990 	 6.792 
 128.180 	 6.795 
 128.365 	 6.797 
 128.555 	 6.799 
 128.745 	 6.802 
 128.930 	 6.806 
 129.120 	 6.807 
 129.305 	 6.810 
 129.495 	 6.815 
 129.685 	 6.816 
 129.870 	 6.820 
 130.060 	 6.819 
 130.245 	 6.820 
 130.435 	 6.818 
 130.625 	 6.822 
 130.810 	 6.823 
 131.000 	 6.815 
 131.185 	 6.812 
 131.375 	 6.814 
 131.565 	 6.814 
 131.750 	 6.814 
 131.940 	 6.813 
 132.125 	 6.815 
 132.315 	 6.811 
 132.505 	 6.804 
 132.690 	 6.804 
 132.880 	 6.803 
 133.065 	 6.802 
 133.255 	 6.805 
 133.445 	 6.809 
 133.630 	 6.808 
 133.820 	 6.807 
 134.005 	 6.810 
 134.195 	 6.812 
 134.385 	 6.812 
 134.570 	 6.818 
 134.760 	 6.818 
 134.945 	 6.816 
 135.135 	 6.824 
 135.325 	 6.823 
 135.510 	 6.821 
 135.700 	 6.825 
 135.885 	 6.833 
 136.075 	 6.836 
 136.265 	 6.839 
 136.450 	 6.841 
 136.640 	 6.841 
 136.825 	 6.844 
 137.015 	 6.846 
 137.205 	 6.839 
 137.390 	 6.845 
 137.580 	 6.853 
 137.765 	 6.853 
 137.955 	 6.854 
 138.145 	 6.855 
 138.330 	 6.855 
 138.520 	 6.861 
 138.705 	 6.865 
 138.895 	 6.862 
 139.085 	 6.860 
 139.270 	 6.860 
 139.460 	 6.863 
 139.645 	 6.865 
 139.835 	 6.865 
 140.025 	 6.865 
 140.210 	 6.865 
 140.400 	 6.868 
 140.585 	 6.870 
 140.775 	 6.867 
 140.965 	 6.865 
 141.150 	 6.868 
 141.340 	 6.870 
 141.525 	 6.870 
 141.715 	 6.870 
 141.905 	 6.873 
 142.090 	 6.875 
 142.280 	 6.878 
 142.465 	 6.880 
 142.655 	 6.877 
 142.845 	 6.875 
 143.030 	 6.880 
 143.220 	 6.882 
 143.405 	 6.880 
 143.595 	 6.880 
 143.785 	 6.880 
 143.970 	 6.884 
 144.160 	 6.882 
 144.345 	 6.880 
 144.535 	 6.880 
 144.725 	 6.880 
 144.910 	 6.880 
 145.100 	 6.880 
 145.285 	 6.883 
 145.475 	 6.882 
 145.665 	 6.885 
 145.850 	 6.887 
 146.040 	 6.882 
 146.225 	 6.883 
 146.415 	 6.888 
 146.605 	 6.892 
 146.790 	 6.892 
 146.980 	 6.893 
 147.165 	 6.892 
 147.355 	 6.890 
 147.545 	 6.892 
 147.730 	 6.898 
 147.920 	 6.896 
 148.105 	 6.895 
 148.295 	 6.897 
 148.485 	 6.894 
 148.670 	 6.890 
 148.860 	 6.892 
 149.045 	 6.897 
 149.235 	 6.899 
 149.425 	 6.905 
 149.610 	 6.906 
 149.800 	 6.902 
 149.985 	 6.902 
 150.175 	 6.899 
 150.365 	 6.895 
 150.550 	 6.897 
 150.740 	 6.896 
 150.925 	 6.901 
 151.115 	 6.904 
 151.305 	 6.898 
 151.490 	 6.898 
 151.680 	 6.906 
 151.865 	 6.906 
 152.055 	 6.908 
 152.245 	 6.912 
 152.430 	 6.914 
 152.620 	 6.917 
 152.805 	 6.916 
 152.995 	 6.911 
 153.185 	 6.903 
 153.370 	 6.903 
 153.560 	 6.901 
 153.745 	 6.905 
 153.935 	 6.906 
 154.125 	 6.907 
 154.310 	 6.906 
 154.500 	 6.908 
 154.685 	 6.906 
 154.875 	 6.908 
 155.065 	 6.909 
 155.250 	 6.909 
 155.440 	 6.909 
 155.625 	 6.909 
 155.815 	 6.909 
 156.005 	 6.906 
 156.190 	 6.907 
 156.380 	 6.906 
 156.565 	 6.908 
 156.755 	 6.912 
 156.945 	 6.917 
 157.130 	 6.919 
 157.320 	 6.916 
 157.505 	 6.908 
 157.695 	 6.904 
 157.885 	 6.907 
 158.070 	 6.904 
 158.260 	 6.908 
 158.445 	 6.909 
 158.635 	 6.909 
 158.825 	 6.909 
 159.010 	 6.916 
 159.200 	 6.915 
 159.385 	 6.914 
 159.575 	 6.914 
 159.765 	 6.914 
 159.950 	 6.911 
 160.140 	 6.912 
 160.325 	 6.917 
 160.515 	 6.912 
 160.705 	 6.913 
 160.890 	 6.914 
 161.080 	 6.907 
 161.265 	 6.901 
 161.455 	 6.899 
 161.645 	 6.906 
 161.830 	 6.906 
 162.020 	 6.904 
 162.205 	 6.901 
 162.395 	 6.906 
 162.585 	 6.906 
 162.770 	 6.901 
 162.960 	 6.899 
 163.145 	 6.909 
 163.335 	 6.907 
 163.525 	 6.908 
 163.710 	 6.913 
 163.900 	 6.911 
 164.085 	 6.912 
 164.275 	 6.914 
 164.465 	 6.911 
 164.650 	 6.913 
 164.840 	 6.918 
 165.025 	 6.912 
 165.215 	 6.916 
 165.405 	 6.923 
 165.590 	 6.924 
 165.780 	 6.920 
 165.965 	 6.923 
 166.155 	 6.924 
 166.345 	 6.924 
 166.530 	 6.924 
 166.720 	 6.924 
 166.905 	 6.920 
 167.095 	 6.914 
 167.285 	 6.918 
 167.470 	 6.915 
 167.660 	 6.922 
 167.845 	 6.924 
 168.035 	 6.920 
 168.225 	 6.916 
 168.410 	 6.914 
 168.600 	 6.914 
 168.785 	 6.910 
 168.975 	 6.913 
 169.165 	 6.910 
 169.350 	 6.909 
 169.540 	 6.905 
 169.725 	 6.917 
 169.915 	 6.908 
 170.105 	 6.916 
 170.290 	 6.919 
 170.480 	 6.919 
 170.665 	 6.919 
 170.855 	 6.923 
 171.045 	 6.924 
 171.230 	 6.924 
 171.420 	 6.924 
 171.605 	 6.924 
 171.795 	 6.924 
 171.985 	 6.924 
 172.170 	 6.924 
 172.360 	 6.927 
 172.545 	 6.929 
 172.735 	 6.929 
 172.925 	 6.929 
 173.110 	 6.921 
 173.300 	 6.926 
 173.485 	 6.932 
 173.675 	 6.930 
 173.865 	 6.925 
 174.050 	 6.927 
 174.240 	 6.929 
 174.425 	 6.932 
 174.615 	 6.927 
 174.805 	 6.931 
 174.990 	 6.934 
 175.180 	 6.937 
 175.365 	 6.929 
 175.555 	 6.927 
 175.745 	 6.926 
 175.930 	 6.928 
 176.120 	 6.932 
 176.305 	 6.937 
 176.495 	 6.935 
 176.685 	 6.930 
 176.870 	 6.929 
 177.060 	 6.929 
 177.245 	 6.929 
 177.435 	 6.925 
 177.625 	 6.924 
 177.810 	 6.920 
 178.000 	 6.925 
 178.185 	 6.926 
 178.375 	 6.920 
 178.565 	 6.922 
 178.750 	 6.924 
 178.940 	 6.927 
 179.125 	 6.929 
 179.315 	 6.929 
 179.505 	 6.929 
 179.690 	 6.929 
 179.880 	 6.929 
 180.065 	 6.929 
 180.255 	 6.929 
 180.445 	 6.929 
 180.630 	 6.929 
 180.820 	 6.926 
 181.005 	 6.931 
 181.195 	 6.930 
 181.385 	 6.932 
 181.570 	 6.934 
 181.760 	 6.934 
 181.945 	 6.930 
 182.135 	 6.933 
 182.325 	 6.930 
 182.510 	 6.929 
 182.700 	 6.932 
 182.885 	 6.930 
 183.075 	 6.936 
 183.265 	 6.935 
 183.450 	 6.934 
 183.640 	 6.937 
 183.825 	 6.938 
 184.015 	 6.938 
 184.205 	 6.935 
 184.390 	 6.934 
 184.580 	 6.941 
 184.765 	 6.937 
 184.955 	 6.934 
 185.145 	 6.930 
 185.330 	 6.929 
 185.520 	 6.929 
 185.705 	 6.929 
 185.895 	 6.929 
 186.085 	 6.929 
 186.270 	 6.925 
 186.460 	 6.920 
 186.645 	 6.919 
 186.835 	 6.926 
 187.025 	 6.925 
 187.210 	 6.924 
 187.400 	 6.920 
 187.585 	 6.923 
 187.775 	 6.920 
 187.965 	 6.919 
 188.150 	 6.919 
 188.340 	 6.916 
 188.525 	 6.914 
 188.715 	 6.914 
 188.905 	 6.914 
 189.090 	 6.914 
 189.280 	 6.911 
 189.465 	 6.913 
 189.655 	 6.911 
 189.845 	 6.909 
 190.030 	 6.918 
 190.220 	 6.915 
 190.405 	 6.914 
 190.595 	 6.926 
 190.785 	 6.929 
 190.970 	 6.929 
 191.160 	 6.929 
 191.345 	 6.929 
 191.535 	 6.924 
 191.725 	 6.924 
 191.910 	 6.924 
 192.100 	 6.928 
 192.285 	 6.929 
 192.475 	 6.929 
 192.665 	 6.929 
 192.850 	 6.929 
 193.040 	 6.929 
 193.225 	 6.925 
 193.415 	 6.927 
 193.605 	 6.929 
 193.790 	 6.921 
 193.980 	 6.922 
 194.165 	 6.928 
 194.355 	 6.929 
 194.545 	 6.929 
 194.730 	 6.924 
 194.920 	 6.924 
 195.105 	 6.924 
 195.295 	 6.916 
 195.485 	 6.927 
 195.670 	 6.918 
 195.860 	 6.922 
 196.045 	 6.928 
 196.235 	 6.921 
 196.425 	 6.923 
 196.610 	 6.924 
 196.800 	 6.910 
 196.985 	 6.913 
 197.175 	 6.922 
 197.365 	 6.917 
 197.550 	 6.918 
 197.740 	 6.919 
 197.925 	 6.912 
 198.115 	 6.914 
 198.305 	 6.918 
 198.490 	 6.919 
 198.680 	 6.919 
 198.865 	 6.923 
 199.055 	 6.918 
 199.245 	 6.911 
 199.430 	 6.909 
 199.620 	 6.917 
 199.805 	 6.915 
 199.995 	 6.914 
 200.185 	 6.909 
 200.370 	 6.905 
 200.560 	 6.912 
 200.745 	 6.918 
 200.935 	 6.915 
 201.125 	 6.922 
 201.310 	 6.920 
 201.500 	 6.924 
 201.685 	 6.920 
 201.875 	 6.924 
 202.065 	 6.924 
 202.250 	 6.920 
 202.440 	 6.919 
 202.625 	 6.915 
 202.815 	 6.919 
 203.005 	 6.924 
 203.190 	 6.928 
 203.380 	 6.929 
 203.565 	 6.933 
 203.755 	 6.924 
 203.945 	 6.920 
 204.130 	 6.923 
 204.320 	 6.924 
 204.505 	 6.928 
 204.695 	 6.929 
 204.885 	 6.934 
 205.070 	 6.938 
 205.260 	 6.938 
 205.445 	 6.919 
 205.635 	 6.928 
 205.825 	 6.934 
 206.010 	 6.929 
 206.200 	 6.933 
 206.385 	 6.929 
 206.575 	 6.929 
 206.765 	 6.929 
 206.950 	 6.933 
 207.140 	 6.929 
 207.325 	 6.933 
 207.515 	 6.938 
 207.705 	 6.938 
 207.890 	 6.943 
 208.080 	 6.943 
 208.265 	 6.943 
 208.455 	 6.943 
 208.645 	 6.943 
 208.830 	 6.936 
 209.020 	 6.942 
 209.205 	 6.934 
 209.395 	 6.929 
 209.585 	 6.924 
 209.770 	 6.924 
 209.960 	 6.928 
 210.145 	 6.924 
 210.335 	 6.919 
 210.525 	 6.914 
 210.710 	 6.910 
 210.900 	 6.905 
 211.085 	 6.896 
 211.275 	 6.899 
 211.465 	 6.904 
 211.650 	 6.904 
 211.840 	 6.909 
 212.025 	 6.909 
 212.215 	 6.909 
 212.405 	 6.914 
 212.590 	 6.911 
 212.780 	 6.911 
 212.965 	 6.922 
 213.155 	 6.931 
 213.345 	 6.931 
 213.530 	 6.931 
 213.720 	 6.934 
 213.905 	 6.936 
 214.095 	 6.938 
 214.285 	 6.938 
 214.470 	 6.942 
 214.660 	 6.951 
 214.845 	 6.953 
 215.035 	 6.953 
 215.225 	 6.953 
 215.410 	 6.967 
 215.600 	 6.968 
 215.785 	 6.972 
 215.975 	 6.968 
 216.165 	 6.976 
 216.350 	 6.982 
 216.540 	 6.982 
 216.725 	 6.979 
