C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data     06-Oct-20  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	Ga	Ge	Br	Rb	Sr	Y	Zr	Pd	Cd	I	Cs	Ba	Nd	Sm	Yb	Ta	W	Pb	Bi	Fe a*2	Fe a+b	S1	S2	S3	Mo inc	Mo coh	Dt	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000010.spe	39.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	49545	1.64	120	1014	0	8	1154	677	6659	39849	0	7816	346	749	3687	155511	327	585	392	292	43	495	996	3818	219	905	0	0	22	0	335	145	184	196	929	2233	170	190	332	258	966	639	1333	31792	9965	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000011.spe	40.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	49458	1.64	108	954	0	38	1177	654	6647	45853	0	7703	291	819	3361	152708	303	490	359	145	107	391	908	3904	325	909	0	5	27	0	394	177	202	180	979	2212	159	158	367	377	1225	747	887	30778	9551	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000012.spe	41.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	49210	1.72	103	954	0	18	1214	652	6739	48309	37	7520	311	877	3631	148336	251	470	376	193	19	402	886	4686	98	665	15	0	76	0	352	161	155	167	916	2307	164	157	300	113	1068	608	1222	30926	9694	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000013.spe	42.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	49081	1.69	118	970	0	49	1291	644	6852	65713	15	6685	255	723	2849	134358	290	513	367	106	68	503	778	5798	293	866	0	0	23	0	340	136	177	207	1008	2315	92	129	197	279	1012	504	925	30591	10092	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000014.spe	43.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	48543	1.58	112	973	0	17	1298	639	6666	65381	0	6686	325	672	3270	133432	243	436	337	171	80	464	790	5553	214	606	0	0	78	0	259	141	130	216	966	2341	43	159	303	98	936	606	1066	30470	9739	0.108	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000015.spe	44.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	49275	1.66	109	919	0	52	1344	614	6645	70745	0	6247	228	679	11480	129657	353	400	406	29	142	417	976	5466	114	682	22	0	47	0	403	131	219	218	1031	2150	58	237	296	0	1093	531	583	29747	9645	0.107	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000016.spe	45.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	50051	1.60	103	999	0	18	1331	632	6886	65995	21	6767	317	740	5426	138109	307	500	392	175	0	500	1013	5656	327	690	0	0	0	0	318	99	151	162	937	2350	158	222	246	162	1061	579	889	31254	10228	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000017.spe	46.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	53053	1.60	131	1180	0	12	1321	630	7426	44445	0	8738	411	842	4829	168887	353	566	367	141	19	489	1101	4695	146	707	0	0	5	0	437	185	180	132	1095	2387	151	175	122	26	1200	628	1095	31469	10053	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000018.spe	47.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	51066	1.70	111	1049	0	21	1275	629	7228	52027	0	7835	335	875	4860	152605	392	534	355	62	24	443	876	4864	147	813	37	0	51	0	272	159	183	143	1095	2409	163	212	350	103	1019	585	1285	31495	9903	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000019.spe	48.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	49429	1.73	112	952	0	14	1408	625	6622	66443	81	6831	301	834	3769	137461	345	515	382	138	40	487	787	5599	271	608	0	0	69	0	298	143	194	135	951	2284	183	246	217	306	1054	586	726	30883	10236	0.108	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000020.spe	49.75	8.03	1	0.010267	-0.009931	0.009900	0.077115	51215	1.66	134	995	0	14	1303	595	7043	46537	0	8108	261	905	4289	161265	358	544	466	134	0	469	1082	4471	245	1004	9	0	69	0	413	143	164	213	1072	2439	158	231	372	136	1186	588	1104	30340	9663	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000021.spe	50.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	55030	1.76	137	1094	0	34	1364	618	7634	44237	0	8952	358	913	4825	178844	342	535	501	148	85	573	998	4299	292	808	14	0	76	0	517	145	230	197	1119	2404	219	246	299	296	1136	835	1294	32557	10226	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000022.spe	51.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	55068	1.68	163	1034	0	23	1427	639	7415	37246	0	9043	396	986	7088	182508	272	600	462	129	4	462	1008	4214	128	775	0	0	38	0	444	155	239	331	1126	2286	109	204	501	270	1443	751	1118	31590	10052	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000023.spe	52.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	55432	1.82	170	1155	0	12	1425	528	7661	32669	0	9525	467	947	8457	186040	394	597	513	131	0	517	903	4002	111	867	13	0	11	0	465	184	258	241	1170	2395	139	169	478	350	1354	784	1110	32177	10031	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000024.spe	53.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	55032	1.70	143	1122	0	38	1469	581	7855	31293	0	9884	456	959	4042	187734	250	578	433	124	15	465	1155	4051	104	855	0	0	57	0	377	178	259	304	1079	2389	148	210	530	201	1378	635	1149	32611	10341	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000025.spe	54.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	55138	1.88	143	1027	0	0	1469	611	7528	36818	0	9549	396	985	4451	184793	376	593	433	168	94	454	945	5121	247	749	0	0	13	0	405	189	184	151	1007	2411	163	199	514	381	1500	715	999	32055	10378	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000026.spe	55.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	56853	1.76	183	1064	0	53	1589	633	7828	35161	0	9743	437	1107	4313	193071	420	572	553	229	43	541	1012	4271	200	995	0	0	59	0	479	185	216	93	1055	2607	214	267	495	245	1414	856	1439	33622	10517	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000027.spe	56.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	57577	1.73	161	1081	0	27	1563	592	7748	31307	0	10119	413	934	4620	199283	435	678	511	194	38	516	1121	3674	282	902	0	0	0	0	558	225	250	176	1065	2525	250	257	441	82	1515	767	1191	33226	10377	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000028.spe	57.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	55599	1.74	126	982	0	7	1503	588	7163	36965	0	9481	312	1027	7200	182311	429	476	440	62	0	482	943	4231	197	1008	0	0	0	0	443	203	188	201	1161	2416	134	212	423	281	1371	675	1132	32980	10353	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000029.spe	58.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	55199	1.70	120	1134	0	11	1417	641	7714	34367	0	9625	352	1010	5332	180294	324	546	481	112	36	636	994	4517	147	954	0	0	26	0	465	158	250	226	1062	2478	218	220	583	194	1435	546	1037	33722	10748	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000030.spe	59.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	56230	1.80	166	1080	0	29	1394	557	7944	31594	0	9967	506	949	3891	188289	435	619	437	161	46	567	983	4514	275	1050	14	0	0	0	368	144	198	71	1050	2604	193	238	472	255	1427	728	1010	33309	10549	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000031.spe	60.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	58089	1.82	201	1130	0	17	1423	676	7981	26856	0	10542	368	1101	6086	200718	400	676	506	134	20	519	1148	3497	220	1007	0	0	12	0	510	144	282	163	1170	2504	123	253	394	151	1410	784	1536	33895	10537	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000032.spe	61.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	59147	1.79	126	1232	0	35	1488	660	7980	29618	12	10347	549	1080	5021	202998	341	551	426	136	80	644	1228	3531	234	998	0	23	0	0	455	162	271	266	1114	2398	234	162	448	162	1482	836	1531	35843	10661	0.115	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000033.spe	62.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	62668	1.75	179	1181	0	51	1568	618	8743	33535	0	11154	456	1036	4585	215872	469	734	567	237	0	656	987	3936	315	889	0	0	46	0	509	218	236	198	1200	2709	230	311	521	542	1553	834	1426	36927	11242	0.117	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000034.spe	63.75	8.02	1	0.010267	-0.009931	0.009900	0.077115	62963	1.76	172	1286	0	25	1666	648	8581	42073	0	10768	428	1027	5501	210138	556	745	605	215	29	621	1244	4168	242	1009	0	0	4	0	497	159	240	136	1188	2832	72	278	512	305	1267	868	1665	36691	11208	0.118	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000035.spe	64.75	8.01	1	0.010267	-0.009931	0.009900	0.077115	58543	1.67	135	1080	0	31	1458	682	7777	39901	0	10052	388	1107	4920	196858	330	655	434	66	0	583	1215	3714	271	1051	0	0	0	0	473	207	203	265	1071	2404	222	205	569	249	1353	784	1516	34443	10456	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000036.spe	65.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	56982	1.75	157	1124	0	0	1408	639	7584	37956	0	9690	418	954	4514	192235	427	645	454	240	0	511	1050	3862	179	932	0	0	0	0	388	192	207	33	1054	2473	123	222	489	245	1405	752	1375	33480	10247	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000037.spe	66.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	55729	1.66	129	1030	0	19	1421	550	7143	45934	0	8856	485	1021	5905	178870	352	689	481	64	22	429	1126	4090	196	945	16	0	8	0	446	176	208	329	1121	2337	102	234	284	20	1157	751	1603	33014	10543	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000038.spe	67.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	55873	1.72	105	1035	0	0	1488	541	7377	31803	0	9517	445	879	6384	187066	413	586	401	126	75	585	1106	4452	131	849	19	0	0	0	424	176	268	121	1097	2359	143	254	570	275	1419	709	1206	33248	10422	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000039.spe	68.75	7.97	1	0.010267	-0.009931	0.009900	0.077115	55572	1.72	131	1022	0	30	1466	526	7531	37921	0	9365	395	971	6100	181110	401	549	542	194	129	541	821	4868	150	877	9	0	4	0	473	194	190	220	1176	2473	227	297	300	333	1285	809	1232	32736	10484	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000040.spe	69.75	7.97	1	0.010267	-0.009931	0.009900	0.077115	56591	1.75	111	1099	0	23	1606	547	7490	43376	7	9385	362	899	11798	177151	680	761	520	156	31	574	855	5255	105	896	0	0	16	0	377	178	207	191	1078	2520	142	198	367	310	1289	585	1391	33660	10782	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000041.spe	70.75	7.97	1	0.010267	-0.009931	0.009900	0.077115	56034	1.70	140	957	0	28	1588	527	6875	67264	0	8238	345	998	5132	166530	459	657	477	113	127	450	901	5940	236	766	0	0	56	0	463	142	240	50	1073	2525	190	162	325	329	1123	671	1343	32824	10506	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000042.spe	71.75	7.96	1	0.010267	-0.009931	0.009900	0.077115	53997	1.62	115	959	0	16	1558	522	6786	63143	0	7764	369	877	9036	156534	494	628	359	140	0	572	806	5647	188	797	23	0	21	0	382	161	212	58	940	2609	211	289	371	318	1197	653	1266	32285	10235	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000043.spe	72.75	7.97	1	0.010267	-0.009931	0.009900	0.077115	54516	1.75	154	979	0	30	1443	544	7031	49310	0	8666	330	797	4576	170526	369	491	428	95	47	534	959	5416	272	728	0	0	22	0	381	150	177	203	1111	2416	214	280	326	216	1325	659	1220	33089	10626	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000044.spe	73.75	7.97	1	0.010267	-0.009931	0.009900	0.077115	57281	1.75	147	1078	0	0	1439	551	7486	28966	23	10034	446	972	6042	195827	357	662	512	174	24	565	1000	3811	189	901	0	0	0	0	452	192	219	213	1119	2437	126	234	435	339	1318	687	1515	34194	10587	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000045.spe	74.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	57143	1.77	143	1141	0	18	1356	584	7438	24366	0	10512	400	1077	4739	198426	404	529	342	75	44	526	1188	3382	230	1148	0	0	18	0	450	165	296	76	1089	2375	104	189	537	141	1482	747	1537	34360	10611	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000046.spe	75.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	57519	1.82	159	1077	0	8	1388	585	7433	21236	0	10819	352	1064	4321	203112	436	676	534	287	32	612	1196	3462	136	953	0	0	0	0	467	213	215	168	1065	2431	161	216	407	265	1462	859	1263	34729	10965	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000047.spe	76.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	56589	1.64	134	1108	0	4	1427	589	7336	27047	0	10397	394	1027	3749	193911	433	689	428	135	0	543	882	3440	198	1071	0	0	0	0	402	172	212	79	1134	2578	45	265	388	385	1309	810	1600	34469	10615	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000048.spe	77.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	56699	1.71	118	1093	0	9	1496	583	7302	27957	0	9846	427	1011	3524	194873	289	538	480	66	0	530	970	3602	224	876	0	0	36	0	502	184	245	193	1219	2392	234	238	345	456	1344	778	1260	34461	10255	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000049.spe	78.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	56650	1.71	157	1148	0	0	1429	546	7472	28436	0	10310	396	1134	3688	194658	446	593	472	130	43	557	1127	3998	175	862	0	0	22	0	380	172	271	68	1092	2470	94	194	483	40	1499	758	1207	33948	10808	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000050.spe	79.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	54381	1.78	135	999	0	4	1442	645	7272	56214	0	8735	266	854	2727	164299	390	495	377	87	4	552	920	5020	144	962	0	0	37	0	265	164	160	24	1148	2595	207	135	395	358	1168	689	1041	33710	10848	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000051.spe	80.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	54245	1.64	133	1031	0	20	1488	572	6960	58993	0	8430	213	827	2807	161942	317	602	337	88	5	595	1014	5324	166	763	0	0	32	0	379	187	212	238	997	2526	238	241	318	120	1220	683	1094	33716	10101	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000052.spe	81.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	54646	1.65	118	1040	0	5	1533	575	7027	55188	0	8862	306	873	4178	164799	288	509	432	226	0	529	1066	4901	160	819	14	0	8	0	334	159	176	268	1061	2472	163	167	350	51	1077	703	1252	33099	10670	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000053.spe	82.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	55841	1.65	158	1079	0	12	1363	638	7152	38007	82	9832	436	1108	3250	185718	366	633	431	217	0	510	841	4244	172	966	0	0	29	0	435	155	238	183	1028	2521	114	238	445	563	1394	825	1338	33314	10067	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000054.spe	83.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	54914	1.68	166	1102	0	21	1537	579	6961	50917	0	9441	279	875	3258	173244	335	488	401	96	21	495	900	5164	129	912	0	0	0	0	264	171	229	184	1078	2441	81	178	519	140	1262	646	1067	32848	10572	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000055.spe	84.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	54034	1.68	110	932	0	5	1476	514	6717	63776	0	8429	329	887	2909	159140	215	575	480	172	120	535	897	5415	271	880	20	0	69	0	411	159	141	267	1001	2454	157	233	417	73	1161	652	982	33200	10579	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000056.spe	85.75	7.99	1	0.010267	-0.009931	0.009900	0.077115	55018	1.63	155	1038	0	31	1401	585	6757	54138	34	9415	272	976	3102	170959	405	658	488	236	13	539	876	5164	234	879	17	11	45	0	386	198	203	108	1030	2536	55	243	296	255	1249	731	1336	32523	10395	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000057.spe	86.75	7.99	1	0.010267	-0.009931	0.009900	0.077115	54289	1.80	92	1049	0	0	1419	608	6612	52056	0	9627	313	961	3323	169135	361	582	405	75	62	445	704	5286	335	781	0	0	38	0	327	125	184	106	1095	2497	152	248	447	379	1229	583	1223	32428	10451	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000058.spe	87.75	7.99	1	0.010267	-0.009931	0.009900	0.077115	53560	1.59	142	974	0	0	1373	624	6364	57524	0	9027	243	871	2758	163430	324	550	407	149	0	545	955	4943	209	961	0	0	6	0	323	179	200	154	1120	2468	209	329	264	85	1112	531	1044	32773	10125	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000059.spe	88.75	7.99	1	0.010267	-0.009931	0.009900	0.077115	53542	1.68	149	899	0	9	1395	536	6631	47257	0	9303	365	926	2999	173797	270	507	431	149	75	580	822	4374	257	899	19	0	23	0	249	165	216	184	1077	2391	143	205	383	214	1251	717	1199	31351	10051	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000060.spe	89.75	7.99	1	0.010267	-0.009931	0.009900	0.077115	53703	1.65	135	1000	0	17	1265	556	6640	38638	0	9456	324	909	3133	176704	303	637	419	186	42	537	1114	4423	161	837	11	0	8	0	353	171	184	217	998	2329	190	249	332	113	1133	711	1462	32464	10062	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000061.spe	90.75	8.00	1	0.010267	-0.009931	0.009900	0.077115	54672	1.72	110	982	0	13	1472	613	6966	37755	0	9496	311	1008	3388	181182	393	589	401	121	62	497	961	4627	143	882	0	0	0	0	473	162	220	127	1141	2379	62	244	385	191	1313	691	1184	32385	10407	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000062.spe	91.75	8.01	1	0.010267	-0.009931	0.009900	0.077115	53135	1.65	114	958	0	36	1329	594	6553	39542	0	9530	337	950	4977	172278	402	601	420	107	61	587	816	4712	278	879	18	0	20	0	338	129	280	141	987	2367	181	241	310	346	1185	694	1341	31972	9933	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000063.spe	92.75	8.01	1	0.010267	-0.009931	0.009900	0.077115	54825	1.72	137	958	0	12	1497	633	6800	47950	0	9219	310	897	9382	170766	463	601	462	94	41	535	903	5118	208	870	0	0	18	0	323	172	189	103	1080	2378	144	202	438	79	1188	599	1501	32536	10214	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000064.spe	93.75	8.01	1	0.010267	-0.009931	0.009900	0.077115	52930	1.61	124	971	0	12	1492	632	6725	60450	14	8474	217	816	3577	157137	294	503	386	154	83	562	836	5963	214	792	0	0	60	0	344	136	232	178	1031	2445	137	266	253	211	1097	537	1104	31749	10404	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000065.spe	94.75	8.02	1	0.010267	-0.009931	0.009900	0.077115	53356	1.78	142	920	0	60	1608	590	6544	71245	16	8200	394	859	3281	152501	237	484	430	76	73	487	945	6186	202	782	34	14	68	0	385	177	194	334	996	2353	148	209	239	98	1143	594	960	31927	10221	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000066.spe	95.75	8.02	1	0.010267	-0.009931	0.009900	0.077115	53972	1.70	87	901	0	14	1595	653	6641	59190	0	8734	234	948	3233	161193	307	538	412	111	92	611	612	5750	276	890	31	0	46	0	337	156	164	235	978	2477	221	187	244	376	1153	693	1150	32988	10160	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000067.spe	96.75	8.02	1	0.010267	-0.009931	0.009900	0.077115	53893	1.68	109	915	0	5	1676	611	6634	59934	0	8731	208	919	2848	160417	335	565	410	164	0	610	738	5638	182	652	15	0	31	0	365	129	177	144	1048	2543	189	277	308	422	1038	625	1212	33052	10297	0.111	
