C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1     23-Sep-20  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	Ga	Ge	Br	Rb	Sr	Y	Zr	Pd	Cd	I	Cs	Ba	Ce	Nd	Ta	W	Pb	Bi	Fe a*2	Fe a+b	S1	S2	S3	Mo inc	Mo coh	Dt	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000016.spe	45.75	8.05	1	0.010263	-0.008542	0.009554	0.078770	44581	2.04	120	1047	0	73	1374	620	6885	67529	292	6842	462	550	5294	142009	286	424	418	268	116	419	1001	5530	345	798	17	0	38	0	137	112	0	1155	3082	128	206	142	6	92	499	3603	32573	10259	0.109	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000017.spe	46.75	8.06	1	0.010263	-0.008542	0.009554	0.078770	47258	2.02	147	1232	0	62	1362	615	7423	45509	62	8813	612	618	4688	173523	290	461	382	245	172	408	1094	4578	179	801	22	0	38	0	255	111	54	1338	3059	117	139	13	0	82	522	4344	32850	10090	0.109	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000018.spe	47.75	8.06	1	0.010263	-0.008542	0.009554	0.078770	45486	2.10	128	1095	0	69	1308	617	7228	53249	130	7997	495	651	4732	156825	348	437	370	167	173	367	870	4742	165	913	65	0	102	0	8	182	14	1353	3118	141	193	241	0	0	495	4362	32825	9955	0.109	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000019.spe	48.75	8.04	1	0.010262	-0.008542	0.009554	0.078770	44067	2.22	129	998	0	66	1448	610	6620	68024	331	6926	437	631	3644	141242	302	429	397	235	187	408	793	5471	280	736	21	0	143	0	101	119	30	1155	2944	158	206	121	126	62	492	3552	32098	10243	0.108	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000020.spe	49.75	8.03	1	0.010267	-0.008542	0.009554	0.078770	45615	2.06	153	1045	0	62	1342	578	7006	47622	166	8268	470	674	4201	165884	339	415	488	209	83	396	1039	4365	273	1055	38	0	91	0	113	160	0	1326	3212	129	211	279	59	213	509	3623	31550	9652	0.109	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000021.spe	50.75	8.04	1	0.010265	-0.008542	0.009554	0.078770	48930	1.99	155	1142	0	80	1393	601	7609	45219	72	8984	584	683	4696	184116	315	417	505	232	229	489	975	4182	316	899	36	0	100	0	352	80	23	1365	3157	193	202	201	164	20	747	4409	33800	10240	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000022.spe	51.75	8.04	1	0.010266	-0.008542	0.009554	0.078770	48946	2.15	180	1083	0	67	1459	613	7388	38061	83	9241	606	725	6962	187775	305	465	477	205	128	388	979	4118	163	862	0	0	44	0	106	191	0	1350	3068	94	181	396	170	270	660	4190	32740	10042	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000023.spe	52.75	8.05	1	0.010262	-0.008542	0.009554	0.078770	49300	2.09	187	1204	10	52	1456	512	7656	33401	78	9604	680	705	8258	191446	383	482	531	234	125	439	911	3898	151	946	36	0	40	0	282	130	53	1424	3138	125	147	368	175	89	682	4829	33782	10061	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000024.spe	53.75	8.05	1	0.010264	-0.008542	0.009554	0.078770	48925	2.09	161	1172	21	82	1503	558	7846	31988	44	10000	690	703	3892	192972	271	466	462	221	139	386	1143	3941	143	963	24	0	64	0	136	93	34	1304	3206	122	196	420	50	139	518	4576	33888	10355	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000025.spe	54.75	8.05	1	0.010263	-0.008542	0.009577	0.078770	49059	2.15	160	1077	0	49	1511	596	7532	37709	7	9698	620	744	4326	190097	327	510	446	268	236	376	941	5009	278	865	21	0	42	0	149	160	33	1222	3146	139	189	401	217	269	615	4534	33473	10421	0.110	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000026.spe	55.75	8.05	1	0.010263	-0.008542	0.009577	0.078770	50465	2.05	201	1115	28	103	1629	610	7845	36008	68	9880	652	847	4175	198406	337	483	573	341	209	447	1006	4139	223	1092	5	0	94	0	237	175	22	1322	3361	190	246	373	56	135	742	5280	35083	10572	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000027.spe	56.75	8.05	1	0.010262	-0.008542	0.009577	0.078770	51105	2.27	178	1132	19	76	1602	573	7758	32054	16	10217	629	675	4460	204591	392	585	526	299	186	427	1123	3546	319	1017	25	0	15	0	352	162	88	1314	3281	245	241	331	0	134	647	5255	34646	10431	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000028.spe	57.75	8.05	1	0.010267	-0.008542	0.009577	0.078770	49359	2.15	145	1031	20	52	1542	568	7116	37773	100	9716	566	765	7105	187702	389	331	448	144	138	410	897	4129	224	1082	21	0	0	0	68	206	28	1431	3181	110	202	318	205	282	601	3931	34094	10330	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000029.spe	58.75	8.04	1	0.010267	-0.008542	0.009577	0.078770	48958	2.08	136	1185	0	56	1455	619	7679	35135	81	9941	578	719	5224	185487	298	412	497	187	181	553	958	4405	179	1057	0	0	23	0	5	268	0	1305	3272	200	192	480	97	298	450	3919	34891	10734	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000030.spe	59.75	8.04	1	0.010267	-0.008542	0.009577	0.078770	49850	2.14	183	1136	0	73	1430	539	7898	32357	61	10208	770	698	3789	193773	328	501	444	241	220	486	938	4396	296	1135	40	0	0	0	0	195	0	1319	3338	184	206	360	160	290	647	3947	34469	10541	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000031.spe	60.75	8.04	1	0.010267	-0.008542	0.009577	0.078770	51502	2.20	219	1179	18	56	1452	650	7944	27513	102	10807	645	814	5975	206577	329	517	514	219	179	437	1101	3389	250	1073	0	0	0	0	97	216	0	1452	3234	77	236	283	66	204	703	4638	35055	10521	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000032.spe	61.75	8.05	1	0.010267	-0.008542	0.009528	0.078770	52347	2.22	143	1283	32	73	1515	632	7933	30321	132	10683	798	777	4902	208811	326	400	435	212	221	562	1180	3424	271	1077	0	5	0	0	0	286	0	1359	3178	206	125	349	80	259	748	4665	36984	10612	0.115	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000033.spe	62.75	8.04	1	0.010267	-0.008542	0.009556	0.078770	55308	2.24	198	1237	7	98	1603	593	8692	34328	114	11378	747	745	4471	222058	404	570	583	317	129	565	940	3819	338	990	0	0	37	0	121	192	29	1495	3515	204	284	412	441	278	734	4711	38116	11219	0.117	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000034.spe	63.75	8.02	1	0.010267	-0.008542	0.009595	0.078770	55553	2.25	193	1346	0	77	1708	622	8534	43118	89	11001	716	747	5382	216198	456	572	612	299	218	534	1195	4055	272	1098	0	0	5	0	102	208	0	1493	3616	39	258	382	217	36	772	4865	37934	11206	0.118	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000035.spe	64.75	8.01	1	0.010262	-0.008542	0.009595	0.078770	51917	2.11	153	1134	12	82	1500	665	7783	40938	5	10169	614	848	4762	202118	338	576	462	180	97	497	1231	3598	311	1133	28	0	6	0	265	150	51	1293	3215	222	177	451	31	24	654	5605	35966	10501	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000036.spe	65.75	7.98	1	0.010265	-0.008542	0.009595	0.078770	50598	2.06	172	1177	0	47	1446	617	7570	38915	25	9817	655	718	4386	197718	306	545	465	344	157	430	1025	3747	202	1024	4	0	10	0	138	119	55	1320	3185	111	202	359	101	185	655	4798	34693	10290	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000037.spe	66.75	7.98	1	0.010265	-0.008542	0.009595	0.078770	49475	2.01	146	1079	0	71	1464	536	7104	47105	141	9076	696	766	5787	183955	385	561	505	150	150	354	1098	3991	234	1021	44	0	23	0	95	212	8	1351	3146	62	217	183	0	20	653	4694	34371	10565	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000038.spe	67.75	7.98	1	0.010266	-0.008542	0.009595	0.078770	49577	2.08	123	1088	18	38	1523	521	7335	32589	37	9657	684	629	6249	192521	334	456	410	215	214	504	1079	4346	166	957	43	0	0	0	141	119	27	1370	3077	122	241	455	158	236	621	4321	34500	10438	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000039.spe	68.75	7.97	1	0.010264	-0.008542	0.009595	0.078770	49337	1.92	149	1071	0	77	1503	509	7522	38837	122	9483	633	736	5963	186373	381	428	559	290	268	456	811	4747	174	976	37	0	24	0	253	125	65	1448	3249	201	289	201	181	100	710	4604	34087	10534	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000040.spe	69.75	7.97	1	0.010264	-0.008542	0.009640	0.078770	50208	1.92	128	1149	0	71	1646	528	7479	44425	187	9476	595	675	11617	182642	636	638	530	245	181	494	855	5150	135	1001	13	0	55	0	178	98	48	1334	3268	120	175	258	154	122	495	4702	35175	10852	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000041.spe	70.75	7.97	1	0.010263	-0.008542	0.009640	0.078770	49750	2.18	158	1002	0	84	1630	510	6870	68894	131	8308	542	781	4995	171208	360	551	474	219	290	367	898	5810	258	903	33	0	109	0	283	128	26	1339	3195	167	129	208	150	0	576	4644	34229	10576	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000042.spe	71.75	7.96	1	0.010267	-0.008542	0.009640	0.078770	48052	2.05	136	1012	0	70	1599	506	6743	64705	292	7870	565	661	8928	161195	390	507	365	205	162	497	775	5539	210	902	54	0	41	0	126	108	23	1211	3288	208	304	269	215	199	585	3796	33525	10266	0.110	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000043.spe	72.75	7.97	1	0.010265	-0.008542	0.009640	0.078770	48420	2.04	173	1024	0	78	1478	526	7009	50541	151	8822	549	577	4470	175422	356	384	452	191	185	462	949	5312	299	846	20	0	58	0	118	158	7	1372	3213	206	281	229	74	217	577	4295	34466	10677	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000044.spe	73.75	7.97	1	0.010264	-0.008542	0.009640	0.078770	50783	1.98	166	1130	0	47	1478	534	7472	29658	120	10213	677	723	5901	201508	338	557	537	278	170	487	1000	3712	230	988	25	0	6	0	169	178	32	1375	3206	118	217	318	180	61	580	5173	35698	10676	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000045.spe	74.75	7.98	1	0.010264	-0.008542	0.009659	0.078770	50650	2.00	159	1196	0	62	1391	564	7429	24948	0	10649	658	816	4594	204165	313	417	353	165	199	442	1178	3276	274	1221	0	0	14	0	201	124	26	1400	3076	71	157	414	0	183	640	5230	35944	10691	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000046.spe	75.75	7.98	1	0.010263	-0.008542	0.009659	0.078770	50979	2.12	175	1129	0	56	1428	563	7445	21727	0	10995	611	809	4190	208869	390	588	556	402	179	528	1205	3360	176	1054	0	0	0	0	211	169	72	1298	3200	143	206	285	74	145	746	5104	36142	11049	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000047.spe	76.75	7.98	1	0.010266	-0.008542	0.009659	0.078770	50186	2.08	153	1159	8	45	1463	569	7306	27705	89	10719	662	762	3657	199461	332	567	429	229	99	467	850	3339	218	1163	8	0	0	0	0	263	0	1389	3303	0	266	266	277	149	722	4698	35654	10656	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000048.spe	77.75	7.98	1	0.010264	-0.008542	0.009659	0.078770	50259	2.09	134	1143	0	53	1533	562	7288	28623	74	10058	669	754	3408	200367	264	426	504	178	97	453	956	3508	258	983	0	0	44	0	185	198	39	1499	3174	244	237	237	313	109	676	4733	35784	10317	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000049.spe	78.75	7.98	1	0.010264	-0.008542	0.009659	0.078770	50280	2.09	176	1199	0	35	1461	526	7449	29119	99	10603	644	867	3583	200207	346	475	465	224	206	482	1111	3902	209	967	0	0	30	0	0	248	6	1342	3147	74	180	364	0	253	664	4691	35261	10872	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000050.spe	79.75	7.98	1	0.010265	-0.008542	0.009677	0.078770	48301	2.14	157	1053	0	62	1486	628	7251	57592	252	8987	475	622	2637	168988	275	386	393	191	194	471	896	4905	163	1064	22	0	81	0	0	205	5	1462	3274	183	87	280	217	120	596	3917	35050	10924	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000051.spe	80.75	7.98	1	0.010266	-0.008542	0.009677	0.078770	48147	2.04	151	1082	6	75	1531	555	6922	60395	230	8599	418	585	2707	166561	316	482	362	159	153	518	986	5226	202	885	19	0	50	0	80	153	43	1261	3343	223	242	222	13	187	588	3780	35050	10161	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000052.spe	81.75	7.98	1	0.010266	-0.008542	0.009677	0.078770	48497	2.12	137	1098	0	62	1584	561	6987	56486	275	9009	546	645	4071	169485	298	386	459	314	109	457	1034	4806	194	925	46	0	22	0	60	116	15	1296	3280	142	134	249	0	43	611	3926	34380	10717	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000053.spe	82.75	7.98	1	0.010262	-0.008542	0.009677	0.078770	49579	2.04	174	1129	0	66	1407	625	7154	38922	193	9982	662	863	3119	190782	340	547	450	318	81	425	859	4128	192	1093	22	0	65	0	205	165	16	1277	3289	70	213	328	354	127	706	5143	34748	10141	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000054.spe	83.75	7.98	1	0.010265	-0.008542	0.009677	0.078770	48776	2.05	185	1154	0	71	1576	560	6950	52081	110	9616	516	646	3148	178228	309	383	424	193	170	426	883	5066	159	1031	22	0	0	0	0	137	35	1338	3242	77	168	400	14	132	555	4157	34167	10648	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000055.spe	84.75	7.98	1	0.010264	-0.008542	0.009677	0.078770	47983	2.16	131	987	0	68	1530	506	6703	65273	242	8508	539	684	2810	163600	241	484	517	270	261	459	885	5303	292	1022	55	0	122	0	229	123	29	1229	3274	129	216	308	0	101	553	3954	34454	10650	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000056.spe	85.75	7.99	1	0.010265	-0.008542	0.009748	0.078770	48868	2.13	176	1092	0	85	1441	573	6737	55409	282	9626	524	740	3015	175846	336	543	493	323	182	471	861	5075	257	1009	48	10	70	0	76	184	60	1296	3255	33	252	180	131	164	638	4294	33808	10492	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000057.spe	86.75	7.99	1	0.010265	-0.008542	0.009662	0.078770	48250	2.13	110	1100	0	49	1461	590	6591	53246	65	9877	553	717	3229	174027	290	474	428	175	224	364	681	5173	346	909	0	0	61	0	0	225	0	1377	3241	118	225	335	243	150	492	4168	33647	10511	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000058.spe	87.75	7.99	1	0.010266	-0.008542	0.009662	0.078770	47633	2.02	160	1024	0	58	1416	611	6331	58913	264	9262	476	633	2670	168136	278	430	418	241	153	467	929	4839	229	1085	33	0	16	0	0	201	23	1365	3174	188	325	172	0	108	439	3649	33789	10153	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000059.spe	88.75	7.99	1	0.010267	-0.008542	0.009662	0.078770	47651	2.28	168	946	0	55	1429	520	6588	48370	177	9567	613	687	2910	178722	242	374	437	226	224	515	789	4282	277	996	47	0	45	0	0	197	22	1326	3126	132	199	288	132	224	647	3877	32421	10080	0.110	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000060.spe	89.75	7.99	1	0.010262	-0.008542	0.009662	0.078770	47724	2.14	150	1050	16	73	1310	546	6644	39538	38	9548	542	694	2996	181449	298	556	445	290	183	450	1123	4309	195	976	40	0	48	0	193	96	54	1209	3045	162	199	229	0	0	589	5141	33820	10127	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000061.spe	90.75	8.00	1	0.010264	-0.008542	0.009662	0.078770	48600	2.14	130	1037	0	62	1514	593	6952	38655	7	9612	559	776	3272	186318	333	481	418	230	219	427	953	4531	174	1003	0	0	12	0	257	114	35	1416	3082	61	241	263	50	145	591	4436	33747	10470	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000062.spe	91.75	8.01	1	0.010266	-0.008542	0.009662	0.078770	47280	1.94	131	1013	19	84	1365	578	6504	40491	90	9882	562	676	4866	177328	343	484	433	189	206	505	792	4608	299	995	41	0	20	0	0	277	0	1225	3083	143	216	209	227	110	603	4193	33103	9977	0.110	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000063.spe	92.75	8.01	1	0.010266	-0.008542	0.009676	0.078770	48720	1.94	155	1009	0	64	1539	614	6765	49084	197	9393	553	668	9266	176048	386	476	477	176	194	462	873	5019	234	981	21	0	43	0	29	144	24	1372	3082	116	195	331	0	122	525	4324	33773	10269	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000064.spe	93.75	8.01	1	0.010267	-0.008542	0.009676	0.078770	47089	2.08	144	1022	0	66	1533	612	6684	61805	314	8626	436	579	3466	161665	260	382	406	233	235	487	810	5863	239	919	24	0	83	0	59	124	0	1288	3195	106	251	150	105	95	445	3593	32983	10449	0.110	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000065.spe	94.75	8.02	1	0.010267	-0.008542	0.009676	0.078770	47429	2.42	164	974	0	121	1657	574	6487	72768	394	8441	600	613	3197	156804	287	365	464	159	202	414	902	6082	229	908	64	12	85	0	0	221	0	1203	3192	103	189	145	20	193	501	3282	33071	10241	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000066.spe	95.75	8.02	1	0.010262	-0.008542	0.009676	0.078770	47967	2.19	105	952	0	74	1644	642	6646	60638	174	8872	428	723	3116	165543	321	464	441	212	237	533	613	5639	301	1038	67	0	107	0	118	161	15	1202	3278	223	175	130	215	22	582	4453	34451	10258	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000067.spe	96.75	8.02	1	0.010262	-0.008542	0.009556	0.078770	47924	2.16	127	963	0	61	1720	594	6640	61318	204	8840	398	690	2732	164679	294	486	431	269	133	523	755	5516	194	792	51	0	91	0	159	155	0	1297	3295	154	277	196	216	0	520	4564	34452	10324	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000068.spe	97.75	8.01	1	0.010265	-0.008542	0.009556	0.078770	47127	2.19	133	931	54	83	1758	619	6596	67391	315	8369	441	606	2466	155959	190	359	396	138	107	444	802	6246	155	796	39	0	119	0	35	178	0	1327	3313	14	136	202	63	147	551	3735	33469	10536	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3_REP1\XRF data\L000069.spe	98.75	8.02	1	0.010266	-0.008542	0.009556	0.078770	47761	2.14	130	961	10	105	1762	612	6370	68288	266	8397	567	584	2411	160469	282	412	428	194	219	485	579	5818	252	901	31	20	75	0	0	203	31	1268	3216	114	222	164	304	218	604	3698	33718	10643	0.111	
