C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data     06-Oct-20  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	Ga	Ge	Br	Rb	Sr	Y	Zr	Pd	Cd	I	Cs	Ba	Nd	Sm	Yb	Ta	W	Pb	Bi	Fe a*2	Fe a+b	S1	S2	S3	Mo inc	Mo coh	Dt	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000027.spe	58.54	6.71	1	0.010267	-0.009931	0.009900	0.077115	45728	1.69	85	334	0	29	1715	594	2323	225596	0	2324	53	316	432	38190	47	245	182	0	175	520	208	11002	149	229	81	114	102	0	0	67	26	366	751	2163	132	115	213	22	289	247	356	24972	9843	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000028.spe	59.54	6.71	1	0.010267	-0.009931	0.009900	0.077115	45182	1.54	101	332	0	62	1736	568	2194	219235	0	2231	0	284	419	38323	48	121	155	53	102	547	93	11036	149	320	56	92	54	0	10	0	0	371	703	2120	61	125	127	248	266	186	395	25281	9842	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000029.spe	60.54	6.72	1	0.010267	-0.009931	0.009900	0.077115	45609	1.64	76	366	0	60	1686	583	2333	221718	0	2405	28	275	404	39028	39	205	98	32	149	508	223	11237	131	208	98	56	73	0	0	38	0	368	692	2142	72	98	184	0	315	249	314	25328	9709	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000030.spe	61.54	6.73	1	0.010267	-0.009931	0.009900	0.077115	46123	1.55	76	421	0	48	1713	639	2397	224741	0	2281	37	357	458	40250	29	162	171	27	106	490	227	11032	43	315	96	94	96	0	44	30	26	403	829	2186	110	136	230	0	259	241	403	25673	9790	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000031.spe	62.54	6.74	1	0.010267	-0.009931	0.009900	0.077115	47059	1.69	96	390	0	48	1736	632	2547	229077	0	2516	0	339	499	41418	98	188	170	0	129	508	25	11422	151	207	45	99	96	0	26	0	18	306	764	2236	46	151	219	236	306	217	347	26127	9992	0.101	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000032.spe	63.54	6.74	1	0.010267	-0.009931	0.009900	0.077115	46871	1.67	75	402	0	35	1646	721	2457	228216	0	2522	41	346	479	41846	93	155	172	53	124	479	124	11332	97	299	41	94	97	0	0	41	11	285	732	2265	118	195	48	132	282	257	378	25609	9722	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000033.spe	64.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	46858	1.68	95	399	0	86	1490	597	2516	235186	0	2368	28	298	499	39187	49	112	136	9	114	474	142	11289	80	216	89	116	84	0	17	27	9	331	719	2244	31	148	239	62	266	221	425	25520	9987	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000034.spe	65.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	47610	1.84	93	473	0	22	1459	583	2570	239108	0	2471	51	305	546	40786	127	153	174	0	62	371	152	11431	36	292	65	109	60	0	12	43	0	309	721	2276	62	18	131	0	302	246	357	25714	10019	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000035.spe	66.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	48358	1.73	118	406	0	43	1512	655	2493	244856	0	2580	36	339	446	41831	98	169	120	0	0	437	168	11327	100	224	89	136	73	0	31	5	0	351	645	2268	0	102	227	16	356	239	344	25800	10067	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000036.spe	67.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	48383	1.79	76	436	0	9	1459	699	2299	252327	0	2402	0	332	512	38798	66	214	147	31	114	451	122	11694	185	161	92	128	87	0	54	50	9	417	733	2246	0	117	279	321	340	257	159	25077	9962	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000037.spe	68.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	47676	1.84	71	376	0	0	1665	629	2328	244049	0	2354	36	237	555	38484	87	175	151	0	143	529	37	11396	66	257	91	136	69	0	20	47	0	375	701	2148	59	112	119	190	264	241	342	25132	10008	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000038.spe	69.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	48359	1.81	105	428	0	15	1529	662	2324	255821	0	2266	41	308	591	37086	73	227	204	44	61	488	136	11424	120	257	84	124	33	0	0	29	0	350	641	2316	57	121	108	90	343	269	427	25126	9993	0.099	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000039.spe	70.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	47925	1.75	88	387	0	51	1412	632	2344	253581	0	2074	47	278	509	36210	52	219	105	0	66	401	167	11275	207	81	94	126	43	0	22	16	9	358	688	2188	0	117	213	30	250	204	471	24859	10134	0.099	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000040.spe	71.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	48761	1.79	118	438	0	42	1497	647	2465	257868	0	2385	16	355	495	38094	43	157	160	5	49	509	128	11558	237	162	81	155	84	0	27	20	48	467	689	2167	167	279	132	186	382	241	377	25441	9899	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000041.spe	72.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	48348	1.74	77	428	0	8	1472	653	2350	252134	0	2300	24	340	583	38356	98	175	146	0	87	408	143	11556	105	99	95	126	119	0	15	40	30	399	737	2163	76	95	192	26	355	238	173	25538	9826	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000042.spe	73.54	6.76	1	0.010267	-0.009931	0.009900	0.077115	49395	1.73	96	457	0	30	1535	739	2456	254847	0	2407	0	325	570	39950	102	180	174	0	4	625	132	11556	110	284	36	96	86	0	46	12	19	376	776	2227	0	103	280	78	347	210	343	26120	10168	0.101	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000043.spe	74.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	49376	1.80	92	392	0	36	1592	704	2452	260451	0	2543	0	330	598	40468	66	214	183	0	140	487	263	11323	74	271	50	124	78	0	20	14	15	391	707	2280	0	100	239	45	320	238	317	25347	9791	0.099	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000044.spe	75.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	45155	1.84	72	353	0	13	1456	707	2232	229565	0	2120	31	293	578	35663	54	165	190	6	71	442	188	10950	75	175	41	98	92	0	25	15	0	312	733	2098	116	144	42	83	370	158	263	24638	9631	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000045.spe	76.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	48038	1.73	78	412	0	40	1552	693	2291	252670	0	2287	33	288	651	37316	142	245	226	42	88	465	198	11282	167	298	50	133	102	0	21	19	18	345	629	2221	100	196	220	112	309	203	284	24866	9824	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000046.spe	77.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	49317	1.85	90	405	0	30	1511	698	2276	262904	0	2271	0	271	662	37407	120	150	206	0	228	507	260	11489	70	128	48	118	48	0	49	14	0	416	689	2165	102	214	282	57	351	220	190	25222	9940	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000047.spe	78.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	48140	1.75	88	414	0	0	1568	626	2309	251384	0	2389	18	388	735	38123	168	222	167	0	60	432	189	11259	159	176	85	147	147	0	45	27	23	313	665	2204	62	102	135	159	310	230	296	24980	10102	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000048.spe	79.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	48734	1.73	109	377	0	36	1543	666	2442	249617	0	2656	35	328	820	40910	150	183	174	9	0	442	99	11590	150	255	60	84	80	0	9	0	22	286	751	2344	48	85	100	202	347	243	266	25549	10303	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000049.spe	80.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	49369	1.69	114	394	0	17	1623	693	2417	253900	0	2797	0	362	766	41570	124	224	96	0	27	492	120	11669	204	147	66	155	119	0	0	41	50	342	755	2260	81	235	106	170	314	191	216	26114	10229	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000050.spe	81.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	48631	1.76	104	422	0	41	1604	767	2558	245341	0	2642	20	348	800	42236	0	123	188	29	120	520	179	11420	65	210	31	107	77	0	9	24	47	385	743	2196	164	205	51	60	286	248	313	25914	9842	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000051.spe	82.54	6.75	1	0.010267	-0.009931	0.009900	0.077115	49356	1.78	86	447	0	40	1612	725	2519	251073	0	2524	6	342	860	41593	115	194	183	41	85	472	151	11654	154	166	31	139	10	0	28	22	33	281	718	2347	50	139	158	15	381	221	387	26442	9931	0.101	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000052.spe	83.54	6.74	1	0.010267	-0.009931	0.009900	0.077115	48610	1.78	103	437	0	16	1738	632	2476	245831	0	2477	71	302	807	40282	117	213	220	31	0	528	28	11589	125	207	81	96	71	0	0	0	0	357	722	2297	156	182	0	283	307	156	326	25980	9982	0.101	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000053.spe	84.54	6.74	1	0.010267	-0.009931	0.009900	0.077115	48360	1.75	100	437	0	16	1723	603	2472	243206	0	2569	0	324	755	40887	55	250	172	51	117	491	302	11245	58	117	114	112	92	0	0	34	26	502	761	2230	31	127	151	0	486	253	83	25878	10305	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000054.spe	85.54	6.74	1	0.010267	-0.009931	0.009900	0.077115	47848	1.67	90	484	0	16	1684	694	2825	226351	0	2607	15	329	898	44559	207	212	199	0	73	468	67	11687	154	174	71	93	55	0	30	58	0	347	713	2259	99	192	185	158	275	248	495	26681	9959	0.102	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000055.spe	86.54	6.73	1	0.010267	-0.009931	0.009900	0.077115	48455	1.71	108	428	0	48	1869	653	2651	234365	0	2643	32	404	796	43337	5	224	230	0	102	484	173	11568	110	214	92	104	85	0	85	46	70	505	818	2254	153	164	89	99	359	247	400	26533	10116	0.102	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000056.spe	87.54	6.74	1	0.010267	-0.009931	0.009900	0.077115	48934	1.66	102	415	0	74	1788	666	2571	241244	0	2528	57	295	843	42462	143	194	101	0	29	489	296	11610	77	312	92	108	58	0	21	18	0	281	732	2337	51	163	164	113	273	188	435	26663	10128	0.101	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000057.spe	88.54	6.74	1	0.010267	-0.009931	0.009900	0.077115	48318	1.76	59	393	0	79	1776	684	2320	243285	0	2485	11	321	816	40498	92	206	145	18	84	431	54	11147	47	158	23	131	61	0	0	26	0	383	752	2301	86	121	0	288	262	234	329	25911	10005	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000058.spe	89.54	6.73	1	0.010267	-0.009931	0.009900	0.077115	48734	1.94	69	411	0	11	1794	706	2267	246458	0	2606	0	323	845	42081	45	190	119	25	139	453	50	11238	206	129	44	135	120	0	33	0	35	428	730	2195	49	218	177	260	332	242	288	26191	10094	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000059.spe	90.54	6.73	1	0.010267	-0.009931	0.009900	0.077115	49003	1.66	58	379	0	0	1832	636	2330	248328	0	2404	37	283	793	40315	114	219	204	0	129	539	133	11646	98	284	105	88	69	0	4	60	18	336	764	2351	114	148	20	22	316	206	323	26149	10220	0.101	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000060.spe	91.54	6.73	1	0.010267	-0.009931	0.009900	0.077115	49687	1.81	83	380	0	39	1701	632	2304	257560	0	2561	52	307	828	39890	17	132	198	0	82	422	246	11606	131	292	75	96	16	0	0	26	0	538	834	2163	99	199	0	0	302	190	341	25731	10124	0.101	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000061.spe	92.54	6.72	1	0.010267	-0.009931	0.009900	0.077115	48569	1.88	69	351	0	56	1674	682	2148	249820	0	2499	17	267	830	37543	111	203	182	17	81	536	181	11562	0	319	68	103	99	0	0	35	0	406	721	2265	67	190	199	132	282	230	390	25771	9990	0.101	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000062.spe	93.54	6.72	1	0.010267	-0.009931	0.009900	0.077115	49541	1.72	77	351	0	42	1652	628	2194	255706	0	2572	54	250	735	39909	5	176	143	0	75	510	115	11380	85	226	78	101	34	0	0	32	0	506	712	2255	0	178	247	200	311	247	431	26093	10158	0.101	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000063.spe	94.54	6.72	1	0.010267	-0.009931	0.009900	0.077115	48131	1.74	70	375	0	0	1640	683	2181	248784	0	2460	0	299	863	37128	85	189	186	0	7	419	284	11217	108	85	116	116	73	0	6	22	10	323	701	2256	74	131	112	0	454	183	224	25758	9940	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000064.spe	95.54	6.72	1	0.010267	-0.009931	0.009900	0.077115	49025	1.84	86	401	0	53	1578	716	2075	262518	0	2396	0	337	777	36197	84	182	114	27	55	531	237	11084	41	179	86	132	94	0	44	33	35	397	622	2205	50	98	134	70	335	261	231	25096	9891	0.099	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000065.spe	96.54	6.71	1	0.010267	-0.009931	0.009900	0.077115	47666	1.80	84	327	0	27	1606	680	2028	245771	0	2377	31	284	793	36897	105	209	215	0	62	510	196	11179	70	212	71	98	59	0	0	16	15	359	684	2166	61	167	0	0	358	222	149	25951	10161	0.099	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000066.spe	97.54	6.71	1	0.010267	-0.009931	0.009900	0.077115	49069	1.86	60	394	0	0	1658	620	2081	255722	0	2367	33	320	799	38466	130	178	86	0	27	495	49	11332	167	151	138	123	105	0	10	23	0	365	712	2271	7	175	67	157	372	208	217	25941	9767	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000067.spe	98.54	6.71	1	0.010267	-0.009931	0.009900	0.077115	49193	1.90	72	348	0	20	1573	670	2110	257738	0	2381	63	305	815	37639	118	189	127	33	56	459	48	11469	244	131	111	107	73	0	0	25	0	366	746	2328	48	164	198	332	211	194	317	25936	9826	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000068.spe	99.54	6.71	1	0.010267	-0.009931	0.009900	0.077115	48121	1.86	108	403	0	63	1793	725	2181	242824	0	2419	51	346	860	39835	79	296	160	7	145	482	152	11221	171	297	59	97	67	0	0	8	0	400	754	2315	71	86	8	127	259	242	360	25270	9710	0.100	
C:\Data\CD166_19_(2020)_processed\CD166_19_S1\CD166_19_S1_REP2\XRF data\L000069.spe	100.54	6.70	1	0.010267	-0.009931	0.009900	0.077115	47768	1.76	88	392	0	71	1624	657	2133	239427	0	2557	24	303	836	39621	112	206	143	23	91	468	15	11275	147	50	46	138	93	0	0	35	0	408	764	2213	5	203	116	297	290	277	325	25702	9910	0.101	
