C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data     06-Oct-20  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	Ga	Ge	Br	Rb	Sr	Y	Zr	Pd	Cd	I	Cs	Ba	Nd	Sm	Yb	Ta	W	Pb	Bi	Fe a*2	Fe a+b	S1	S2	S3	Mo inc	Mo coh	Dt	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000010.spe	34.22	6.96	1	0.010267	-0.009931	0.009900	0.077115	46512	1.53	148	1381	0	0	756	548	10205	37311	0	9942	126	621	3424	119344	167	194	563	207	51	395	1001	5922	158	3433	0	0	0	0	240	175	106	109	990	2581	33	168	290	308	746	425	848	31229	10474	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000011.spe	35.22	6.96	1	0.010267	-0.009931	0.009900	0.077115	46104	1.51	170	1350	0	0	728	529	10199	38370	0	9211	214	605	3213	113713	0	141	622	237	75	328	1082	6013	248	3501	0	0	0	0	291	147	89	201	979	2506	201	311	294	214	776	385	661	32458	10672	0.115	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000012.spe	36.22	6.96	1	0.010267	-0.009931	0.009900	0.077115	46056	1.55	171	1360	0	6	834	538	10391	40574	0	9541	192	669	3112	112607	37	177	550	193	112	468	1154	5839	133	3459	28	0	35	0	207	140	121	252	931	2551	127	171	214	33	524	486	909	31757	10615	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000013.spe	37.22	6.96	1	0.010267	-0.009931	0.009900	0.077115	46503	1.53	185	1371	0	0	813	546	10184	42799	0	9377	136	584	3088	112077	121	93	550	197	98	372	1092	6031	177	3510	0	0	0	0	238	115	112	121	991	2639	53	183	209	0	604	414	852	32673	10538	0.116	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000014.spe	38.22	6.96	1	0.010267	-0.009931	0.009900	0.077115	46018	1.45	159	1377	0	17	838	576	10332	48706	0	8303	150	608	3025	104882	90	151	566	290	41	526	1100	5933	286	3546	0	0	21	0	276	132	142	176	945	2624	119	250	246	95	651	454	745	33278	10920	0.116	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000015.spe	39.22	6.95	1	0.010267	-0.009931	0.009900	0.077115	45756	1.50	166	1274	0	0	813	548	10133	54440	0	7723	118	552	3003	99347	68	106	544	237	151	417	1133	5668	192	3512	0	9	0	0	198	111	100	65	868	2639	31	216	158	182	618	377	591	32896	10383	0.117	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000016.spe	40.22	6.95	1	0.010267	-0.009931	0.009900	0.077115	46154	1.57	172	1194	0	6	844	600	10285	55796	0	7776	165	542	3286	98961	54	96	506	276	59	424	982	5646	139	2969	0	0	50	0	201	134	115	251	914	2566	141	281	216	330	717	310	609	33374	10534	0.117	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000017.spe	41.22	6.95	1	0.010267	-0.009931	0.009900	0.077115	45820	1.58	124	1227	0	21	917	550	9896	56387	0	7745	159	554	3357	97746	134	191	542	287	103	511	937	5639	298	3089	0	0	27	0	203	116	97	118	938	2567	122	332	211	442	753	404	617	33775	10708	0.117	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000018.spe	42.22	6.95	1	0.010267	-0.009931	0.009900	0.077115	46606	1.46	160	1172	0	0	928	519	9406	59463	0	7455	113	541	3196	102097	96	255	560	227	100	449	867	5639	307	3013	0	0	0	0	204	133	105	276	1030	2588	62	247	312	364	741	428	543	33845	10754	0.116	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000019.spe	43.22	6.94	1	0.010267	-0.009931	0.009900	0.077115	45808	1.52	121	1096	0	0	920	615	9308	57881	0	7695	165	575	3266	102470	135	226	541	264	129	460	976	5597	183	3041	0	4	13	0	178	139	103	193	1023	2462	62	275	94	33	603	423	596	32520	10564	0.115	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000020.spe	44.22	6.94	1	0.010267	-0.009931	0.009900	0.077115	45244	1.46	149	1269	0	0	799	540	9810	51476	0	8149	64	538	3345	104109	75	183	501	245	101	441	914	5642	247	3269	16	0	25	0	240	109	127	204	931	2455	121	211	169	330	763	320	399	31581	10045	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000021.spe	45.22	6.94	1	0.010267	-0.009931	0.009900	0.077115	45559	1.47	134	1300	0	0	826	566	9961	52198	0	8836	253	557	3510	106356	159	208	515	210	56	498	954	6321	210	2912	24	0	52	0	264	164	93	178	987	2460	89	327	220	109	793	410	564	31355	10354	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000022.spe	46.22	6.94	1	0.010267	-0.009931	0.009900	0.077115	45647	1.49	173	1272	0	0	765	590	9675	58110	0	8324	107	549	3571	102196	103	145	462	187	123	375	1042	6597	212	2811	0	0	45	0	191	141	128	105	941	2620	116	226	249	59	669	381	532	31893	10727	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000023.spe	47.22	6.93	1	0.010267	-0.009931	0.009900	0.077115	45419	1.51	125	1244	0	0	842	541	10164	51084	0	8483	84	618	4320	104464	119	208	608	201	94	491	1078	5633	234	3389	0	0	0	0	253	105	144	229	908	2462	6	264	295	245	605	366	898	32051	10392	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000024.spe	48.22	6.93	1	0.010267	-0.009931	0.009900	0.077115	46651	1.57	153	1288	0	0	707	531	9735	49022	0	9866	25	592	3800	115947	184	205	615	251	56	337	955	6116	313	3056	5	0	0	0	258	115	95	124	950	2521	126	226	258	82	721	600	847	31394	10554	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000025.spe	49.22	6.93	1	0.010267	-0.009931	0.009900	0.077115	47348	1.60	125	1213	0	0	837	484	9801	47039	0	10187	245	599	3573	120596	99	155	554	237	24	438	974	5978	177	3517	0	0	9	0	259	125	152	138	948	2574	46	254	353	318	830	414	698	31613	10485	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000026.spe	50.22	6.93	1	0.010267	-0.009931	0.009900	0.077115	46322	1.52	115	1189	0	0	900	503	9871	47278	0	8504	155	575	3686	109014	92	237	539	206	123	507	1130	5821	125	3449	0	0	32	0	272	78	153	236	1020	2481	66	321	238	0	800	412	738	32418	10864	0.116	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000027.spe	51.22	6.92	1	0.010267	-0.009931	0.009900	0.077115	45873	1.50	155	1290	0	14	846	565	10536	44695	0	8302	130	523	3829	105565	24	99	515	271	144	451	1041	5590	240	3420	0	8	39	0	192	131	121	211	975	2576	107	329	249	387	584	392	872	32980	10564	0.117	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000028.spe	52.22	6.92	1	0.010267	-0.009931	0.009900	0.077115	46211	1.63	144	1289	0	0	882	576	10432	44165	0	8476	108	591	3745	107380	204	195	661	288	59	530	1079	5830	266	3448	0	0	40	0	226	134	75	32	908	2641	125	243	246	287	618	377	706	33389	10550	0.116	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000029.spe	53.22	6.92	1	0.010267	-0.009931	0.009900	0.077115	46715	1.56	142	1296	0	22	859	561	10147	48481	0	8864	106	617	3443	110276	144	197	709	314	115	449	1222	5551	244	3536	0	0	26	0	240	161	164	110	936	2559	106	241	335	0	660	528	637	33002	10585	0.115	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000030.spe	54.22	6.92	1	0.010267	-0.009931	0.009900	0.077115	46489	1.57	175	1172	0	0	856	505	10219	45316	0	9248	218	586	3631	110247	150	172	604	257	101	476	1150	5376	254	3474	8	0	34	0	277	70	138	134	924	2618	179	275	174	76	759	422	610	33550	10657	0.116	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000031.spe	55.22	6.91	1	0.010267	-0.009931	0.009900	0.077115	46303	1.52	155	1227	0	0	764	541	10154	38894	0	9833	121	585	3588	115147	68	122	501	210	18	414	1041	5726	264	3527	0	0	0	0	270	169	117	267	1080	2540	116	310	251	103	798	413	652	31683	10287	0.115	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000032.spe	56.22	6.92	1	0.010267	-0.009931	0.009900	0.077115	46872	1.56	150	1198	0	0	905	566	10167	44373	0	9166	181	562	3378	113007	109	130	534	266	86	374	1085	6082	232	3427	0	0	0	0	200	133	98	105	985	2700	68	254	284	208	724	393	716	33373	10528	0.115	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000033.spe	57.22	6.90	1	0.010267	-0.009931	0.009900	0.077115	47332	1.62	108	1116	0	0	1010	554	9794	57673	0	8360	137	551	3435	105489	155	103	591	132	104	543	965	6066	183	3436	0	0	0	0	213	128	77	132	1070	2496	143	169	244	160	655	388	674	33283	10830	0.116	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000034.spe	58.22	6.90	1	0.010267	-0.009931	0.009900	0.077115	46297	1.52	141	1053	0	16	1079	590	9520	60825	24	7675	116	536	3360	101374	147	241	530	267	20	581	997	6066	261	3055	0	0	8	0	187	133	165	86	913	2422	130	184	229	41	653	415	629	32920	10768	0.115	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000035.spe	59.22	6.90	1	0.010267	-0.009931	0.009900	0.077115	46025	1.50	117	1096	0	4	953	501	9260	63621	0	8337	24	599	3157	102208	146	182	492	178	94	371	972	6125	195	2870	29	4	7	0	193	131	99	188	914	2453	115	208	315	67	711	462	684	32603	10335	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000036.spe	60.22	6.90	1	0.010267	-0.009931	0.009900	0.077115	46585	1.66	157	1102	0	25	1020	547	9065	61869	0	9162	200	660	3134	109336	217	139	543	77	45	424	1013	5956	255	2949	4	23	49	0	251	122	124	74	915	2478	201	251	235	0	669	463	683	31119	10187	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000037.spe	61.22	6.90	1	0.010267	-0.009931	0.009900	0.077115	45042	1.50	94	1138	0	6	779	535	9290	55999	0	9020	89	618	3077	108434	98	121	492	304	35	425	815	5753	364	3077	0	5	0	0	255	97	149	139	871	2352	115	262	348	280	701	498	709	30298	9646	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000038.spe	62.22	6.91	1	0.010267	-0.009931	0.009900	0.077115	47718	1.55	158	1281	0	16	827	580	9633	53880	0	10525	164	605	3509	122940	61	108	468	146	23	365	970	5971	236	3069	0	0	0	0	231	143	129	272	928	2334	71	190	290	125	705	425	1046	31156	10337	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000039.spe	63.22	6.91	1	0.010267	-0.009931	0.009900	0.077115	47266	1.58	141	1288	0	10	800	564	9498	52819	0	10409	155	625	3554	125050	161	278	606	197	19	379	938	5940	182	3121	7	0	43	0	330	140	170	164	822	2502	88	238	190	166	817	411	755	29862	10252	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000040.spe	64.22	6.90	1	0.010267	-0.009931	0.009900	0.077115	47186	1.52	144	1116	0	4	819	538	8887	68248	0	9633	130	572	3284	111286	146	117	565	182	83	421	999	5779	140	3011	6	0	18	0	227	82	63	54	835	2459	32	189	204	88	713	343	876	30775	10255	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000041.spe	65.22	6.89	1	0.010267	-0.009931	0.009900	0.077115	47321	1.56	151	1202	0	0	824	542	9077	64579	0	10148	191	622	3273	114524	7	66	483	91	169	482	1016	5799	166	2856	11	0	0	0	255	156	79	275	971	2340	122	205	178	58	776	432	572	31434	10571	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000042.spe	66.22	6.90	1	0.010267	-0.009931	0.009900	0.077115	46722	1.60	142	1157	0	17	877	530	9418	65524	0	9907	154	595	3399	112823	179	126	512	171	0	524	881	5658	272	2845	33	0	34	0	221	127	102	18	928	2506	92	225	212	218	770	459	649	30067	10340	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000043.spe	67.22	6.90	1	0.010267	-0.009931	0.009900	0.077115	47967	1.65	165	1198	0	0	843	560	9271	67054	0	10661	185	614	3459	126076	107	120	565	206	54	429	868	5842	149	2753	0	0	54	0	313	144	143	159	938	2454	57	229	305	97	775	494	857	28909	9865	0.107	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000044.spe	68.22	6.89	1	0.010267	-0.009931	0.009900	0.077115	48196	1.56	166	1266	0	0	788	646	9326	62288	0	11491	204	708	3340	134827	88	91	524	117	0	391	816	5703	207	2628	0	0	30	0	274	88	111	126	827	2472	0	112	295	69	683	493	1410	27804	10010	0.107	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000045.spe	69.22	6.89	1	0.010267	-0.009931	0.009900	0.077115	48498	1.52	156	1307	0	0	799	614	9072	57184	0	11908	239	786	3291	140512	58	156	540	120	99	370	801	5820	194	2816	0	0	11	0	261	161	152	149	875	2237	52	229	363	199	670	528	1325	28004	9701	0.106	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000046.spe	70.22	6.88	1	0.010267	-0.009931	0.009900	0.077115	47170	1.70	214	1211	0	19	868	482	8897	59164	0	11238	137	699	3209	123923	127	173	559	150	51	383	855	5916	145	2912	0	11	40	0	266	104	145	102	853	2398	115	179	332	104	752	466	840	29407	10214	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000047.spe	71.22	6.87	1	0.010267	-0.009931	0.009900	0.077115	46367	1.52	155	1246	0	0	764	517	9361	55828	0	10212	246	663	3105	114726	83	184	477	193	65	399	873	5955	236	3146	21	7	42	0	243	152	137	236	835	2420	87	254	341	269	769	401	597	30190	10313	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000048.spe	72.22	6.88	1	0.010267	-0.009931	0.009900	0.077115	45635	1.52	151	1246	0	0	809	545	9224	55535	0	9861	143	628	3001	110927	100	152	507	111	13	430	972	5856	273	2801	0	0	22	0	240	99	101	93	911	2438	122	213	158	0	584	481	696	30766	10070	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000049.spe	73.22	6.88	1	0.010267	-0.009931	0.009900	0.077115	46632	1.65	106	1188	0	0	708	491	9214	58121	0	10509	96	622	3205	115090	168	173	585	220	70	441	970	6056	258	3151	0	0	15	0	259	114	135	97	913	2512	87	183	157	240	715	429	813	30593	9942	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000050.spe	74.22	6.88	1	0.010267	-0.009931	0.009900	0.077115	46463	1.58	119	1204	0	0	778	538	9822	50994	0	10278	225	607	3052	116502	125	119	525	145	40	406	1003	5797	236	3520	0	0	31	0	259	146	106	154	925	2448	128	199	250	75	684	378	869	30266	10396	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000051.spe	75.22	6.89	1	0.010267	-0.009931	0.009900	0.077115	46678	1.63	184	1262	0	0	751	568	9805	49474	0	10543	208	570	3300	117073	135	182	711	144	130	460	868	5836	312	3106	0	0	0	0	224	115	144	219	978	2474	118	242	258	218	835	495	628	31455	10375	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000052.spe	76.22	6.88	1	0.010267	-0.009931	0.009900	0.077115	46865	1.52	157	1346	0	13	715	578	9754	46267	0	10796	213	623	3385	120969	121	154	507	264	0	371	924	6086	245	3365	29	0	11	0	268	122	137	141	901	2529	171	178	309	394	828	359	804	30955	10166	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000053.spe	77.22	6.89	1	0.010267	-0.009931	0.009900	0.077115	46147	1.57	149	1279	0	0	717	571	9771	50733	0	10141	124	571	3346	116702	70	200	517	211	81	516	903	5689	127	3163	0	0	0	0	230	111	156	180	918	2542	29	273	219	262	738	530	709	30020	10076	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000054.spe	78.22	6.89	1	0.010267	-0.009931	0.009900	0.077115	47105	1.52	187	1302	0	25	727	590	9274	45687	0	11841	246	736	3345	131223	80	216	554	248	55	397	975	6262	173	3090	25	6	0	0	340	149	121	213	904	2417	134	270	239	108	782	554	790	28696	10023	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000055.spe	79.22	6.89	1	0.010267	-0.009931	0.009900	0.077115	47804	1.71	195	1383	0	14	679	569	9250	41603	0	13041	117	687	3475	140151	132	102	569	189	80	341	959	6719	217	2839	0	0	0	0	258	112	100	169	864	2340	10	319	243	117	969	561	735	28613	10184	0.108	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000056.spe	80.22	6.88	1	0.010267	-0.009931	0.009900	0.077115	49567	1.66	111	1286	0	0	708	594	9144	38384	0	15338	178	804	3954	160239	160	160	551	237	56	337	884	6246	161	2718	0	0	0	0	358	166	210	154	857	2393	130	200	258	246	940	623	984	26785	9479	0.105	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000057.spe	81.22	6.88	1	0.010267	-0.009931	0.009900	0.077115	52185	1.72	185	1376	0	0	644	582	8885	42075	0	17387	221	795	3612	175238	143	210	547	215	171	350	757	6422	264	2690	0	0	6	0	273	104	158	136	788	2340	149	248	307	209	995	624	1199	27271	9498	0.106	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000058.spe	82.22	6.87	1	0.010267	-0.009931	0.009900	0.077115	52633	1.60	149	1199	0	0	779	554	8662	63065	0	14887	115	732	3586	158381	101	146	601	111	57	371	762	6252	312	2982	0	0	50	0	332	88	141	150	805	2321	15	133	351	111	891	652	1070	29421	10552	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000059.spe	83.22	6.86	1	0.010267	-0.009931	0.009900	0.077115	44882	1.48	125	1068	0	12	874	575	8536	79659	0	8391	109	594	3629	99672	100	114	527	202	22	389	775	5683	125	2474	14	22	28	0	230	125	117	141	864	2388	120	215	293	75	737	363	619	29237	9960	0.108	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000060.spe	84.22	6.87	1	0.010267	-0.009931	0.009900	0.077115	47128	1.59	191	1190	0	0	695	609	8230	62695	0	12374	169	600	3100	130973	85	98	508	181	143	331	759	6297	236	2592	0	33	9	0	286	134	117	190	824	2265	45	224	338	198	980	484	516	27310	9737	0.105	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000061.spe	85.22	6.87	1	0.010267	-0.009931	0.009900	0.077115	47878	1.71	185	1344	0	0	609	554	8404	55832	0	13088	155	701	2785	139838	112	193	577	216	29	267	793	6670	267	2563	9	0	0	0	265	120	156	155	793	2307	17	228	329	197	884	430	926	27558	9911	0.106	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000062.spe	86.22	6.87	1	0.010267	-0.009931	0.009900	0.077115	48985	1.73	162	1292	0	20	670	590	8651	54138	0	14063	229	713	3114	147383	42	210	530	205	12	357	735	6808	233	2558	0	0	21	0	284	146	134	200	764	2296	112	206	176	180	1005	514	834	27289	9694	0.105	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000063.spe	87.22	6.87	1	0.010267	-0.009931	0.009900	0.077115	48830	1.67	135	1304	0	0	645	633	8430	50306	0	13797	236	783	3284	149998	157	187	455	188	44	304	841	6590	246	2653	0	0	0	0	279	152	171	62	743	2323	0	159	301	168	1016	516	821	26975	9653	0.106	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000064.spe	88.22	6.87	1	0.010267	-0.009931	0.009900	0.077115	49367	1.55	117	1365	0	0	661	623	8695	49363	0	14330	199	832	4160	154168	154	217	576	194	100	254	764	6696	108	2578	0	0	0	0	285	154	165	193	754	2390	34	282	278	204	1009	547	927	26840	9711	0.105	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000065.spe	89.22	6.86	1	0.010267	-0.009931	0.009900	0.077115	51406	1.76	147	1332	6	0	604	588	8313	50000	0	16260	305	782	3858	171539	154	227	483	142	77	225	612	6773	271	2333	0	0	0	0	457	142	139	148	689	2279	62	149	202	291	1129	657	1040	26239	9491	0.103	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000066.spe	90.22	6.86	1	0.010267	-0.009931	0.009900	0.077115	52646	1.71	152	1316	0	12	622	606	7862	51312	0	17984	245	875	3407	180094	111	169	582	198	187	322	671	6716	249	2442	0	7	31	0	373	128	190	205	809	2121	50	186	474	258	1029	608	1090	26600	9342	0.103	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000067.spe	91.22	6.86	1	0.010267	-0.009931	0.009900	0.077115	53304	1.73	135	1323	0	0	595	597	8065	50057	0	18493	288	881	3585	183168	191	226	593	243	103	172	578	6819	206	2438	0	0	0	0	348	132	170	87	704	2260	19	146	479	358	1213	630	1024	27137	9637	0.104	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP2\XRF data\L000068.spe	92.22	6.86	1	0.010267	-0.009931	0.009900	0.077115	52798	1.69	159	1295	0	0	619	613	8248	54000	0	17426	324	811	3569	174929	160	165	617	162	110	338	738	6861	233	2458	0	0	12	0	440	98	166	145	846	2346	93	147	281	194	1157	646	1076	27286	9778	0.104	
