C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data     06-Oct-20  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	Ga	Ge	Br	Rb	Sr	Y	Zr	Pd	Cd	I	Cs	Ba	Nd	Sm	Yb	Ta	W	Pb	Bi	Fe a*2	Fe a+b	S1	S2	S3	Mo inc	Mo coh	Dt	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000010.spe	39.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	50292	1.66	141	983	0	0	1024	725	6565	32392	0	8433	328	889	3926	164829	321	518	377	95	31	462	1115	3671	215	917	0	0	28	0	363	138	218	174	974	2172	61	175	477	6	1267	609	839	31805	9790	0.108	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000011.spe	40.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	48835	1.61	105	811	0	0	927	652	6382	46788	0	7144	259	776	3881	146859	287	457	439	95	45	482	902	4045	221	920	6	0	20	0	280	119	144	158	999	2194	185	200	379	267	979	649	1018	30763	9980	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000012.spe	41.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	49803	1.49	102	817	0	0	947	623	6324	35869	0	8248	318	895	3822	161175	409	505	468	139	0	431	912	3728	167	734	0	0	0	0	322	127	200	51	1060	2296	99	222	339	272	1205	631	1115	31239	9623	0.108	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000013.spe	42.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	48470	1.51	124	806	0	0	1067	709	6199	62365	0	6543	316	714	3078	132286	288	410	347	37	36	413	842	5552	193	574	0	12	59	0	300	135	185	187	1024	2333	173	209	245	211	1037	522	817	31845	10219	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000014.spe	43.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	48213	1.56	90	752	0	0	1055	651	6405	64635	26	6499	199	716	2754	130819	289	449	362	167	82	423	1003	5828	72	664	0	6	0	0	276	163	135	200	970	2307	50	217	372	196	976	590	943	31196	9850	0.108	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000015.spe	44.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	48930	1.59	124	699	0	12	984	693	6160	62504	26	6331	227	675	9318	131629	290	610	353	114	60	411	895	5501	130	837	0	0	21	0	257	115	228	288	985	2322	84	192	329	0	902	519	984	30573	9825	0.108	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000016.spe	45.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	48251	1.56	103	681	0	9	945	703	6158	64622	95	6103	306	720	6157	129285	323	460	336	104	11	497	1022	5529	229	596	35	0	28	0	266	159	185	95	975	2334	152	257	197	78	874	480	850	30634	9727	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000017.spe	46.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	50809	1.65	94	724	0	0	1072	626	6551	50943	0	7388	310	890	3911	150851	391	495	480	100	42	541	926	5369	252	858	0	0	78	0	313	122	189	61	1046	2417	90	245	191	178	1018	686	1203	31545	10200	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000018.spe	47.75	8.06	1	0.010267	-0.009931	0.009900	0.077115	51792	1.55	79	709	0	22	1077	660	6684	38080	0	8341	326	926	5545	164333	369	541	425	92	0	526	829	4277	312	735	5	0	62	0	431	160	236	105	1074	2402	108	205	350	447	1164	743	1265	32123	9947	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000019.spe	48.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	48504	1.60	43	713	0	0	1034	654	6174	62165	0	6431	243	728	3677	132590	312	500	357	27	31	432	1024	5548	191	619	0	0	41	0	270	145	173	202	953	2321	106	245	283	141	734	497	1188	30795	9881	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000020.spe	49.75	8.03	1	0.010267	-0.009931	0.009900	0.077115	50456	1.53	107	728	0	0	1097	662	6235	50177	8	7563	380	888	4190	153312	335	510	366	204	0	366	953	4896	180	904	0	0	52	0	322	163	183	126	953	2431	55	256	285	60	1044	618	1203	30567	9749	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000021.spe	50.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	52314	1.60	112	654	0	0	979	608	6646	39833	11	7978	368	799	4095	167566	433	537	493	170	0	518	910	4404	250	773	0	0	0	0	354	148	227	74	1054	2465	185	269	435	321	1165	645	1143	31787	10278	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000022.spe	51.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	53972	1.56	120	683	0	0	1020	599	6668	38927	62	8657	311	860	5799	174072	350	560	438	83	0	624	994	4237	307	992	9	0	33	0	409	185	232	195	1184	2400	152	243	340	244	1256	706	1280	32341	10283	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000023.spe	52.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	54571	1.69	143	660	0	22	1028	660	6559	28660	0	8836	416	917	9517	182553	402	687	420	129	0	502	1043	4036	324	846	0	0	9	0	484	153	250	205	1173	2435	284	311	463	294	1482	744	1055	32443	10164	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000024.spe	53.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	53961	1.69	115	660	0	0	982	639	6500	28733	0	8971	514	883	4324	181833	375	571	521	221	20	487	883	4004	143	948	0	0	40	0	431	233	225	129	1113	2568	151	263	466	608	1240	832	1214	32833	9944	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000025.spe	54.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	54069	1.81	87	645	0	0	919	625	6558	29937	39	9036	471	1021	3955	183311	410	528	409	110	57	456	886	4739	234	811	7	0	36	0	462	178	205	137	1079	2508	164	290	526	374	1407	689	1258	31763	10216	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000026.spe	55.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	54715	1.63	80	587	0	8	983	644	6584	32218	0	9192	419	910	4303	181267	268	554	333	100	49	552	856	4916	183	891	0	0	18	0	410	254	208	258	1104	2439	204	208	388	396	1287	733	1437	32769	10286	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000027.spe	56.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	56335	1.65	102	643	0	19	990	626	6557	28868	0	9123	491	1019	4203	192087	416	638	521	128	15	490	1109	3477	208	1002	20	0	15	0	421	173	286	182	1270	2503	194	175	408	174	1399	683	1510	33636	10310	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000028.spe	57.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	55075	1.70	102	610	0	11	1077	658	6360	30919	20	9115	475	982	5574	183317	405	598	418	117	69	466	1150	3864	171	892	0	0	19	0	391	209	235	251	1117	2298	145	158	312	81	1318	775	1362	33294	10420	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000029.spe	58.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	53849	1.71	75	642	0	0	970	661	6358	29538	41	8829	366	996	6982	172968	466	636	381	50	0	387	1072	4501	244	851	0	0	49	0	438	193	233	52	1086	2542	62	191	440	49	1270	725	1064	33714	10403	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000030.spe	59.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	54097	1.70	96	664	0	34	920	631	6494	28710	44	8538	440	957	3633	176343	393	630	407	62	38	534	972	4723	161	878	0	0	0	0	468	173	228	129	1156	2482	94	174	563	184	1344	791	1325	33400	10657	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000031.spe	60.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	55921	1.73	106	608	0	0	878	653	6527	24613	19	9351	411	1016	4857	189064	501	642	499	191	58	528	1116	3779	278	734	0	0	0	0	439	185	262	71	1211	2587	134	225	528	239	1389	788	1429	34610	10580	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000032.spe	61.75	8.05	1	0.010267	-0.009931	0.009900	0.077115	57123	1.72	122	611	0	0	895	588	6565	24693	0	9531	443	989	5804	193216	394	585	494	106	0	611	1155	3502	183	897	0	0	19	0	454	192	262	248	1189	2448	167	153	468	89	1400	765	1430	35475	10641	0.115	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000033.spe	62.75	8.04	1	0.010267	-0.009931	0.009900	0.077115	59940	1.77	120	628	0	0	1006	659	6804	26065	0	9972	491	1042	4338	204756	415	671	500	198	61	674	1118	3835	274	1105	0	0	44	0	460	204	242	154	1313	2546	216	293	487	262	1501	852	1650	37039	11044	0.117	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000034.spe	63.75	8.03	1	0.010267	-0.009931	0.009900	0.077115	62192	1.85	139	843	0	0	1061	629	7517	34844	44	10160	382	1076	4645	206855	428	664	511	87	71	535	1154	4214	363	931	0	0	8	0	414	191	224	155	1259	2742	220	288	404	204	1503	777	1249	38299	11612	0.118	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000035.spe	64.75	8.01	1	0.010267	-0.009931	0.009900	0.077115	59268	1.72	115	902	0	6	1260	643	7441	38710	0	9624	342	1051	5493	196057	460	686	508	174	42	525	1191	3741	198	1007	0	0	22	0	454	212	281	214	1209	2594	175	240	422	110	1445	914	1352	35003	10700	0.115	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000036.spe	65.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	57510	1.71	123	894	0	54	1166	621	6950	34610	0	9647	386	1018	4296	194784	471	639	536	129	131	661	1042	3629	137	998	6	0	18	0	428	178	217	62	1128	2548	200	272	326	230	1296	784	1495	33770	10366	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000037.spe	66.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	54659	1.62	141	707	0	0	1058	655	6338	38935	0	8515	396	1025	5556	176378	472	665	485	197	24	575	1014	3900	152	835	0	0	0	0	366	162	213	74	1124	2507	167	257	395	216	1083	720	1791	33535	10233	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000038.spe	67.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	54768	1.62	104	664	0	18	1015	643	6052	30674	0	8624	437	975	6316	180028	492	607	416	116	111	579	846	4073	248	946	0	0	0	0	399	226	215	148	1223	2503	229	258	361	556	1205	832	1415	34129	10335	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000039.spe	68.75	7.97	1	0.010267	-0.009931	0.009900	0.077115	54249	1.68	88	656	0	38	938	597	6122	33300	0	8582	424	940	5163	175019	428	562	367	43	28	481	1150	4633	208	814	0	0	40	0	349	228	185	150	1205	2437	240	285	224	88	1394	820	1049	33855	10594	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000040.spe	69.75	7.97	1	0.010267	-0.009931	0.009900	0.077115	54889	1.70	137	663	0	18	898	607	6121	34001	0	8588	432	873	10290	172547	556	588	415	206	0	563	987	5035	263	868	0	0	32	0	381	159	281	133	1258	2573	140	175	532	228	1167	809	1427	33917	10495	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000041.spe	70.75	7.97	1	0.010267	-0.009931	0.009900	0.077115	55069	1.67	84	628	0	0	1093	555	6011	52081	0	7857	313	960	7066	165736	483	576	334	78	22	628	1065	5627	164	745	0	0	0	0	405	200	179	160	1153	2583	174	280	455	85	1307	698	1150	33339	10726	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000042.spe	71.75	7.96	1	0.010267	-0.009931	0.009900	0.077115	53691	1.60	106	642	0	0	1042	606	5738	57756	0	7595	389	878	7810	157266	457	531	261	120	25	624	808	5517	199	866	14	0	62	0	378	205	159	105	1153	2533	188	299	257	325	972	676	1483	31984	10473	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000043.spe	72.75	7.97	1	0.010267	-0.009931	0.009900	0.077115	51655	1.63	37	543	0	0	949	514	5586	51615	0	7181	304	827	4933	151410	340	534	427	81	89	399	893	5622	140	672	0	0	0	0	306	157	182	198	1132	2444	175	214	327	318	1244	678	1081	32259	10308	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000044.spe	73.75	7.97	1	0.010267	-0.009931	0.009900	0.077115	55396	1.65	104	650	0	18	965	603	6179	28020	0	8827	432	889	5600	184450	414	615	416	86	47	545	983	4224	150	848	0	0	0	0	372	208	253	128	1248	2459	158	212	398	303	1396	773	1355	34204	10391	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000045.spe	74.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	55733	1.67	89	644	0	6	858	636	6083	22837	0	9357	323	1032	4944	189652	360	589	365	133	74	537	1069	3421	178	918	0	0	6	0	400	186	237	148	1202	2461	122	214	449	179	1469	746	1278	34574	10729	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000046.spe	75.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	56014	1.68	113	568	0	0	904	574	6048	18495	0	9610	474	1152	4341	194441	342	607	456	155	79	510	1028	3374	152	995	0	0	8	0	461	214	257	243	1284	2427	173	231	407	245	1441	805	1573	34555	10525	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000047.spe	76.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	55833	1.70	123	642	0	0	975	611	5986	20005	0	9529	472	1136	3601	192358	422	631	418	132	44	550	1075	3450	94	961	0	0	15	0	325	265	240	148	1167	2498	132	226	477	158	1324	782	1560	35019	10378	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000048.spe	77.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	55010	1.63	133	597	0	22	972	598	5896	25347	0	8834	386	1012	3299	184321	367	536	343	112	115	572	911	3733	281	838	19	0	15	0	477	178	209	163	1224	2503	202	215	363	487	1256	718	1526	34905	10652	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000049.spe	78.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	55515	1.60	108	620	0	11	948	597	5935	22108	12	9190	440	1077	3567	190427	459	604	403	94	40	532	1020	3766	180	977	0	4	55	0	452	222	276	59	1166	2519	121	192	527	228	1235	747	1459	33961	10328	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000050.spe	79.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	53693	1.64	123	663	0	0	927	631	5830	37609	0	8407	375	996	3037	170105	242	488	279	79	72	558	1059	4662	207	819	6	0	114	0	416	189	198	240	1210	2459	135	250	330	0	1314	682	1016	33738	10841	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000051.spe	80.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	52752	1.55	112	613	0	0	950	630	5843	53461	61	7679	311	875	2556	154814	276	459	459	102	24	620	989	5167	135	767	7	0	0	0	296	163	201	185	1193	2444	170	260	394	0	1090	621	1210	34004	10800	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000052.spe	81.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	52605	1.60	101	636	0	11	974	595	5623	50247	0	7711	334	870	3701	153635	283	512	382	0	43	513	918	5271	181	776	24	0	12	0	309	179	201	238	1247	2472	206	249	298	37	1343	520	898	33435	10801	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000053.spe	82.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	54069	1.53	95	638	0	0	867	590	5792	36601	0	8713	273	963	3255	173243	380	651	401	149	11	562	982	4387	173	849	23	0	36	0	404	231	216	114	1222	2594	235	178	327	214	1163	730	1386	33928	10473	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000054.spe	83.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	54101	1.67	97	654	0	0	932	591	5789	34019	29	9077	326	912	3135	176540	469	638	384	85	62	534	1113	4715	119	868	0	0	23	0	325	162	173	66	1183	2589	149	213	491	39	1381	770	1257	32674	10401	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000055.spe	84.75	7.98	1	0.010267	-0.009931	0.009900	0.077115	52299	1.52	111	624	0	0	1032	637	5431	56193	0	7696	313	882	2952	151658	333	511	409	60	48	474	780	5500	217	833	0	0	50	0	263	145	164	141	1141	2444	117	219	297	207	970	627	1074	32728	10431	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000056.spe	85.75	7.99	1	0.010267	-0.009931	0.009900	0.077115	52953	1.63	100	614	0	23	892	569	5612	48791	63	8274	288	876	2729	159774	358	471	344	76	0	541	939	5388	148	872	13	0	38	0	314	170	226	131	1238	2545	218	247	323	34	1099	629	1183	33100	10404	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000057.spe	86.75	7.99	1	0.010267	-0.009931	0.009900	0.077115	53171	1.71	126	612	0	0	952	679	5556	45449	0	8726	293	981	3143	163929	335	611	499	150	85	549	749	5230	213	769	0	0	26	0	318	153	217	143	1197	2559	146	282	463	318	1253	646	1284	32816	10508	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000058.spe	87.75	7.99	1	0.010267	-0.009931	0.009900	0.077115	52262	1.66	106	584	0	8	893	666	5422	46070	43	8581	266	947	2946	159901	410	592	437	121	37	477	943	4942	144	779	0	0	39	0	280	178	206	93	1058	2580	124	84	353	91	1136	590	1280	32935	10112	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000059.spe	88.75	7.99	1	0.010267	-0.009931	0.009900	0.077115	52294	1.63	122	634	0	0	887	605	5313	45849	0	8178	350	888	2535	164239	282	601	447	60	45	531	808	4454	213	842	18	0	36	0	293	142	204	225	1152	2343	163	271	280	234	835	686	1611	31680	10038	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000060.spe	89.75	7.99	1	0.010267	-0.009931	0.009900	0.077115	51823	1.62	54	609	0	0	853	642	5272	34418	0	8524	450	856	3026	168219	286	610	384	88	17	484	847	4356	237	1006	0	0	35	0	268	144	197	198	1130	2419	175	193	339	134	1300	700	1002	32034	10360	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000061.spe	90.75	8.00	1	0.010267	-0.009931	0.009900	0.077115	53344	1.64	76	531	0	12	899	595	5532	32450	0	8610	416	920	3358	173276	347	606	376	117	117	475	993	4629	265	910	0	0	0	0	317	151	224	205	1144	2503	179	155	512	55	1223	676	1416	32997	10020	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000062.spe	91.75	8.01	1	0.010267	-0.009931	0.009900	0.077115	51617	1.68	117	542	0	0	916	651	5355	33020	0	8628	395	974	4026	166123	370	593	410	129	43	522	895	4649	206	924	0	0	41	0	332	155	146	78	1074	2419	160	231	317	218	1276	633	1084	32461	10325	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000063.spe	92.75	8.01	1	0.010267	-0.009931	0.009900	0.077115	53360	1.66	92	535	0	0	934	636	5430	38889	0	8431	319	947	8311	166674	528	553	356	119	12	498	895	5001	141	815	4	0	40	0	345	165	186	99	1136	2499	176	260	303	122	1210	664	1450	32789	10264	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000064.spe	93.75	8.01	1	0.010267	-0.009931	0.009900	0.077115	52010	1.65	65	557	0	4	974	618	5455	46281	31	7915	341	840	4412	157143	362	552	412	175	55	484	950	5500	187	654	0	0	33	0	294	185	168	112	1124	2523	137	178	349	63	1023	606	1204	32318	10162	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000065.spe	94.75	8.02	1	0.010267	-0.009931	0.009900	0.077115	51548	1.64	100	544	0	7	1002	634	5362	60724	0	7302	302	811	3119	146550	254	517	297	82	50	507	565	6165	243	750	0	0	96	0	333	177	148	239	1077	2554	120	256	271	490	1166	563	1005	32188	10761	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000066.spe	95.75	8.02	1	0.010267	-0.009931	0.009900	0.077115	52318	1.62	105	501	0	11	986	617	5411	53670	0	7744	359	850	3147	153041	333	518	446	282	0	576	730	5667	275	716	0	13	46	0	311	171	181	114	1097	2545	112	134	516	299	1110	587	1216	33010	10349	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000067.spe	96.75	8.02	1	0.010267	-0.009931	0.009900	0.077115	52238	1.60	107	586	0	0	1080	627	5276	51720	43	7752	264	936	2699	154000	327	604	318	246	81	497	871	5656	132	707	0	6	42	0	315	201	177	241	1064	2565	132	327	322	156	1100	668	1289	32859	10346	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000068.spe	97.75	8.01	1	0.010267	-0.009931	0.009900	0.077115	51360	1.65	40	490	0	0	1031	648	5483	54877	0	7477	305	785	2507	146863	240	516	350	171	110	574	733	6635	233	776	0	0	48	0	270	154	151	287	1150	2473	152	240	208	330	1034	537	1045	32504	10399	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S3\CD166_19_S3\XRF data\L000069.spe	98.75	8.02	1	0.010267	-0.009931	0.009900	0.077115	51913	1.62	100	579	0	8	1063	606	5425	56135	0	7397	302	881	2505	149847	311	436	322	78	17	531	724	6034	220	626	40	0	87	0	274	160	194	186	1109	2451	165	198	417	159	986	566	1062	33114	10428	0.112	
