C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3     23-Sep-20  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	Ga	Ge	Br	Rb	Sr	Y	Zr	Pd	Cd	I	Cs	Ba	Ce	Nd	Ta	W	Pb	Bi	Fe a*2	Fe a+b	S1	S2	S3	Mo inc	Mo coh	Dt	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000010.spe	39.75	8.06	1	0.010267	-0.008542	0.009816	0.078770	44841	2.00	157	1029	0	37	1063	713	6538	33224	66	8586	560	679	3823	169692	293	393	399	172	168	400	1087	3604	255	1022	8	0	31	0	109	116	16	1242	2849	30	175	373	0	255	519	3408	33013	9892	0.108	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000011.spe	40.75	8.06	1	0.010265	-0.008542	0.009816	0.078770	43536	2.00	121	856	0	47	967	644	6371	47944	200	7263	448	605	3790	151116	273	369	464	191	181	421	896	3963	248	1024	32	0	55	0	80	101	10	1245	2889	172	209	286	134	46	567	3587	31999	10117	0.109	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000012.spe	41.75	8.06	1	0.010263	-0.008542	0.009816	0.078770	44446	1.94	117	863	0	42	987	616	6318	36759	55	8471	508	680	3714	165721	322	413	489	253	149	360	910	3652	202	845	26	0	14	0	30	190	0	1334	2911	74	243	225	124	135	527	4111	32676	9769	0.108	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000013.spe	42.75	8.05	1	0.010263	-0.008542	0.009816	0.078770	43197	2.11	141	852	0	47	1113	698	6207	63844	169	6617	469	531	2961	135881	287	334	383	147	177	341	852	5461	220	750	0	15	123	0	142	83	29	1261	3076	159	195	139	33	67	419	3445	33170	10363	0.109	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000014.spe	43.75	8.06	1	0.010266	-0.008542	0.009816	0.078770	42988	2.04	108	796	0	46	1105	644	6393	66185	345	6651	372	542	2681	134556	294	349	380	246	225	364	980	5749	94	819	19	15	0	0	32	137	53	1210	3046	20	217	268	95	132	516	3118	32268	9956	0.108	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000015.spe	44.75	8.06	1	0.010264	-0.008542	0.009816	0.078770	43623	2.08	143	744	0	64	1024	684	6139	63935	308	6554	354	473	9184	135651	337	514	380	201	182	343	889	5426	156	994	0	0	72	0	0	197	0	1203	3131	37	171	234	0	0	443	3429	31719	9945	0.108	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000016.spe	45.75	8.05	1	0.010263	-0.008542	0.009816	0.078770	43013	2.03	121	723	0	65	985	698	6148	66092	355	6184	441	549	6019	133074	277	391	361	205	158	428	1027	5438	265	766	60	0	75	0	98	76	55	1242	3054	144	264	90	0	0	393	3345	32033	9874	0.109	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000017.spe	46.75	8.06	1	0.010262	-0.008542	0.009816	0.078770	45232	2.25	110	767	0	30	1114	620	6558	52098	21	7515	482	711	3801	155030	328	416	484	201	199	468	941	5266	271	1013	27	0	153	0	116	144	11	1315	3093	42	232	81	0	0	595	4268	32898	10350	0.110	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000018.spe	47.75	8.06	1	0.010267	-0.008542	0.009816	0.078770	46119	2.13	95	756	10	72	1118	646	6636	38943	163	8597	539	686	5450	169072	295	417	441	178	142	451	794	4192	336	880	29	0	76	0	65	199	5	1353	3108	70	176	240	351	152	654	3791	33219	10041	0.110	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000019.spe	48.75	8.04	1	0.010267	-0.008542	0.009634	0.078770	43159	2.09	59	754	0	41	1073	642	6130	63560	260	6681	380	508	3592	136337	301	391	378	102	173	363	986	5444	213	727	18	0	62	0	0	220	0	1177	3060	78	229	184	57	0	420	3300	31901	9902	0.110	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000020.spe	49.75	8.03	1	0.010267	-0.008542	0.009510	0.078770	44946	2.07	124	774	0	50	1131	646	6189	51284	251	7650	570	668	4081	157542	268	390	378	277	151	293	908	4776	199	959	17	0	64	0	87	78	30	1194	3127	12	255	174	0	72	537	3670	31792	9730	0.109	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000021.spe	50.75	8.04	1	0.010267	-0.008542	0.009471	0.078770	46537	2.06	127	697	0	34	1006	586	6609	40710	207	8199	547	547	3983	172251	328	405	498	246	124	438	866	4284	271	841	0	0	0	0	0	195	0	1314	3122	161	264	332	227	124	565	3820	32978	10230	0.110	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000022.spe	51.75	8.04	1	0.010265	-0.008542	0.009471	0.078770	47994	1.98	138	725	0	34	1049	581	6635	39748	216	8878	496	591	5664	178955	311	434	450	175	114	536	968	4114	329	1064	28	0	42	0	53	204	11	1447	3135	108	207	231	113	123	612	4344	33563	10256	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000023.spe	52.75	8.05	1	0.010266	-0.008542	0.009471	0.078770	48556	2.03	159	699	13	59	1050	640	6515	29254	55	9002	609	650	9373	187921	365	555	431	209	123	418	1011	3921	358	938	7	0	0	0	165	170	0	1438	3224	272	294	372	175	297	662	4202	33654	10126	0.110	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000024.spe	53.75	8.05	1	0.010266	-0.008542	0.009471	0.078770	47949	2.15	131	704	0	39	1008	621	6450	29360	60	9088	735	637	4200	186884	295	444	526	310	179	404	844	3882	163	1023	14	0	34	0	162	111	88	1368	3302	117	262	353	494	95	745	4243	33990	9912	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000025.spe	54.75	8.05	1	0.010263	-0.008542	0.009471	0.078770	48063	2.10	101	690	0	33	953	613	6551	30559	121	9111	658	764	3808	188333	346	447	423	216	210	368	881	4601	256	924	24	0	51	0	257	120	21	1305	3241	143	271	404	194	164	573	4908	33217	10227	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000026.spe	55.75	8.05	1	0.010263	-0.008542	0.009471	0.078770	48593	2.05	97	631	0	50	1012	628	6573	32904	45	9438	588	633	4164	186102	274	469	360	208	182	467	861	4788	208	989	9	0	30	0	53	244	67	1328	3260	201	177	270	208	54	624	5085	34192	10285	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000027.spe	56.75	8.05	1	0.010262	-0.008542	0.009471	0.078770	49945	2.12	119	687	5	61	1016	611	6551	29507	35	9277	669	748	4045	197211	366	525	523	247	163	405	1113	3350	236	1075	36	0	19	0	144	164	16	1517	3242	162	143	293	0	81	566	5405	34910	10285	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000028.spe	57.75	8.05	1	0.010262	-0.008542	0.009526	0.078770	48883	2.11	118	655	21	55	1108	642	6351	31608	88	9240	661	721	5402	188270	401	499	443	225	192	384	1145	3748	211	975	7	0	28	0	157	129	52	1376	3107	109	141	190	0	55	657	5048	34804	10436	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000029.spe	58.75	8.04	1	0.010266	-0.008542	0.009526	0.078770	47772	2.04	88	685	0	33	1004	645	6325	30092	150	9083	560	715	6856	177942	340	495	389	123	150	305	1024	4378	269	950	15	0	52	0	48	215	9	1418	3221	18	174	305	0	145	631	3981	34921	10400	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000030.spe	59.75	8.04	1	0.010264	-0.008542	0.009526	0.078770	47943	2.04	112	709	24	80	955	618	6478	29271	140	8761	609	692	3507	181288	318	512	413	158	197	452	948	4603	191	984	0	0	0	0	125	216	0	1423	3190	56	134	438	43	154	681	4575	34768	10660	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000031.spe	60.75	8.04	1	0.010264	-0.008542	0.009497	0.078770	49519	2.05	121	651	0	14	906	632	6515	25112	83	9516	618	750	4717	194421	388	508	502	287	226	436	1091	3653	302	842	0	0	0	0	147	164	28	1518	3293	79	191	400	81	160	687	4900	35854	10574	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000032.spe	61.75	8.05	1	0.010263	-0.008542	0.009497	0.078770	50546	1.93	140	656	12	30	922	571	6551	25259	0	9677	638	707	5637	198627	383	474	524	210	109	523	1147	3385	225	980	16	0	13	0	177	164	27	1478	3267	137	106	343	0	107	652	5178	37131	10662	0.115	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000033.spe	62.75	8.04	1	0.010262	-0.008542	0.009497	0.078770	52946	2.17	135	676	11	43	1042	643	6795	26611	0	10189	686	755	4189	210239	352	556	514	323	214	579	1129	3697	302	1211	0	0	62	0	131	234	29	1621	3299	186	278	362	40	114	732	5834	38490	11049	0.117	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000034.spe	63.75	8.03	1	0.010266	-0.008542	0.009497	0.078770	54852	2.13	158	894	0	16	1095	610	7470	35637	186	10439	609	774	4509	212755	346	519	540	196	247	442	1106	4082	394	1010	15	0	6	0	0	222	0	1589	3581	192	275	279	79	227	667	4670	39749	11589	0.118	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000035.spe	64.75	8.01	1	0.010265	-0.008542	0.009497	0.078770	52461	2.11	134	954	27	50	1291	620	7414	39620	0	9822	553	761	5346	201566	418	569	528	287	195	436	1162	3620	231	1076	0	0	14	0	107	184	43	1448	3431	156	224	299	0	175	812	4848	36378	10692	0.115	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000036.spe	65.75	7.98	1	0.010265	-0.008542	0.009497	0.078770	51038	2.17	140	945	22	103	1201	605	6911	35430	75	9839	608	744	4170	200138	347	503	547	219	306	570	1014	3504	165	1054	27	0	24	0	94	176	6	1439	3247	171	249	210	93	60	686	4858	35128	10365	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000037.spe	66.75	7.98	1	0.010263	-0.008542	0.009497	0.078770	48543	1.96	160	749	0	42	1087	634	6322	39844	86	8632	576	785	5414	181266	377	558	498	301	189	492	1005	3778	177	911	0	0	10	0	131	139	20	1405	3199	168	242	277	47	0	626	5247	34939	10250	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000038.spe	67.75	7.98	1	0.010265	-0.008542	0.009497	0.078770	48591	1.87	119	708	6	62	1045	627	6028	31318	112	8873	616	708	6183	185157	422	468	430	206	264	489	829	3948	268	1035	13	0	0	0	27	215	51	1544	3242	204	235	252	403	61	736	4609	35487	10331	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000039.spe	68.75	7.97	1	0.010266	-0.008542	0.009497	0.078770	48148	2.17	105	700	0	82	968	577	6088	33999	117	8776	620	688	5048	179885	364	433	376	134	177	399	1105	4507	236	908	0	0	46	0	16	155	63	1502	3185	215	287	123	0	289	734	3959	35078	10571	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000040.spe	69.75	7.97	1	0.010266	-0.008542	0.009447	0.078770	48689	2.16	154	707	0	58	921	587	6081	34677	69	8767	617	604	10148	177549	463	434	405	296	129	473	945	4905	288	943	0	0	43	0	40	163	0	1533	3292	76	139	418	118	58	733	4319	35180	10448	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000041.spe	70.75	7.97	1	0.010266	-0.008542	0.009430	0.078770	48840	2.16	101	673	0	25	1123	534	5970	53248	233	8068	478	698	6952	170322	420	451	340	160	185	545	1025	5483	181	812	0	0	0	0	47	215	11	1422	3347	153	267	340	0	221	616	3990	34552	10662	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000042.spe	71.75	7.96	1	0.010261	-0.008542	0.009430	0.078770	47677	2.06	125	684	0	23	1071	592	5731	59043	171	7608	539	661	7617	161567	385	443	265	226	189	540	811	5351	209	952	34	0	131	0	244	80	81	1428	3210	177	300	139	129	0	576	4864	33354	10442	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000043.spe	72.75	7.97	1	0.010263	-0.008542	0.009430	0.078770	45895	1.98	52	584	0	42	981	497	5577	52807	156	7221	447	612	4780	155470	312	419	442	176	237	313	875	5470	154	765	20	0	18	0	139	73	25	1397	3171	145	153	216	152	186	577	4090	33586	10303	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000044.spe	73.75	7.97	1	0.010263	-0.008542	0.009430	0.078770	49086	2.08	121	694	0	60	992	582	6168	28631	34	8883	611	641	5423	189415	341	501	425	202	205	459	975	4091	179	944	0	0	0	0	193	77	70	1519	3143	142	184	277	125	115	666	5069	35674	10375	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000045.spe	74.75	7.98	1	0.010262	-0.008542	0.009430	0.078770	49414	2.14	104	689	19	47	888	617	6065	23314	30	9552	497	746	4781	194619	292	479	382	241	228	447	1061	3295	212	986	0	0	0	0	85	201	0	1492	3161	87	209	314	0	153	628	5116	36160	10729	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000046.spe	75.75	7.98	1	0.010266	-0.008542	0.009430	0.078770	49640	2.09	128	614	0	38	932	556	6011	18848	0	9767	700	873	4211	199780	314	453	479	253	219	424	987	3252	179	1040	12	0	0	0	150	136	53	1598	3239	153	214	289	133	225	708	4834	35788	10468	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000047.spe	76.75	7.98	1	0.010264	-0.008542	0.009430	0.078770	49471	2.07	141	687	0	37	1002	586	5974	20416	23	9820	662	842	3476	197526	349	515	429	235	204	460	1048	3322	124	1011	0	0	0	0	0	237	82	1425	3246	108	185	350	12	66	676	5116	36439	10365	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000048.spe	77.75	7.98	1	0.010263	-0.008542	0.009430	0.078770	48743	2.00	149	639	23	66	1002	586	5878	25859	73	8933	574	754	3163	189228	308	413	351	215	270	481	901	3601	305	903	36	0	15	0	253	132	22	1500	3218	186	180	240	313	41	606	5073	36416	10638	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000049.spe	78.75	7.98	1	0.010263	-0.008542	0.009430	0.078770	49263	2.06	126	664	7	51	973	578	5922	22507	40	9422	599	782	3425	195463	343	503	414	209	209	440	1001	3624	206	1046	6	0	55	0	97	224	41	1437	3211	90	161	387	51	0	632	5169	35383	10320	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000050.spe	79.75	7.98	1	0.010263	-0.008542	0.009507	0.078770	47614	2.07	138	709	25	40	963	618	5810	38372	72	8570	540	730	2907	174667	239	385	312	196	214	467	1035	4533	238	934	25	0	154	0	130	170	25	1483	3261	102	242	205	0	146	561	4368	35103	10851	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000051.spe	80.75	7.98	1	0.010266	-0.008542	0.009507	0.078770	46797	2.00	131	658	0	37	982	614	5793	54624	317	7939	472	616	2455	159104	237	330	474	191	181	538	956	5041	156	869	28	0	0	0	0	218	0	1457	3165	147	234	286	0	97	524	3769	35195	10763	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000052.spe	81.75	7.98	1	0.010264	-0.008542	0.009507	0.078770	46671	1.98	116	682	0	68	1010	583	5594	51291	53	7952	474	604	3570	157786	271	398	419	106	195	420	891	5130	206	868	48	0	37	0	0	209	0	1530	3279	168	198	185	0	271	404	3743	34908	10822	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000053.spe	82.75	7.98	1	0.010265	-0.008542	0.009507	0.078770	47945	2.10	111	680	0	33	899	578	5761	37353	88	8830	473	708	3134	177894	295	519	419	250	181	469	947	4255	195	939	41	0	37	0	142	114	78	1526	3334	193	140	213	79	53	627	4376	35231	10468	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000054.spe	83.75	7.98	1	0.010264	-0.008542	0.009568	0.078770	48041	2.07	115	704	12	35	972	579	5767	34689	143	9106	544	683	3002	181406	363	532	396	194	241	449	1087	4591	149	962	15	0	41	0	179	39	21	1458	3282	126	183	365	0	202	658	4516	34033	10439	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000055.spe	84.75	7.98	1	0.010263	-0.008542	0.009568	0.078770	46441	1.99	129	666	0	31	1071	626	5420	57500	110	7871	475	660	2839	155715	285	421	422	169	198	395	762	5375	233	949	21	0	97	0	0	161	0	1389	3159	93	214	179	60	0	525	4056	34075	10483	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000056.spe	85.75	7.99	1	0.010262	-0.008542	0.009568	0.078770	46968	2.20	118	661	0	76	929	557	5605	49858	221	8478	443	621	2605	163960	298	367	365	193	75	452	931	5253	174	996	35	0	79	0	13	188	7	1528	3254	183	244	207	0	0	512	4422	34469	10462	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000057.spe	86.75	7.99	1	0.010265	-0.008542	0.009568	0.078770	47210	2.09	149	660	0	49	985	661	5527	46428	195	8999	488	716	3036	168516	274	482	521	252	247	465	725	5110	228	881	13	0	33	0	0	218	0	1497	3319	124	264	346	187	168	547	4126	34065	10526	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000058.spe	87.75	7.99	1	0.010265	-0.008542	0.009532	0.078770	46405	2.10	123	629	0	56	925	650	5390	47006	249	8805	461	686	2837	164301	318	476	455	218	217	399	905	4825	170	877	0	0	49	0	0	184	6	1328	3309	126	50	221	0	93	488	4058	34250	10119	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000059.spe	88.75	7.99	1	0.010266	-0.008542	0.009532	0.078770	46519	2.07	140	676	0	24	917	594	5273	46844	135	8272	549	661	2423	168774	274	484	463	146	179	455	781	4339	232	927	34	0	50	0	58	82	9	1410	3110	153	260	177	119	0	595	4397	32893	10038	0.110	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000060.spe	89.75	7.99	1	0.010266	-0.008542	0.009457	0.078770	46076	2.06	67	652	0	29	882	625	5235	35154	91	8745	640	608	2914	172781	251	483	408	177	165	396	808	4227	253	1067	0	0	45	0	0	177	0	1385	3149	130	142	232	20	198	608	3891	33237	10327	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000061.spe	90.75	8.00	1	0.010266	-0.008542	0.009457	0.078770	47365	2.16	93	578	0	57	932	580	5488	33117	95	8900	594	641	3236	177946	309	472	399	200	269	393	944	4502	296	975	4	0	0	0	0	219	0	1425	3289	160	130	393	0	116	574	4333	34323	9983	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000062.spe	91.75	8.01	1	0.010266	-0.008542	0.009457	0.078770	45861	2.21	135	589	22	44	951	638	5320	33714	62	8779	597	736	3921	170701	273	478	428	215	204	441	853	4519	223	1004	25	0	52	0	42	146	0	1350	3092	132	223	203	112	236	550	3827	33607	10286	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000063.spe	92.75	8.01	1	0.010262	-0.008542	0.009457	0.078770	47431	2.13	109	576	0	36	961	620	5419	39685	107	8493	494	718	8129	171307	448	457	361	224	172	406	875	4842	161	918	24	0	70	0	166	101	30	1413	3198	138	235	185	0	57	573	4900	34172	10243	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000064.spe	93.75	8.01	1	0.010262	-0.008542	0.009457	0.078770	46269	2.06	81	600	0	53	1008	606	5449	47266	189	7974	499	617	4259	161327	297	468	433	286	215	398	930	5345	204	749	20	0	78	0	126	83	53	1399	3269	105	143	219	0	0	498	4476	33750	10186	0.110	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000065.spe	94.75	8.02	1	0.010261	-0.008542	0.009457	0.078770	45790	2.28	116	586	0	61	1040	621	5363	62050	155	7380	444	590	2985	150153	264	439	325	191	194	416	577	5995	249	894	15	0	178	0	147	129	38	1316	3368	83	217	154	285	92	455	4234	33578	10774	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000066.spe	95.75	8.02	1	0.010265	-0.008542	0.009457	0.078770	46436	2.10	122	542	0	59	1017	602	5382	54825	128	7889	526	612	3033	157139	259	399	461	371	121	496	700	5526	283	820	23	8	61	0	23	142	14	1383	3275	97	92	383	168	89	493	3971	34224	10322	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000067.spe	96.75	8.02	1	0.010265	-0.008542	0.009457	0.078770	46383	2.11	122	630	0	41	1117	612	5247	52799	268	7845	440	696	2584	158098	320	499	335	329	232	414	843	5515	146	814	15	0	57	0	84	94	53	1294	3376	111	312	208	24	66	565	4059	34073	10314	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000068.spe	97.75	8.01	1	0.010266	-0.008542	0.009457	0.078770	45621	2.06	58	533	0	21	1071	635	5454	56036	193	7634	471	553	2399	150850	258	386	371	260	249	491	702	6496	242	891	0	0	82	0	0	146	0	1403	3286	114	220	101	211	64	439	3615	33585	10350	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000069.spe	98.75	8.02	1	0.010266	-0.008542	0.009457	0.078770	46100	2.21	118	620	0	59	1098	593	5389	57268	274	7666	448	623	2406	153831	274	319	340	169	166	452	687	5898	231	739	64	0	116	0	0	230	0	1354	3227	144	189	301	48	12	473	3564	34283	10378	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000070.spe	99.75	8.02	1	0.010267	-0.008542	0.009457	0.078770	46597	2.29	117	529	0	62	1155	707	5410	53211	271	8040	450	629	2544	161721	250	425	364	132	136	429	752	5410	296	780	0	0	0	0	0	135	19	1326	3163	233	222	212	143	114	558	3753	33809	9876	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S3\CD166_19_S3\XRF data\L000071.spe	100.75	8.02	1	0.010261	-0.008542	0.009457	0.078770	44678	2.11	104	533	0	54	1106	652	4832	55458	126	7570	403	664	2345	149320	241	432	362	237	249	430	780	5175	191	773	26	0	92	0	27	36	51	1264	3140	83	165	143	0	0	424	4406	33670	10161	0.110	
