C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data     06-Oct-20  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	Ga	Ge	Br	Rb	Sr	Y	Zr	Pd	Cd	I	Cs	Ba	Nd	Sm	Yb	Ta	W	Pb	Bi	Fe a*2	Fe a+b	S1	S2	S3	Mo inc	Mo coh	Dt	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000017.spe	41.22	6.95	1	0.010267	-0.009931	0.009900	0.077115	45808	1.50	129	1202	0	0	888	528	9999	56554	0	7880	137	527	3334	97462	114	202	553	222	0	489	844	5687	252	2896	0	0	0	0	144	146	144	130	934	2646	137	229	97	410	608	292	726	33801	10854	0.116	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000018.spe	42.22	6.95	1	0.010267	-0.009931	0.009900	0.077115	46468	1.54	109	1155	0	0	979	534	9251	59275	0	7569	80	554	3174	101527	132	133	439	231	17	486	918	5601	329	2838	0	0	11	0	144	122	51	160	914	2567	93	216	438	378	612	351	564	33863	10694	0.116	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000019.spe	43.22	6.94	1	0.010267	-0.009931	0.009900	0.077115	45899	1.55	149	1147	0	29	945	543	9486	57609	0	7884	135	651	3367	102565	138	140	521	219	87	396	873	5561	137	2886	38	0	67	0	243	170	145	125	989	2442	77	222	88	129	587	488	861	32277	10310	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000020.spe	44.22	6.94	1	0.010267	-0.009931	0.009900	0.077115	45187	1.49	144	1225	0	7	781	558	9629	51175	0	8379	165	551	3421	103278	131	123	505	150	25	445	1037	5553	180	3240	39	0	0	0	280	116	131	148	878	2549	64	179	293	145	812	349	455	31305	10274	0.115	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000021.spe	45.22	6.94	1	0.010267	-0.009931	0.009900	0.077115	45481	1.57	154	1318	0	0	799	574	9876	51499	0	9049	116	601	3329	106891	171	146	475	183	117	436	872	6288	356	2686	10	0	0	0	232	114	58	65	889	2571	84	179	419	309	727	393	487	31915	10349	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000022.spe	46.22	6.94	1	0.010267	-0.009931	0.009900	0.077115	45670	1.49	146	1306	0	14	862	567	9686	58056	0	8428	95	599	3606	102111	124	138	583	158	83	454	1059	6451	291	3002	0	27	74	0	267	140	163	137	939	2469	70	192	258	98	620	349	680	31525	10309	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000023.spe	47.22	6.93	1	0.010267	-0.009931	0.009900	0.077115	45402	1.48	147	1278	0	0	791	560	9916	51153	0	8403	121	594	4192	104410	149	276	586	235	93	316	1026	5533	200	3053	0	0	15	0	237	148	117	150	953	2570	42	228	93	226	577	347	770	31438	10467	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000024.spe	48.22	6.93	1	0.010267	-0.009931	0.009900	0.077115	46652	1.70	142	1277	0	15	758	581	9754	48973	0	10013	271	604	3834	115963	147	206	600	306	56	427	1033	5825	188	3223	0	0	28	0	258	159	131	148	892	2477	56	215	393	237	906	512	526	30999	10291	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000025.spe	49.22	6.93	1	0.010267	-0.009931	0.009900	0.077115	47434	1.57	115	1220	0	6	874	580	9742	47101	0	10206	228	662	3711	120531	214	155	636	238	109	406	995	6017	368	3349	0	0	18	0	240	154	138	103	930	2581	12	280	255	214	719	531	880	31390	10468	0.114	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000026.spe	50.22	6.93	1	0.010267	-0.009931	0.009900	0.077115	46125	1.60	169	1154	0	13	972	605	9943	47587	0	8628	183	595	3659	108493	222	147	550	181	0	497	1053	5794	233	3429	0	13	31	0	291	152	124	101	1021	2518	119	189	215	259	723	446	522	31994	10601	0.115	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000027.spe	51.22	6.92	1	0.010267	-0.009931	0.009900	0.077115	45893	1.57	148	1257	0	22	840	552	10606	45047	0	8223	95	578	3992	105332	191	170	579	237	141	437	1129	5616	239	3446	0	0	6	0	261	138	153	85	959	2715	68	216	213	115	670	356	785	32545	10521	0.116	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000028.spe	52.22	6.92	1	0.010267	-0.009931	0.009900	0.077115	46218	1.57	171	1252	0	0	897	541	10339	44714	0	8806	196	589	3800	107598	125	91	522	236	0	455	969	5529	242	3349	0	0	13	0	202	197	104	140	946	2646	70	213	383	295	708	357	563	33340	10512	0.116	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000029.spe	53.22	6.92	1	0.010267	-0.009931	0.009900	0.077115	46814	1.50	168	1275	0	0	843	529	10167	48439	0	8837	173	610	3368	110217	152	89	484	130	85	453	1073	5298	341	3444	0	0	0	0	226	127	111	147	974	2527	56	189	194	46	686	381	613	32760	10547	0.116	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000030.spe	54.22	6.92	1	0.010267	-0.009931	0.009900	0.077115	46680	1.68	148	1251	0	18	862	544	10185	45921	0	9328	53	633	3533	111143	32	141	561	288	66	493	987	5380	261	3588	0	0	4	0	253	134	94	237	990	2625	84	232	234	164	740	395	754	33055	10428	0.116	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000031.spe	55.22	6.91	1	0.010267	-0.009931	0.009900	0.077115	46420	1.46	136	1293	0	0	779	525	10303	38871	0	10026	88	603	3603	115449	79	225	546	203	90	357	1140	5763	182	3492	49	0	5	0	258	148	168	207	949	2427	51	229	274	206	658	487	721	32403	10421	0.115	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000032.spe	56.22	6.92	1	0.010267	-0.009931	0.009900	0.077115	46770	1.54	153	1223	0	17	924	578	10056	44094	0	9160	109	658	3325	113098	174	176	519	249	39	464	958	6148	296	3368	0	0	29	0	277	133	125	76	1038	2608	85	266	263	236	691	437	736	32709	10597	0.116	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000033.spe	57.22	6.90	1	0.010267	-0.009931	0.009900	0.077115	47374	1.57	117	1098	0	0	1088	546	9791	57538	0	8204	152	537	3509	106084	166	107	470	209	40	525	1058	5912	233	3318	0	0	0	0	244	132	99	219	983	2483	100	176	163	0	593	340	980	33678	10506	0.116	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000034.spe	58.22	6.90	1	0.010267	-0.009931	0.009900	0.077115	46302	1.54	120	1101	0	0	1097	522	9324	60052	0	7665	121	567	3364	101193	125	185	459	92	56	534	1025	6077	289	2894	0	0	67	0	215	112	112	101	1030	2541	111	265	219	19	655	374	571	32890	10850	0.116	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000035.spe	59.22	6.90	1	0.010267	-0.009931	0.009900	0.077115	46026	1.52	129	1036	0	7	1028	609	8975	63980	0	8131	98	623	3124	102228	130	190	467	144	30	443	930	6023	251	2904	7	20	73	0	262	161	121	234	906	2445	167	141	133	93	582	426	833	32021	10283	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000036.spe	60.22	6.90	1	0.010267	-0.009931	0.009900	0.077115	46529	1.66	101	1084	0	24	868	502	9072	62132	0	9093	196	578	3182	108962	191	184	557	187	129	462	1052	5946	243	2812	10	0	31	0	224	128	155	98	942	2541	30	227	267	29	819	460	509	31410	10291	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000037.spe	61.22	6.90	1	0.010267	-0.009931	0.009900	0.077115	45190	1.57	162	1173	0	0	765	558	9077	56311	0	8903	112	595	3068	108618	99	107	496	206	114	390	879	5857	371	3145	0	0	5	0	263	125	63	130	884	2389	39	192	297	317	561	464	905	30587	10055	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000038.spe	62.22	6.91	1	0.010267	-0.009931	0.009900	0.077115	47670	1.56	173	1358	0	11	843	582	9756	53131	0	10474	268	589	3470	123293	20	135	545	151	65	432	823	6089	363	3342	30	0	35	0	282	130	145	272	973	2435	75	210	336	507	817	509	771	30716	10372	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000039.spe	63.22	6.91	1	0.010267	-0.009931	0.009900	0.077115	47266	1.64	171	1222	0	18	763	559	9350	52900	0	10534	266	553	3522	125240	156	165	562	194	52	368	941	5970	278	3073	0	0	43	0	247	167	81	60	802	2504	87	257	278	168	728	462	867	30048	10213	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000040.spe	64.22	6.90	1	0.010267	-0.009931	0.009900	0.077115	47136	1.55	119	1214	0	0	816	545	8727	67761	0	9649	160	591	3137	111346	150	207	578	167	22	438	856	5850	281	2768	0	0	26	0	229	111	150	104	861	2467	30	131	176	149	771	484	732	31721	10295	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000041.spe	65.22	6.89	1	0.010267	-0.009931	0.009900	0.077115	47223	1.57	154	1219	0	13	851	536	9188	63541	0	10427	74	724	3306	114676	143	85	553	160	117	372	711	5793	297	2930	7	0	26	0	207	113	137	159	896	2369	0	237	386	362	812	444	377	31126	10322	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000042.spe	66.22	6.90	1	0.010267	-0.009931	0.009900	0.077115	46731	1.57	140	1224	0	6	797	590	9335	65337	0	9804	152	635	3432	113079	106	63	579	175	61	487	862	5655	194	2857	0	9	31	0	272	119	103	167	952	2417	79	206	204	159	736	338	695	30416	10049	0.110	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000043.spe	67.22	6.90	1	0.010267	-0.009931	0.009900	0.077115	47899	1.63	147	1221	0	0	831	549	9257	67098	0	10837	27	615	3464	125588	143	229	636	241	129	457	783	5874	180	2727	0	5	17	0	352	100	133	151	784	2417	91	194	370	343	643	561	972	28444	10032	0.108	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000044.spe	68.22	6.89	1	0.010267	-0.009931	0.009900	0.077115	48271	1.60	136	1301	0	15	786	621	9298	61942	0	11488	151	741	3449	134761	50	282	533	209	128	366	794	5968	302	2724	0	6	11	0	266	161	131	215	752	2352	69	232	336	266	906	457	897	27930	10010	0.106	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000045.spe	69.22	6.89	1	0.010267	-0.009931	0.009900	0.077115	48486	1.66	170	1255	4	0	775	533	9178	56888	0	11737	303	744	3354	140319	89	171	570	124	7	313	797	5792	202	3003	19	19	28	0	221	164	83	135	835	2302	117	71	348	176	954	561	944	27839	9918	0.107	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000046.spe	70.22	6.88	1	0.010267	-0.009931	0.009900	0.077115	47198	1.48	146	1180	0	14	793	608	8996	59375	0	10944	195	666	3201	123999	76	178	498	161	40	483	878	6112	275	2950	0	0	0	0	249	126	112	142	895	2407	98	204	113	79	866	488	729	29327	10215	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000047.spe	71.22	6.87	1	0.010267	-0.009931	0.009900	0.077115	46344	1.64	156	1282	0	0	831	612	9170	56025	0	10132	192	564	3105	114078	88	116	631	128	35	362	1032	6101	193	3071	0	0	0	0	245	92	101	163	925	2555	16	246	202	65	730	357	628	30730	10538	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000048.spe	72.22	6.88	1	0.010267	-0.009931	0.009900	0.077115	45716	1.66	189	1260	0	0	822	541	9133	55378	0	9687	28	564	2974	111071	108	122	492	187	0	384	899	5731	236	2852	0	0	12	0	290	116	86	103	897	2529	82	252	275	282	728	388	604	31128	10194	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000049.spe	73.22	6.88	1	0.010267	-0.009931	0.009900	0.077115	46596	1.67	127	1181	0	0	787	618	9070	57823	0	10531	134	549	3096	115130	176	164	568	221	63	322	1039	6086	161	2923	0	0	0	0	244	99	134	19	939	2541	43	174	245	105	772	438	583	30753	10334	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000050.spe	74.22	6.88	1	0.010267	-0.009931	0.009900	0.077115	46432	1.62	209	1266	0	0	745	571	9483	51140	0	10402	124	574	3101	116490	107	151	493	242	124	305	818	5676	158	3133	0	0	8	0	266	141	100	178	936	2371	59	227	267	286	896	437	367	30118	10533	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000051.spe	75.22	6.89	1	0.010267	-0.009931	0.009900	0.077115	46663	1.58	198	1260	0	0	800	591	9621	49119	0	10270	183	586	3171	117161	72	182	475	196	30	467	995	5738	224	3378	0	0	0	0	269	147	94	170	822	2463	36	196	328	335	817	331	528	31193	10199	0.113	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000052.spe	76.22	6.88	1	0.010267	-0.009931	0.009900	0.077115	46788	1.64	149	1348	0	0	730	530	9628	46000	0	10897	154	731	3426	121496	79	144	573	282	129	430	1038	5838	227	3272	0	0	6	0	252	99	111	223	845	2488	118	201	259	0	870	389	768	31208	10238	0.112	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000053.spe	77.22	6.89	1	0.010267	-0.009931	0.009900	0.077115	46051	1.54	99	1144	0	5	734	595	9630	50789	0	10116	220	565	3320	116688	114	177	608	209	0	357	841	5773	314	3061	0	0	28	0	236	131	150	150	826	2500	96	274	268	388	873	472	609	29972	10172	0.111	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000054.spe	78.22	6.89	1	0.010267	-0.009931	0.009900	0.077115	47044	1.62	175	1359	0	0	691	559	9481	45425	0	11837	238	693	3449	131060	108	198	500	171	0	375	855	6327	230	2831	12	0	0	0	310	156	137	119	930	2488	105	249	278	203	954	486	687	29559	9965	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000055.spe	79.22	6.89	1	0.010267	-0.009931	0.009900	0.077115	47763	1.62	166	1385	0	0	646	528	9402	41808	0	12930	213	645	3512	139521	53	141	525	198	48	346	882	6663	231	2962	0	0	7	0	274	142	131	177	960	2375	84	262	419	329	749	491	1221	28812	9914	0.108	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000056.spe	80.22	6.88	1	0.010267	-0.009931	0.009900	0.077115	49690	1.68	192	1394	0	0	662	602	9532	38517	0	15180	325	765	3885	160695	140	167	559	152	69	409	839	6271	281	2896	0	0	19	0	342	144	165	136	933	2427	30	230	388	146	1197	502	969	27517	9537	0.104	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000057.spe	81.22	6.88	1	0.010267	-0.009931	0.009900	0.077115	52089	1.76	165	1391	0	0	642	562	8804	41725	0	17325	304	854	3636	174323	117	139	526	101	86	288	906	6469	250	2764	0	0	9	0	336	107	180	148	852	2246	26	322	496	14	1012	665	1246	27539	10092	0.105	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000058.spe	82.22	6.87	1	0.010267	-0.009931	0.009900	0.077115	52702	1.69	127	1249	0	5	752	542	8659	63164	0	14890	219	748	3704	158826	183	122	537	146	98	409	851	6472	220	2854	7	0	55	0	310	144	165	108	814	2343	93	246	336	99	997	542	963	29349	10460	0.109	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000059.spe	83.22	6.86	1	0.010267	-0.009931	0.009900	0.077115	44911	1.52	133	1043	0	0	848	576	8504	79893	0	8381	146	616	3533	99787	196	115	460	180	99	346	620	5523	249	2675	14	0	58	0	219	135	84	134	856	2343	86	246	162	378	747	326	412	29171	9709	0.108	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000060.spe	84.22	6.87	1	0.010267	-0.009931	0.009900	0.077115	47120	1.49	171	1230	0	0	696	590	8352	63058	0	12138	240	562	3125	131139	147	159	543	169	31	357	795	6223	95	2478	0	23	22	0	279	118	204	111	806	2274	37	271	187	169	797	515	655	27297	9768	0.106	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000061.spe	85.22	6.87	1	0.010267	-0.009931	0.009900	0.077115	47776	1.61	129	1265	0	0	628	604	8652	55061	0	12891	205	734	2927	139298	157	247	561	254	62	364	569	6637	328	2527	0	0	21	0	263	141	131	117	795	2397	52	234	306	460	941	540	797	27422	9485	0.106	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000062.spe	86.22	6.87	1	0.010267	-0.009931	0.009900	0.077115	48954	1.58	138	1254	0	0	597	566	8724	54238	0	13974	233	783	3020	147615	210	212	540	209	210	345	751	6696	280	2610	0	0	0	0	375	108	127	74	869	2390	130	242	356	142	902	497	838	27361	9774	0.106	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000063.spe	87.22	6.87	1	0.010267	-0.009931	0.009900	0.077115	48745	1.66	135	1326	0	6	606	588	8434	50490	0	14028	143	877	3154	149716	171	174	523	167	26	273	810	6516	257	2600	0	0	29	0	282	134	122	108	785	2301	62	103	418	97	930	524	964	26944	9609	0.105	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000064.spe	88.22	6.87	1	0.010267	-0.009931	0.009900	0.077115	49371	1.66	137	1295	0	0	678	601	8571	48950	0	14185	155	793	4078	154293	191	273	606	247	100	311	901	6693	236	2494	0	0	0	0	407	162	166	140	773	2395	56	178	308	17	1030	595	909	27001	9537	0.105	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000065.spe	89.22	6.86	1	0.010267	-0.009931	0.009900	0.077115	51345	1.72	150	1349	0	0	544	525	8211	49715	0	16544	190	805	3679	171394	148	176	613	161	66	260	669	6776	257	2446	0	0	0	0	313	81	189	119	817	2203	19	175	299	296	1163	530	1013	26447	9633	0.103	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000066.spe	90.22	6.86	1	0.010267	-0.009931	0.009900	0.077115	52718	1.84	198	1275	33	0	572	638	7899	51427	0	18125	250	1015	3424	180346	208	206	602	239	115	277	650	6779	341	2491	0	0	25	0	390	120	200	207	808	2203	42	160	482	342	1225	677	1101	26746	9740	0.103	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000067.spe	91.22	6.86	1	0.010267	-0.009931	0.009900	0.077115	53238	1.73	203	1324	0	0	662	604	7901	50186	0	18400	202	862	3562	183440	195	177	611	157	66	217	680	6748	217	2387	0	0	16	0	435	114	131	146	830	2192	32	150	455	85	1257	651	885	26382	9619	0.104	
C:\Data\CD166_19_(2020)_processed\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000068.spe	92.22	6.86	1	0.010267	-0.009931	0.009900	0.077115	52694	1.85	163	1347	0	0	580	602	7989	53784	0	17269	147	850	3562	174513	196	162	582	158	0	251	841	6918	181	2444	0	0	0	0	435	150	159	213	795	2248	28	183	439	36	1147	610	733	27090	9870	0.105	
