C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1     17-Sep-20  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	Ga	Ge	Br	Rb	Sr	Y	Zr	Pd	Cd	I	Cs	Ba	Ce	Nd	Ta	W	Pb	Bi	Fe a*2	Fe a+b	S1	S2	S3	Mo inc	Mo coh	Dt	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000010.spe	34.22	6.96	1	0.010261	-0.008542	0.009815	0.078770	41165	2.03	185	1356	0	54	821	536	10128	38161	0	10104	427	455	3265	122888	93	69	565	313	275	346	1115	5841	194	3668	9	0	85	0	0	191	64	1282	3241	71	222	220	0	0	322	3173	32836	10518	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000011.spe	35.22	6.96	1	0.010261	-0.008542	0.009836	0.078770	40886	2.04	142	1451	10	46	841	571	10428	39415	0	9455	357	469	3124	116825	140	100	634	425	261	351	1147	5841	439	3682	0	0	62	0	105	153	0	1205	3334	78	269	179	0	0	293	3605	34403	10878	0.115	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000012.spe	36.22	6.96	1	0.010261	-0.008542	0.009836	0.078770	40656	1.98	210	1373	31	61	858	547	10424	41280	44	9231	384	490	2974	114965	98	157	566	316	238	292	1160	5842	219	3567	0	0	68	0	187	129	57	1218	3263	61	180	129	0	0	380	3165	33409	10729	0.115	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000013.spe	37.22	6.96	1	0.010266	-0.008542	0.009836	0.078770	41034	1.78	172	1347	0	17	855	567	10191	44300	19	9694	405	372	3057	115156	88	85	680	185	306	379	1063	5939	224	3537	0	0	54	0	0	206	0	1192	3331	98	286	187	0	0	342	2622	33381	10658	0.116	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000014.spe	38.22	6.96	1	0.010264	-0.008542	0.009836	0.078770	40655	1.84	178	1393	19	45	881	549	10166	49768	101	8790	379	358	2936	108333	76	104	527	437	261	341	1074	5647	267	3541	16	14	76	0	0	260	0	1222	3325	99	284	137	26	0	373	2500	34327	10790	0.115	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000015.spe	39.22	6.95	1	0.010263	-0.008542	0.009836	0.078770	40418	1.76	182	1330	0	53	897	573	10249	56010	135	7907	288	409	2965	102313	103	83	534	323	216	380	1082	5628	209	3537	22	23	72	0	0	192	40	1205	3251	84	340	201	55	4	290	2538	34176	11094	0.116	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000016.spe	40.22	6.95	1	0.010262	-0.008542	0.009836	0.078770	40741	1.95	147	1290	13	26	966	600	10138	57459	92	8305	278	392	3178	101314	82	136	562	362	315	373	1217	5519	353	3426	9	15	64	0	0	274	0	1230	3385	79	258	237	0	0	282	2696	34774	10717	0.117	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000017.spe	41.22	6.95	1	0.010265	-0.008542	0.009836	0.078770	40473	1.86	146	1253	0	54	933	521	9991	58134	215	8175	333	334	3260	100199	90	129	571	321	165	420	831	5582	262	3030	8	0	0	0	0	230	7	1131	3402	108	203	0	270	0	210	2487	35066	11015	0.116	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000018.spe	42.22	6.95	1	0.010263	-0.008542	0.009814	0.078770	41064	1.98	125	1212	0	70	1042	536	9284	60862	187	7841	260	360	3093	104238	122	74	482	345	188	418	911	5499	345	3003	37	11	70	0	0	215	0	1132	3340	49	211	326	219	0	251	2507	35124	10864	0.116	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000019.spe	43.22	6.94	1	0.010262	-0.008542	0.009814	0.078770	40658	1.84	165	1201	0	89	994	543	9512	59118	205	8026	327	458	3265	105408	113	71	546	338	250	330	879	5438	154	3044	68	0	139	0	46	138	57	1218	3165	54	208	0	0	0	391	3014	33593	10512	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000020.spe	44.22	6.94	1	0.010261	-0.008542	0.009814	0.078770	39991	2.07	160	1275	0	62	825	559	9674	52551	134	8582	356	360	3323	105970	125	64	533	257	197	379	1052	5420	184	3374	66	13	35	0	36	207	0	1092	3289	42	160	167	0	8	255	2661	32456	10434	0.115	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000021.spe	45.22	6.94	1	0.010261	-0.008542	0.009608	0.078770	40349	2.01	170	1366	0	46	841	569	9928	52873	29	9234	331	409	3234	109616	117	85	495	274	288	359	874	6124	351	2829	39	0	47	0	8	193	0	1146	3269	63	161	287	112	0	309	2802	33127	10423	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000022.spe	46.22	6.94	1	0.010266	-0.008542	0.009608	0.078770	40485	1.82	162	1356	0	69	900	558	9661	59553	264	8696	297	355	3515	104951	83	51	603	255	256	384	1021	6331	311	3072	19	27	111	0	0	221	0	1131	3152	23	184	146	0	0	251	2415	32829	10342	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000023.spe	47.22	6.93	1	0.010266	-0.008542	0.009608	0.078770	40243	1.78	161	1326	5	49	827	551	9894	52548	129	8571	357	399	4111	107343	116	161	587	306	271	248	983	5416	205	3120	7	0	32	0	0	146	22	1175	3232	0	197	0	129	0	273	2502	32533	10481	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000024.spe	48.22	6.93	1	0.010267	-0.008542	0.009608	0.078770	41389	2.03	162	1335	0	67	796	569	9717	50291	182	10388	537	353	3762	119212	105	111	623	401	223	358	984	5709	202	3269	18	0	34	0	0	293	0	1081	3194	14	193	283	157	136	425	2362	32148	10289	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000025.spe	49.22	6.93	1	0.010262	-0.008542	0.009608	0.078770	42047	1.85	132	1271	0	59	916	569	9780	48346	147	10324	485	455	3596	123857	165	94	667	361	285	327	995	5863	377	3431	8	0	64	0	51	125	32	1126	3302	0	262	132	23	0	438	3321	32830	10582	0.114	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000026.spe	50.22	6.93	1	0.010264	-0.008542	0.009608	0.078770	40821	1.86	185	1202	8	68	1012	595	9960	48879	105	8822	392	379	3563	111431	166	63	571	285	159	425	1034	5656	243	3496	7	15	65	0	20	174	8	1262	3236	89	181	96	106	0	354	2582	33268	10683	0.115	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000027.spe	51.22	6.92	1	0.010265	-0.008542	0.009608	0.078770	40580	1.79	160	1309	0	71	876	539	10618	46188	195	8515	296	352	3905	108277	119	71	588	326	323	356	1096	5476	243	3489	5	0	30	0	0	239	0	1193	3453	7	169	96	0	0	270	2678	33783	10577	0.116	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000028.spe	52.22	6.92	1	0.010265	-0.008542	0.009630	0.078770	40874	1.80	187	1303	0	35	938	531	10347	45922	161	9057	418	375	3717	110622	95	12	542	329	142	379	942	5399	248	3408	28	0	37	0	0	197	44	1159	3412	19	178	264	159	0	272	2473	34696	10587	0.116	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000029.spe	53.22	6.92	1	0.010265	-0.008542	0.009630	0.078770	41366	1.83	184	1323	0	39	881	516	10165	49739	75	9050	400	401	3285	113292	123	0	502	221	252	383	1042	5175	348	3495	0	0	0	0	0	177	0	1193	3263	0	173	78	0	0	297	2525	33917	10598	0.116	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000030.spe	54.22	6.92	1	0.010266	-0.008542	0.009630	0.078770	41274	1.88	164	1305	0	75	907	531	10184	47231	107	9572	299	406	3452	114267	46	58	596	392	234	421	956	5261	269	3660	0	0	28	0	0	206	0	1176	3435	59	217	120	49	0	303	2670	34130	10470	0.116	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000031.spe	55.22	6.91	1	0.010261	-0.008542	0.009630	0.078770	41069	1.79	150	1341	20	25	812	520	10356	39933	18	10248	322	366	3478	118509	89	162	572	313	243	279	1154	5605	201	3617	71	0	30	0	0	209	0	1137	3168	27	188	156	0	0	380	3187	33803	10504	0.115	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000032.spe	56.22	6.92	1	0.010264	-0.008542	0.009630	0.078770	41364	1.79	169	1277	0	70	966	567	10066	45274	82	9324	345	441	3223	116223	107	99	543	364	222	381	940	6010	310	3482	4	0	57	0	35	147	0	1272	3315	45	255	141	81	0	339	2893	34063	10684	0.116	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000033.spe	57.22	6.90	1	0.010264	-0.008542	0.009665	0.078770	41875	1.80	133	1151	0	48	1135	538	9809	59075	142	8362	357	346	3412	109041	183	30	496	310	191	458	1042	5787	250	3421	25	0	0	0	11	146	0	1195	3286	79	160	51	0	0	249	3031	34993	10606	0.116	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000034.spe	58.22	6.90	1	0.010263	-0.008542	0.009665	0.078770	40942	1.92	136	1149	0	54	1144	515	9349	61651	109	7830	303	379	3269	103911	88	118	478	201	221	459	1019	5944	299	3017	22	7	123	0	0	165	0	1267	3272	81	255	102	0	0	291	2628	34167	10956	0.116	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000035.spe	59.22	6.90	1	0.010265	-0.008542	0.009689	0.078770	40805	1.85	145	1080	0	64	1072	600	8967	65612	224	8377	307	411	3048	105062	153	119	494	243	180	373	906	5909	264	3016	36	24	125	0	0	213	15	1071	3224	145	101	32	0	0	338	2671	33183	10369	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000036.spe	60.22	6.90	1	0.010264	-0.008542	0.009731	0.078770	41279	1.96	116	1129	0	77	906	495	9070	63798	76	9404	417	360	3106	112079	146	109	574	289	296	394	1045	5833	256	2942	34	0	78	0	0	275	0	1162	3267	0	227	148	0	26	381	2591	32605	10425	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000037.spe	61.22	6.90	1	0.010263	-0.008542	0.009731	0.078770	40163	1.93	176	1217	0	26	810	556	9102	57841	201	8975	370	440	2996	111603	84	45	497	294	261	329	882	5743	381	3255	33	0	53	0	143	96	27	1070	3087	0	177	196	156	0	390	3029	31850	10182	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000038.spe	62.22	6.91	1	0.010265	-0.008542	0.009808	0.078770	42369	1.86	192	1411	0	65	886	579	9734	54608	65	10709	562	372	3386	126844	64	48	582	252	212	370	812	6002	383	3477	56	0	72	0	0	203	0	1162	3250	50	186	238	387	0	416	2904	31894	10503	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000039.spe	63.22	6.91	1	0.010264	-0.008542	0.009785	0.078770	42038	2.01	185	1269	0	74	809	557	9360	54442	32	10690	574	381	3448	128743	97	105	568	276	222	300	931	5860	293	3229	24	0	103	0	51	146	50	995	3157	55	250	174	22	0	388	3148	31222	10349	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000040.spe	64.22	6.90	1	0.010263	-0.008542	0.009785	0.078770	41858	1.98	132	1259	0	30	857	541	8742	69569	142	9913	413	386	3057	114463	111	128	587	254	194	369	854	5741	301	2919	17	6	85	0	0	240	0	1059	3093	4	106	61	0	0	400	2901	33017	10459	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000041.spe	65.22	6.89	1	0.010266	-0.008542	0.009785	0.078770	41957	1.92	172	1271	0	71	894	532	9156	65244	240	10633	380	508	3232	118002	125	6	584	256	276	311	682	5702	307	3045	32	0	54	0	0	155	0	1084	3102	0	237	278	264	73	361	2192	32235	10424	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000042.spe	66.22	6.90	1	0.010265	-0.008542	0.009785	0.078770	41577	1.88	159	1272	0	64	842	587	9321	67150	0	10082	428	420	3367	116293	101	0	612	281	219	428	848	5563	214	2968	19	15	74	0	0	252	0	1151	3155	64	214	97	43	0	256	2678	31718	10176	0.110	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000043.spe	67.22	6.90	1	0.010266	-0.008542	0.009785	0.078770	42723	2.07	164	1274	0	45	877	543	9232	68899	115	10994	358	409	3388	129183	122	140	651	307	284	390	760	5780	190	2850	15	12	45	0	109	149	0	986	3126	51	163	273	236	0	484	3008	29464	10134	0.108	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000044.spe	68.22	6.89	1	0.010263	-0.008542	0.009785	0.078770	43141	2.00	152	1350	0	70	827	617	9316	63667	76	11720	464	525	3370	138450	74	225	555	287	254	300	793	5869	322	2884	15	13	66	0	0	222	29	922	3149	26	222	241	119	0	374	3520	29133	10170	0.106	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000045.spe	69.22	6.89	1	0.010263	-0.008542	0.009575	0.078770	43306	1.92	185	1304	42	47	815	530	9206	58479	60	11970	620	529	3268	144131	61	106	587	214	157	251	776	5660	217	3101	43	28	81	0	0	208	23	1011	2954	103	40	241	44	42	478	3708	29034	9960	0.107	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000046.spe	70.22	6.88	1	0.010262	-0.008542	0.009575	0.078770	42034	1.86	160	1229	0	68	832	600	9031	60925	158	11136	473	449	3106	127257	53	109	516	254	195	414	885	5978	286	3064	0	0	34	0	6	196	0	1089	3080	73	189	7	0	0	399	3275	30630	10279	0.109	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000047.spe	71.22	6.87	1	0.010262	-0.008542	0.009575	0.078770	41151	1.92	173	1330	0	36	871	603	9207	57490	102	10384	430	346	3009	117170	75	47	664	228	201	292	1040	5955	199	3166	0	0	36	0	0	249	0	1160	3301	0	232	88	0	0	264	2996	32012	10592	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000048.spe	72.22	6.88	1	0.010262	-0.008542	0.009453	0.078770	40625	1.90	202	1304	0	46	861	537	9177	56836	23	9701	285	375	2868	114025	62	55	502	279	134	309	889	5575	240	2918	28	8	62	0	195	80	6	1090	3189	36	242	168	110	0	301	2982	32438	10237	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000049.spe	73.22	6.88	1	0.010261	-0.008542	0.009453	0.078770	41423	2.02	141	1223	0	37	818	606	9108	59422	28	10729	393	336	2990	118109	84	92	567	325	244	250	1036	5913	160	3000	0	0	0	0	0	220	0	1132	3127	0	151	126	0	0	359	3052	31946	10356	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000050.spe	74.22	6.88	1	0.010267	-0.008542	0.009453	0.078770	41229	1.86	221	1315	0	41	779	560	9463	52467	256	10633	421	350	3025	119750	85	43	499	313	275	235	769	5537	154	3137	0	0	35	0	0	202	0	1137	3047	0	203	164	194	142	363	2244	31112	10462	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000051.spe	75.22	6.89	1	0.010265	-0.008542	0.009453	0.078770	41394	1.80	214	1313	0	32	838	581	9628	50413	112	10458	452	355	3073	120321	49	107	500	279	190	392	967	5599	233	3416	9	0	21	0	0	172	0	999	3187	0	169	209	201	0	236	2698	32364	10192	0.113	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000052.spe	76.22	6.88	1	0.010263	-0.008542	0.009358	0.078770	41543	1.76	163	1394	0	44	762	518	9655	47248	46	11092	421	486	3317	124773	81	68	597	372	283	350	1010	5678	241	3329	0	0	33	0	0	192	0	996	3239	84	174	145	0	0	292	3195	32493	10202	0.112	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000053.spe	77.22	6.89	1	0.010263	-0.008542	0.009318	0.078770	40956	1.75	113	1188	0	44	758	582	9648	52096	116	10317	457	336	3217	119827	85	95	610	275	153	276	827	5597	301	3085	0	0	58	0	0	222	0	1003	3172	45	243	160	217	34	391	2931	31132	10116	0.111	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000054.spe	78.22	6.89	1	0.010264	-0.008542	0.009348	0.078770	41901	1.78	188	1405	0	0	714	548	9491	46557	55	12027	546	454	3353	134705	57	103	507	247	157	295	828	6162	228	2907	25	0	9	0	25	203	5	1145	3152	63	226	168	60	86	412	3151	30651	9908	0.109	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000055.spe	79.22	6.89	1	0.010263	-0.008542	0.009348	0.078770	42582	1.90	181	1430	0	20	672	516	9424	42882	90	13069	558	405	3398	143231	36	50	533	277	193	268	866	6498	238	3034	7	0	34	0	51	151	0	1162	3048	26	242	314	171	0	405	4002	29993	9864	0.108	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000056.spe	80.22	6.88	1	0.010262	-0.008542	0.009348	0.078770	44498	2.02	206	1438	0	17	683	589	9548	39473	72	15376	727	493	3769	164991	90	80	562	226	218	327	824	6107	294	2974	9	0	55	0	68	220	0	1125	3067	0	204	273	0	95	416	4197	28763	9517	0.104	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000057.spe	81.22	6.88	1	0.010266	-0.008542	0.009348	0.078770	46594	1.96	179	1438	18	31	661	543	8785	42787	127	17607	827	556	3546	179317	71	41	525	165	218	212	859	6321	258	2803	0	0	6	0	0	258	0	1003	2881	0	311	395	0	0	600	4147	28579	9979	0.105	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000058.spe	82.22	6.87	1	0.010264	-0.008542	0.009348	0.078770	46977	2.00	142	1291	0	49	775	530	8653	64831	90	15035	639	494	3607	163211	125	39	529	217	250	332	826	6302	223	2928	22	0	90	0	57	182	9	969	2941	57	218	231	0	0	474	3918	30463	10393	0.109	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000059.spe	83.22	6.86	1	0.010262	-0.008542	0.009348	0.078770	40045	1.82	146	1078	0	41	874	567	8524	81984	71	8515	352	430	3444	102390	168	41	461	257	256	284	607	5359	238	2710	34	0	120	0	0	178	9	1030	2961	66	262	60	228	10	259	2518	30188	9659	0.108	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000060.spe	84.22	6.87	1	0.010262	-0.008542	0.009348	0.078770	42143	1.96	185	1271	5	24	717	577	8367	64623	113	12228	541	329	3007	134543	100	77	547	240	180	278	791	6048	102	2566	0	21	58	0	86	147	0	993	2860	0	249	79	0	0	430	3392	28476	9726	0.106	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000061.spe	85.22	6.87	1	0.010266	-0.008542	0.009348	0.078770	42721	1.89	143	1307	0	29	649	588	8631	56476	89	13086	571	483	2838	143117	97	154	572	324	220	284	536	6484	320	2579	0	0	37	0	0	188	0	960	3029	7	192	194	343	45	466	3219	28460	9398	0.106	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000062.spe	86.22	6.87	1	0.010264	-0.008542	0.009348	0.078770	43779	1.93	151	1298	0	6	623	554	8729	55604	92	14060	627	544	2921	151618	133	127	543	281	378	264	724	6529	280	2676	0	0	17	0	186	153	0	1059	2958	99	196	253	7	0	420	3622	28544	9738	0.106	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000063.spe	87.22	6.87	1	0.010264	-0.008542	0.009338	0.078770	43635	1.93	147	1368	0	45	630	575	8438	51786	178	14191	534	629	3065	153742	116	97	519	235	166	198	775	6362	259	2659	0	0	72	0	31	195	0	944	2937	14	55	299	0	0	451	3826	28028	9554	0.105	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000064.spe	88.22	6.87	1	0.010264	-0.008542	0.009318	0.078770	44196	2.01	152	1338	0	11	696	583	8561	50176	146	14397	544	520	3982	158493	139	180	606	312	245	232	860	6536	242	2567	0	0	0	0	86	243	0	919	3040	0	141	198	0	50	523	3735	28018	9461	0.105	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000065.spe	89.22	6.86	1	0.010264	-0.008542	0.009289	0.078770	46037	2.01	164	1391	0	0	553	509	8186	50930	105	16790	661	522	3586	176166	93	78	613	225	205	191	641	6625	261	2520	0	0	16	0	0	265	0	983	2806	0	146	192	181	112	468	4130	27482	9543	0.103	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000066.spe	90.22	6.86	1	0.010265	-0.008542	0.009289	0.078770	47282	1.98	211	1314	61	13	584	622	7878	52726	90	18359	776	712	3331	185467	188	98	614	307	242	204	626	6630	345	2553	0	0	40	0	40	247	0	976	2850	0	143	372	224	134	605	4337	27840	9638	0.103	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000067.spe	91.22	6.86	1	0.010265	-0.008542	0.009289	0.078770	47723	2.09	218	1372	13	27	683	588	7884	51443	73	18519	766	584	3477	188592	147	79	615	221	202	143	634	6601	223	2453	0	0	31	0	189	185	0	997	2780	0	107	343	0	186	591	3990	27450	9514	0.104	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000068.spe	92.22	6.86	1	0.010265	-0.008542	0.009277	0.078770	47158	2.11	177	1390	0	17	596	586	7952	55132	125	17415	658	559	3466	179471	174	59	598	218	138	179	797	6768	198	2474	0	0	0	0	148	199	0	944	2906	0	165	333	0	87	539	3728	28314	9770	0.105	
C:\Data\CD166_19_(2020)\CD166_19_S2\CD166_19_S2_REP1\XRF data\L000069.spe	93.22	6.85	1	0.010263	-0.008542	0.009277	0.078770	44540	2.08	174	1436	0	18	552	564	8557	59788	93	14071	555	471	3138	154867	142	74	569	258	232	252	738	7057	250	2598	0	11	66	0	212	207	0	863	2936	0	229	212	67	38	407	3792	28907	9741	0.105	
